t_s,rms,cheer_2_8k
3648.25,0.05470,0.0002068
3648.50,0.05536,0.0001137
3648.75,0.06464,0.0001029
3649.00,0.06304,0.0001144
3649.25,0.05568,0.0001579
3649.50,0.06090,0.0001163
3649.75,0.07459,0.0001829
3650.00,0.08684,0.0002889
3650.25,0.08617,0.0002621
3650.50,0.07976,0.0002488
3650.75,0.06926,0.0001724
3651.00,0.07062,0.0001263
3651.25,0.06710,0.0001256
3651.50,0.06154,0.0001822
3651.75,0.07417,0.0001800
3652.00,0.06246,0.0001004
3652.25,0.03153,0.0001001
3652.50,0.02507,0.0000947
3652.75,0.02222,0.0000736
3653.00,0.02022,0.0000583
3653.25,0.01890,0.0000544
3653.50,0.01724,0.0000673
3653.75,0.01554,0.0000643
3654.00,0.01476,0.0000642
3654.25,0.01429,0.0000563
3654.50,0.01371,0.0000694
3654.75,0.01227,0.0000461
3655.00,0.01075,0.0000415
3655.25,0.01148,0.0000409
3655.50,0.01157,0.0000430
3655.75,0.00989,0.0000360
3656.00,0.02815,0.0000337
3656.25,0.03989,0.0000540
3656.50,0.03001,0.0000351
3656.75,0.01751,0.0000471
3657.00,0.02180,0.0000552
3657.25,0.02450,0.0001090
3657.50,0.02948,0.0001911
3657.75,0.02785,0.0000915
3658.00,0.02528,0.0000935
3658.25,0.02322,0.0000685
3658.50,0.01984,0.0000665
3658.75,0.01692,0.0000492
3659.00,0.01180,0.0000318
3659.25,0.03980,0.0002225
3659.50,0.05250,0.0000930
3659.75,0.04879,0.0000851
3660.00,0.04719,0.0001013
3660.25,0.04448,0.0001379
3660.50,0.08162,0.0002097
3660.75,0.08024,0.0001130
3661.00,0.03113,0.0000815
3661.25,0.02672,0.0000581
3661.50,0.02617,0.0000723
3661.75,0.02368,0.0000599
3662.00,0.02034,0.0000589
3662.25,0.02276,0.0000500
3662.50,0.03099,0.0000603
3662.75,0.02643,0.0001121
3663.00,0.01665,0.0000559
3663.25,0.01808,0.0001033
3663.50,0.02082,0.0000587
3663.75,0.02223,0.0000778
3664.00,0.03312,0.0000835
3664.25,0.03404,0.0001223
3664.50,0.02593,0.0000857
3664.75,0.05623,0.0001664
3665.00,0.06696,0.0002345
3665.25,0.04649,0.0001277
3665.50,0.04176,0.0001928
3665.75,0.03781,0.0000893
3666.00,0.01886,0.0000687
3666.25,0.02090,0.0000755
3666.50,0.03796,0.0000768
3666.75,0.04876,0.0000505
3667.00,0.04399,0.0000883
3667.25,0.03873,0.0001536
3667.50,0.03708,0.0001213
3667.75,0.03763,0.0000931
3668.00,0.03249,0.0000948
3668.25,0.04725,0.0000732
3668.50,0.05297,0.0000955
3668.75,0.04136,0.0002097
3669.00,0.03305,0.0000726
3669.25,0.02015,0.0000670
3669.50,0.01693,0.0000522
3669.75,0.03558,0.0001146
3670.00,0.04052,0.0001629
3670.25,0.02487,0.0000818
3670.50,0.01608,0.0000604
3670.75,0.01462,0.0000417
3671.00,0.03391,0.0001277
3671.25,0.03628,0.0000807
3671.50,0.03130,0.0001677
3671.75,0.03148,0.0001232
3672.00,0.01939,0.0000735
3672.25,0.02038,0.0000562
3672.50,0.02472,0.0000984
3672.75,0.04423,0.0002326
3673.00,0.06186,0.0001226
3673.25,0.06061,0.0002102
3673.50,0.05298,0.0002098
3673.75,0.05608,0.0001023
3674.00,0.05531,0.0002006
3674.25,0.04890,0.0001003
3674.50,0.03803,0.0001458
3674.75,0.04193,0.0000713
3675.00,0.06944,0.0000600
3675.25,0.06720,0.0000602
3675.50,0.04189,0.0000518
3675.75,0.02860,0.0000438
3676.00,0.01869,0.0000737
3676.25,0.01223,0.0000437
3676.50,0.00919,0.0000299
3676.75,0.00920,0.0000412
3677.00,0.01740,0.0000424
3677.25,0.01746,0.0000394
3677.50,0.00941,0.0000538
3677.75,0.01262,0.0000399
3678.00,0.01895,0.0000384
3678.25,0.02352,0.0000672
3678.50,0.02020,0.0001426
3678.75,0.02109,0.0000583
3679.00,0.02210,0.0000463
3679.25,0.01812,0.0000715
3679.50,0.01639,0.0000618
3679.75,0.01960,0.0000524
3680.00,0.01950,0.0000516
3680.25,0.01502,0.0000484
3680.50,0.02783,0.0000616
3680.75,0.02908,0.0000671
3681.00,0.03150,0.0001021
3681.25,0.03833,0.0001161
3681.50,0.03476,0.0001426
3681.75,0.02741,0.0001026
3682.00,0.02586,0.0000754
3682.25,0.04812,0.0001858
3682.50,0.06592,0.0003434
3682.75,0.09893,0.0003655
3683.00,0.09507,0.0002414
3683.25,0.05940,0.0002515
3683.50,0.05594,0.0002561
3683.75,0.04754,0.0002322
3684.00,0.05218,0.0002212
3684.25,0.06148,0.0001661
3684.50,0.06404,0.0001521
3684.75,0.06307,0.0001645
3685.00,0.05752,0.0001722
3685.25,0.05543,0.0001215
3685.50,0.05501,0.0001243
3685.75,0.04822,0.0000668
3686.00,0.04919,0.0001197
3686.25,0.05995,0.0001104
3686.50,0.05142,0.0002155
3686.75,0.03581,0.0000777
3687.00,0.05419,0.0000934
3687.25,0.05399,0.0000777
3687.50,0.03046,0.0000487
3687.75,0.01993,0.0000971
3688.00,0.02465,0.0001111
3688.25,0.03628,0.0000761
3688.50,0.04881,0.0001301
3688.75,0.06799,0.0001334
3689.00,0.07707,0.0000346
3689.25,0.06848,0.0000545
3689.50,0.04431,0.0000370
3689.75,0.00917,0.0000216
3690.00,0.00850,0.0000307
3690.25,0.01386,0.0000543
3690.50,0.06341,0.0001744
3690.75,0.07380,0.0001665
3691.00,0.07460,0.0003126
3691.25,0.06844,0.0001780
3691.50,0.02963,0.0000720
3691.75,0.01815,0.0000499
3692.00,0.01910,0.0000812
3692.25,0.01748,0.0000619
3692.50,0.01377,0.0000390
3692.75,0.01428,0.0000478
3693.00,0.01148,0.0000304
3693.25,0.00911,0.0000256
3693.50,0.03174,0.0001263
3693.75,0.03318,0.0000866
3694.00,0.01437,0.0000407
3694.25,0.02557,0.0000403
3694.50,0.03317,0.0001051
3694.75,0.02718,0.0000732
3695.00,0.02234,0.0000780
3695.25,0.02724,0.0000799
3695.50,0.03117,0.0000823
3695.75,0.02847,0.0000954
3696.00,0.02106,0.0000773
3696.25,0.01527,0.0000696
3696.50,0.01270,0.0000601
3696.75,0.01147,0.0000525
3697.00,0.01921,0.0000764
3697.25,0.02126,0.0000742
3697.50,0.01510,0.0000914
3697.75,0.02111,0.0000570
3698.00,0.02205,0.0000579
3698.25,0.01537,0.0000483
3698.50,0.01398,0.0000678
3698.75,0.01392,0.0000662
3699.00,0.01403,0.0000723
3699.25,0.01211,0.0000411
3699.50,0.00898,0.0000454
3699.75,0.00741,0.0000311
3700.00,0.01229,0.0000360
3700.25,0.01207,0.0000357
3700.50,0.00643,0.0000270
3700.75,0.01810,0.0000584
3701.00,0.01914,0.0000480
3701.25,0.00996,0.0000503
3701.50,0.00959,0.0000354
3701.75,0.00926,0.0000330
3702.00,0.00853,0.0000240
3702.25,0.00842,0.0000261
3702.50,0.00769,0.0000233
3702.75,0.00723,0.0000243
3703.00,0.01932,0.0000469
3703.25,0.02107,0.0000753
3703.50,0.01206,0.0000311
3703.75,0.00950,0.0000369
3704.00,0.01222,0.0000426
3704.25,0.02595,0.0000487
3704.50,0.03564,0.0002534
3704.75,0.03057,0.0001509
3705.00,0.02441,0.0000814
3705.25,0.02745,0.0001167
3705.50,0.02194,0.0000715
3705.75,0.01215,0.0000478
3706.00,0.00984,0.0000367
3706.25,0.01007,0.0000303
3706.50,0.02634,0.0000552
3706.75,0.03236,0.0001618
3707.00,0.02364,0.0000880
3707.25,0.02762,0.0000630
3707.50,0.03369,0.0001613
3707.75,0.02520,0.0001086
3708.00,0.02422,0.0000643
3708.25,0.02399,0.0000623
3708.50,0.01432,0.0000486
3708.75,0.01186,0.0000323
3709.00,0.01003,0.0000331
3709.25,0.02437,0.0000811
3709.50,0.02880,0.0000924
3709.75,0.03244,0.0001566
3710.00,0.03052,0.0001003
3710.25,0.01983,0.0000626
3710.50,0.01758,0.0000604
3710.75,0.02805,0.0000544
3711.00,0.04166,0.0001005
3711.25,0.04312,0.0001032
3711.50,0.05039,0.0001473
3711.75,0.05951,0.0001956
3712.00,0.06014,0.0002212
3712.25,0.05651,0.0001929
3712.50,0.04624,0.0001773
3712.75,0.04042,0.0001616
3713.00,0.03662,0.0001403
3713.25,0.03358,0.0001178
3713.50,0.03260,0.0001006
3713.75,0.02561,0.0000927
3714.00,0.02845,0.0000897
3714.25,0.02881,0.0001026
3714.50,0.02066,0.0000787
3714.75,0.02932,0.0001162
3715.00,0.02996,0.0000965
3715.25,0.01647,0.0000759
3715.50,0.01411,0.0000721
3715.75,0.01387,0.0000594
3716.00,0.02296,0.0000677
3716.25,0.03053,0.0000847
3716.50,0.02654,0.0000678
3716.75,0.04760,0.0000813
3717.00,0.07649,0.0001425
3717.25,0.07969,0.0001674
3717.50,0.08252,0.0002520
3717.75,0.08472,0.0002856
3718.00,0.07601,0.0002358
3718.25,0.07209,0.0002412
3718.50,0.07605,0.0002290
3718.75,0.07309,0.0002330
3719.00,0.06683,0.0002352
3719.25,0.06077,0.0001940
3719.50,0.04082,0.0001779
3719.75,0.02887,0.0001364
3720.00,0.03003,0.0001245
3720.25,0.03499,0.0001356
3720.50,0.03234,0.0001292
3720.75,0.03251,0.0001492
3721.00,0.03284,0.0001162
3721.25,0.03120,0.0001320
3721.50,0.02823,0.0001519
3721.75,0.02608,0.0001393
3722.00,0.02464,0.0000773
3722.25,0.01811,0.0000545
3722.50,0.01611,0.0000491
3722.75,0.02407,0.0001186
3723.00,0.02348,0.0000686
3723.25,0.01419,0.0000614
3723.50,0.01619,0.0000631
3723.75,0.03151,0.0001268
3724.00,0.03048,0.0000611
3724.25,0.01191,0.0000445
3724.50,0.00980,0.0000387
3724.75,0.01059,0.0000376
3725.00,0.01092,0.0000520
3725.25,0.00891,0.0000366
3725.50,0.00773,0.0000277
3725.75,0.01196,0.0000345
3726.00,0.01238,0.0000388
3726.25,0.00948,0.0000317
3726.50,0.01594,0.0000445
3726.75,0.01840,0.0000533
3727.00,0.01765,0.0000607
3727.25,0.01808,0.0001033
3727.50,0.01528,0.0000519
3727.75,0.01262,0.0000412
3728.00,0.01197,0.0000391
3728.25,0.01150,0.0000368
3728.50,0.01062,0.0000379
3728.75,0.01172,0.0000324
3729.00,0.01567,0.0000336
3729.25,0.01924,0.0000829
3729.50,0.02018,0.0000628
3729.75,0.02230,0.0001191
3730.00,0.02163,0.0000686
3730.25,0.03080,0.0000861
3730.50,0.04627,0.0001753
3730.75,0.05288,0.0002149
3731.00,0.05775,0.0001858
3731.25,0.05896,0.0001623
3731.50,0.05642,0.0002427
3731.75,0.05632,0.0001330
3732.00,0.05621,0.0001411
3732.25,0.05172,0.0001620
3732.50,0.05512,0.0002578
3732.75,0.07536,0.0003969
3733.00,0.07211,0.0001579
3733.25,0.04361,0.0003207
3733.50,0.02361,0.0000772
3733.75,0.01529,0.0000562
3734.00,0.01239,0.0000445
3734.25,0.00989,0.0000373
3734.50,0.00904,0.0000325
3734.75,0.00833,0.0000278
3735.00,0.02510,0.0000368
3735.25,0.03099,0.0001083
3735.50,0.02274,0.0000821
3735.75,0.01628,0.0000695
3736.00,0.01453,0.0000506
3736.25,0.02866,0.0001540
3736.50,0.03034,0.0000880
3736.75,0.01757,0.0000494
3737.00,0.01591,0.0000531
3737.25,0.01545,0.0000727
3737.50,0.02588,0.0000786
3737.75,0.02911,0.0001058
3738.00,0.01880,0.0000757
3738.25,0.01453,0.0000492
3738.50,0.03905,0.0001089
3738.75,0.04302,0.0000654
3739.00,0.04482,0.0001235
3739.25,0.07392,0.0001086
3739.50,0.09008,0.0003000
3739.75,0.07564,0.0003253
3740.00,0.05238,0.0000952
3740.25,0.05158,0.0001530
3740.50,0.05359,0.0001566
3740.75,0.04111,0.0001550
3741.00,0.02980,0.0000658
3741.25,0.04202,0.0001316
3741.50,0.05614,0.0001613
3741.75,0.05833,0.0002776
3742.00,0.05432,0.0003440
3742.25,0.05552,0.0002376
3742.50,0.04289,0.0000377
3742.75,0.02455,0.0001471
3743.00,0.01865,0.0000630
3743.25,0.01404,0.0000446
3743.50,0.01281,0.0000439
3743.75,0.01080,0.0000268
3744.00,0.01461,0.0000453
3744.25,0.01988,0.0000606
3744.50,0.02138,0.0000792
3744.75,0.02111,0.0000511
3745.00,0.04693,0.0003419
3745.25,0.06028,0.0001554
3745.50,0.05350,0.0002984
3745.75,0.04977,0.0001237
3746.00,0.05489,0.0001566
3746.25,0.05429,0.0002452
3746.50,0.05203,0.0001913
3746.75,0.05419,0.0000862
3747.00,0.05316,0.0000669
3747.25,0.04337,0.0001241
3747.50,0.02461,0.0000500
3747.75,0.07103,0.0001417
3748.00,0.08739,0.0002758
3748.25,0.05819,0.0002208
3748.50,0.02896,0.0000721
3748.75,0.01479,0.0000480
3749.00,0.01276,0.0000487
3749.25,0.02746,0.0001468
3749.50,0.02952,0.0000951
3749.75,0.01643,0.0000603
3750.00,0.02350,0.0000447
3750.25,0.03542,0.0001956
3750.50,0.03059,0.0000959
3750.75,0.01504,0.0000600
3751.00,0.01059,0.0000370
3751.25,0.02809,0.0000733
3751.50,0.03258,0.0001094
3751.75,0.03264,0.0001142
3752.00,0.03462,0.0001658
3752.25,0.02684,0.0001359
3752.50,0.03812,0.0000746
3752.75,0.03888,0.0001184
3753.00,0.02624,0.0000646
3753.25,0.03336,0.0000821
3753.50,0.03608,0.0000929
3753.75,0.03073,0.0000735
3754.00,0.02292,0.0000478
3754.25,0.02818,0.0000839
3754.50,0.04136,0.0001260
3754.75,0.04218,0.0001629
3755.00,0.04917,0.0001347
3755.25,0.06073,0.0001653
3755.50,0.05702,0.0002198
3755.75,0.05123,0.0003458
3756.00,0.06156,0.0002969
3756.25,0.05998,0.0002151
3756.50,0.04202,0.0003108
3756.75,0.03260,0.0001769
3757.00,0.03560,0.0001611
3757.25,0.03725,0.0001513
3757.50,0.03998,0.0001874
3757.75,0.04846,0.0001599
3758.00,0.04438,0.0001948
3758.25,0.03458,0.0001183
3758.50,0.02871,0.0001650
3758.75,0.01937,0.0000804
3759.00,0.01458,0.0000605
3759.25,0.01699,0.0000636
3759.50,0.01809,0.0000863
3759.75,0.01535,0.0000570
3760.00,0.01338,0.0000560
3760.25,0.01067,0.0000326
3760.50,0.01057,0.0000572
3760.75,0.01070,0.0000401
3761.00,0.00946,0.0000393
3761.25,0.01082,0.0000315
3761.50,0.01895,0.0000493
3761.75,0.02397,0.0000512
3762.00,0.07371,0.0000684
3762.25,0.09312,0.0001553
3762.50,0.08040,0.0001800
3762.75,0.05708,0.0001377
3763.00,0.02016,0.0000470
3763.25,0.01164,0.0000355
3763.50,0.02415,0.0000445
3763.75,0.02850,0.0000785
3764.00,0.01904,0.0000873
3764.25,0.01162,0.0000440
3764.50,0.02772,0.0000751
3764.75,0.03043,0.0000903
3765.00,0.01903,0.0000606
3765.25,0.01541,0.0000537
3765.50,0.01724,0.0000464
3765.75,0.01878,0.0000521
3766.00,0.02098,0.0000422
3766.25,0.04204,0.0001469
3766.50,0.04611,0.0000949
3766.75,0.03135,0.0001297
3767.00,0.02420,0.0001395
3767.25,0.01889,0.0000552
3767.50,0.01251,0.0000630
3767.75,0.02432,0.0001121
3768.00,0.03487,0.0000758
3768.25,0.03417,0.0001367
3768.50,0.03135,0.0001089
3768.75,0.03659,0.0000848
3769.00,0.03042,0.0000728
3769.25,0.03159,0.0001653
3769.50,0.03439,0.0001359
3769.75,0.01839,0.0000694
3770.00,0.02227,0.0000951
3770.25,0.03252,0.0002248
3770.50,0.07222,0.0002531
3770.75,0.07770,0.0003659
3771.00,0.05294,0.0001986
3771.25,0.05167,0.0001794
3771.50,0.05652,0.0002319
3771.75,0.05743,0.0002375
3772.00,0.04757,0.0002067
3772.25,0.03884,0.0002148
3772.50,0.03908,0.0002053
3772.75,0.03826,0.0001844
3773.00,0.03600,0.0002290
3773.25,0.03466,0.0001828
3773.50,0.03049,0.0001481
3773.75,0.03364,0.0001459
3774.00,0.03799,0.0001205
3774.25,0.03986,0.0001047
3774.50,0.06217,0.0001034
3774.75,0.05933,0.0000747
3775.00,0.02804,0.0000765
3775.25,0.02114,0.0000499
3775.50,0.02060,0.0000712
3775.75,0.01881,0.0000430
3776.00,0.01247,0.0000383
3776.25,0.01017,0.0000327
3776.50,0.00998,0.0000365
3776.75,0.01617,0.0000338
3777.00,0.01817,0.0000581
3777.25,0.01261,0.0000425
3777.50,0.00931,0.0000261
3777.75,0.00916,0.0000394
3778.00,0.00824,0.0000264
3778.25,0.07186,0.0000879
3778.50,0.09069,0.0002314
3778.75,0.05895,0.0001183
3779.00,0.02496,0.0000728
3779.25,0.02270,0.0000547
3779.50,0.02242,0.0000392
3779.75,0.02270,0.0000546
3780.00,0.02014,0.0000428
3780.25,0.01368,0.0000410
3780.50,0.01133,0.0000396
3780.75,0.01497,0.0000395
3781.00,0.02774,0.0000540
3781.25,0.03048,0.0001407
3781.50,0.02041,0.0000649
3781.75,0.01086,0.0000452
3782.00,0.01434,0.0000473
3782.25,0.01710,0.0000499
3782.50,0.02802,0.0001211
3782.75,0.02931,0.0000691
3783.00,0.01646,0.0000663
3783.25,0.01133,0.0000520
3783.50,0.01002,0.0000310
3783.75,0.02682,0.0000932
3784.00,0.02902,0.0001179
3784.25,0.01637,0.0000652
3784.50,0.02839,0.0001377
3784.75,0.03194,0.0001155
3785.00,0.03105,0.0001132
3785.25,0.02988,0.0001196
3785.50,0.01737,0.0000580
3785.75,0.01655,0.0000457
3786.00,0.01898,0.0000704
3786.25,0.01369,0.0000348
3786.50,0.00962,0.0000335
3786.75,0.02565,0.0000521
3787.00,0.03091,0.0002076
3787.25,0.02129,0.0000897
3787.50,0.02127,0.0000571
3787.75,0.02135,0.0000581
3788.00,0.01281,0.0000350
3788.25,0.01024,0.0000608
3788.50,0.01775,0.0000338
3788.75,0.02149,0.0000893
3789.00,0.01585,0.0000447
3789.25,0.01000,0.0000447
3789.50,0.01573,0.0000352
3789.75,0.01700,0.0000568
3790.00,0.01182,0.0000331
3790.25,0.01069,0.0000426
3790.50,0.00960,0.0000354
3790.75,0.02619,0.0000980
3791.00,0.02856,0.0001030
3791.25,0.01594,0.0000658
3791.50,0.02809,0.0001159
3791.75,0.03072,0.0000662
3792.00,0.01894,0.0000787
3792.25,0.02297,0.0000938
3792.50,0.02235,0.0000527
3792.75,0.01320,0.0000512
3793.00,0.01252,0.0000500
3793.25,0.01996,0.0000880
3793.50,0.01983,0.0000544
3793.75,0.01880,0.0000308
3794.00,0.02308,0.0000303
3794.25,0.02426,0.0000887
3794.50,0.02043,0.0000477
3794.75,0.02282,0.0000510
3795.00,0.02306,0.0000436
3795.25,0.01183,0.0000400
3795.50,0.01731,0.0000554
3795.75,0.02782,0.0001295
3796.00,0.03149,0.0000710
3796.25,0.02774,0.0000830
3796.50,0.01979,0.0000544
3796.75,0.01979,0.0000644
3797.00,0.03162,0.0001353
3797.25,0.06380,0.0004294
3797.50,0.07806,0.0003789
3797.75,0.06865,0.0003688
3798.00,0.08610,0.0003573
3798.25,0.08955,0.0003080
3798.50,0.06442,0.0002724
3798.75,0.06637,0.0003032
3799.00,0.07646,0.0003071
3799.25,0.07986,0.0002945
3799.50,0.08078,0.0004457
3799.75,0.07454,0.0003304
3800.00,0.07310,0.0003604
3800.25,0.08212,0.0002583
3800.50,0.07766,0.0003372
3800.75,0.06764,0.0002344
3801.00,0.06918,0.0001996
3801.25,0.06514,0.0004166
3801.50,0.05832,0.0001720
3801.75,0.04743,0.0001351
3802.00,0.04089,0.0001191
3802.25,0.05545,0.0001747
3802.50,0.06232,0.0001743
3802.75,0.05778,0.0003634
3803.00,0.05771,0.0001525
3803.25,0.05923,0.0004295
3803.50,0.05536,0.0002806
3803.75,0.05246,0.0002689
3804.00,0.05299,0.0001768
3804.25,0.06111,0.0001172
3804.50,0.06692,0.0001426
3804.75,0.06375,0.0001863
3805.00,0.05631,0.0003742
3805.25,0.05068,0.0002152
3805.50,0.05952,0.0001134
3805.75,0.05009,0.0000664
3806.00,0.02480,0.0000599
3806.25,0.02383,0.0000926
3806.50,0.01941,0.0000554
3806.75,0.01615,0.0000409
3807.00,0.01565,0.0000442
3807.25,0.01661,0.0000569
3807.50,0.03902,0.0000955
3807.75,0.05964,0.0000483
3808.00,0.06167,0.0001947
3808.25,0.05453,0.0003313
3808.50,0.04963,0.0001842
3808.75,0.05344,0.0001115
3809.00,0.05572,0.0003038
3809.25,0.05925,0.0002378
3809.50,0.08076,0.0002183
3809.75,0.08710,0.0001093
3810.00,0.08497,0.0000974
3810.25,0.07240,0.0001359
3810.50,0.04939,0.0002123
3810.75,0.05255,0.0002075
3811.00,0.05187,0.0000804
3811.25,0.05612,0.0001297
3811.50,0.04823,0.0001748
3811.75,0.01995,0.0000341
3812.00,0.01306,0.0000440
3812.25,0.02805,0.0000387
3812.50,0.05042,0.0002115
3812.75,0.05887,0.0003143
3813.00,0.05435,0.0002378
3813.25,0.05704,0.0002900
3813.50,0.05140,0.0002606
3813.75,0.03095,0.0000757
3814.00,0.01770,0.0000493
3814.25,0.01173,0.0000431
3814.50,0.01121,0.0000408
3814.75,0.01014,0.0000325
3815.00,0.02168,0.0000618
3815.25,0.02356,0.0000591
3815.50,0.01726,0.0000537
3815.75,0.02489,0.0001203
3816.00,0.02262,0.0001713
3816.25,0.02776,0.0001085
3816.50,0.04174,0.0001495
3816.75,0.05003,0.0001055
3817.00,0.05373,0.0001525
3817.25,0.07223,0.0004187
3817.50,0.07635,0.0003803
3817.75,0.06494,0.0002807
3818.00,0.05413,0.0003716
3818.25,0.03944,0.0001368
3818.50,0.04711,0.0002322
3818.75,0.06925,0.0002036
3819.00,0.06867,0.0004267
3819.25,0.06137,0.0001521
3819.50,0.05934,0.0001743
3819.75,0.05559,0.0003750
3820.00,0.05779,0.0000991
3820.25,0.04923,0.0000720
3820.50,0.03492,0.0000460
3820.75,0.04149,0.0000734
3821.00,0.05569,0.0000708
3821.25,0.05934,0.0000951
3821.50,0.04605,0.0000501
3821.75,0.01505,0.0000556
3822.00,0.01499,0.0000605
3822.25,0.02307,0.0000550
3822.50,0.02222,0.0000466
3822.75,0.01277,0.0000361
3823.00,0.01440,0.0000556
3823.25,0.01584,0.0000545
3823.50,0.02081,0.0001170
3823.75,0.02515,0.0001565
3824.00,0.02781,0.0001127
3824.25,0.02303,0.0000674
3824.50,0.01214,0.0000389
3824.75,0.01225,0.0000342
3825.00,0.01548,0.0000373
3825.25,0.01990,0.0000458
3825.50,0.02139,0.0000563
3825.75,0.01766,0.0000569
3826.00,0.01498,0.0000388
3826.25,0.01624,0.0000528
3826.50,0.01608,0.0000586
3826.75,0.01527,0.0000481
3827.00,0.01399,0.0000428
3827.25,0.07728,0.0000603
3827.50,0.08542,0.0001569
3827.75,0.06028,0.0002189
3828.00,0.06788,0.0003024
3828.25,0.08394,0.0005378
3828.50,0.10551,0.0003381
3828.75,0.08496,0.0001187
3829.00,0.06364,0.0000897
3829.25,0.06864,0.0001355
3829.50,0.05778,0.0001542
3829.75,0.05225,0.0001111
3830.00,0.03723,0.0000933
3830.25,0.03707,0.0001064
3830.50,0.03710,0.0000724
3830.75,0.03357,0.0000770
3831.00,0.03434,0.0001158
3831.25,0.03940,0.0001569
3831.50,0.04937,0.0001659
3831.75,0.06325,0.0002123
3832.00,0.07200,0.0002014
3832.25,0.07417,0.0001966
3832.50,0.07745,0.0001967
3832.75,0.07977,0.0001952
3833.00,0.08364,0.0001949
3833.25,0.07918,0.0002120
3833.50,0.07778,0.0002168
3833.75,0.09023,0.0003235
3834.00,0.08255,0.0003377
3834.25,0.06689,0.0002569
3834.50,0.06688,0.0002496
3834.75,0.06525,0.0002025
3835.00,0.06148,0.0001847
3835.25,0.05372,0.0001990
3835.50,0.04499,0.0001716
3835.75,0.04141,0.0001732
3836.00,0.03828,0.0001296
3836.25,0.04612,0.0001474
3836.50,0.04717,0.0001440
3836.75,0.04689,0.0001511
3837.00,0.05324,0.0002861
3837.25,0.05585,0.0001517
3837.50,0.05944,0.0002755
3837.75,0.05839,0.0002354
3838.00,0.05587,0.0001093
3838.25,0.05597,0.0002120
3838.50,0.05341,0.0001562
3838.75,0.05825,0.0001512
3839.00,0.05878,0.0001540
3839.25,0.05265,0.0002145
3839.50,0.05001,0.0001258
3839.75,0.06074,0.0001399
3840.00,0.05867,0.0000852
3840.25,0.04953,0.0001712
3840.50,0.05262,0.0002139
3840.75,0.05413,0.0001199
3841.00,0.05607,0.0001705
3841.25,0.04934,0.0002554
3841.50,0.03580,0.0001056
3841.75,0.04805,0.0001173
3842.00,0.05853,0.0002115
3842.25,0.05096,0.0002532
3842.50,0.06037,0.0001256
3842.75,0.06278,0.0002251
3843.00,0.05720,0.0001607
3843.25,0.08095,0.0001719
3843.50,0.10103,0.0001903
3843.75,0.07720,0.0001423
3844.00,0.02817,0.0000751
3844.25,0.01700,0.0000561
3844.50,0.01466,0.0000561
3844.75,0.01373,0.0000747
3845.00,0.01243,0.0000646
3845.25,0.01043,0.0000439
3845.50,0.00945,0.0000490
3845.75,0.00864,0.0000356
3846.00,0.02468,0.0000969
3846.25,0.02709,0.0000799
3846.50,0.01530,0.0000625
3846.75,0.01267,0.0000531
3847.00,0.02673,0.0001261
3847.25,0.02783,0.0001015
3847.50,0.02183,0.0000688
3847.75,0.01989,0.0000532
3848.00,0.01140,0.0000446
3848.25,0.01848,0.0000810
3848.50,0.05055,0.0001523
3848.75,0.07015,0.0001748
3849.00,0.07271,0.0001576
3849.25,0.07482,0.0001738
3849.50,0.06866,0.0002495
3849.75,0.06190,0.0002256
3850.00,0.05591,0.0001457
3850.25,0.04108,0.0001112
3850.50,0.04203,0.0001102
3850.75,0.04152,0.0001072
3851.00,0.03128,0.0001821
3851.25,0.05118,0.0000952
3851.50,0.06107,0.0002189
3851.75,0.05393,0.0001551
3852.00,0.05145,0.0000977
3852.25,0.04620,0.0001268
3852.50,0.03675,0.0001449
3852.75,0.02616,0.0001648
3853.00,0.01826,0.0000941
3853.25,0.01516,0.0000653
3853.50,0.01574,0.0000432
3853.75,0.03484,0.0001021
3854.00,0.04719,0.0003655
3854.25,0.04580,0.0001862
3854.50,0.04008,0.0000617
3854.75,0.02721,0.0000645
3855.00,0.01115,0.0000320
3855.25,0.00783,0.0000326
3855.50,0.00738,0.0000247
3855.75,0.00831,0.0000333
3856.00,0.00954,0.0000355
3856.25,0.00999,0.0000291
3856.50,0.01205,0.0000440
3856.75,0.01330,0.0000440
3857.00,0.01370,0.0000394
3857.25,0.01398,0.0000835
3857.50,0.01246,0.0000513
3857.75,0.01703,0.0000885
3858.00,0.01918,0.0000614
3858.25,0.02174,0.0001637
3858.50,0.02093,0.0000736
3858.75,0.01791,0.0001181
3859.00,0.01802,0.0000680
3859.25,0.01476,0.0000481
3859.50,0.01315,0.0000416
3859.75,0.01111,0.0000378
3860.00,0.00997,0.0000415
3860.25,0.00999,0.0000335
3860.50,0.01269,0.0000329
3860.75,0.04353,0.0000835
3861.00,0.05874,0.0002065
3861.25,0.04769,0.0001584
3861.50,0.02783,0.0000734
3861.75,0.01554,0.0000479
3862.00,0.01335,0.0000382
3862.25,0.02649,0.0000734
3862.50,0.02778,0.0001100
3862.75,0.01481,0.0000510
3863.00,0.00969,0.0000425
3863.25,0.02532,0.0000610
3863.50,0.03243,0.0001897
3863.75,0.02451,0.0000681
3864.00,0.01482,0.0000514
3864.25,0.01098,0.0000390
3864.50,0.01621,0.0000376
3864.75,0.02089,0.0000780
3865.00,0.01974,0.0000617
3865.25,0.01533,0.0000658
3865.50,0.02423,0.0000820
3865.75,0.02701,0.0001115
3866.00,0.01760,0.0000641
3866.25,0.02495,0.0000938
3866.50,0.02457,0.0000575
