t_s,rms,cheer_2_8k
1420.75,0.06161,0.0001180
1421.00,0.06240,0.0001231
1421.25,0.06592,0.0002479
1421.50,0.06206,0.0001030
1421.75,0.07258,0.0002361
1422.00,0.08013,0.0004236
1422.25,0.08902,0.0004003
1422.50,0.08471,0.0002695
1422.75,0.06484,0.0002462
1423.00,0.06475,0.0002604
1423.25,0.07793,0.0002794
1423.50,0.08048,0.0002181
1423.75,0.06788,0.0002519
1424.00,0.05465,0.0002754
1424.25,0.05867,0.0002229
1424.50,0.06554,0.0001720
1424.75,0.07341,0.0002299
1425.00,0.08263,0.0001939
1425.25,0.07080,0.0002228
1425.50,0.06030,0.0002573
1425.75,0.05451,0.0001944
1426.00,0.05192,0.0002483
1426.25,0.06480,0.0001931
1426.50,0.06553,0.0001462
1426.75,0.04687,0.0001977
1427.00,0.02160,0.0000742
1427.25,0.04630,0.0001053
1427.50,0.06025,0.0001012
1427.75,0.06352,0.0001711
1428.00,0.06320,0.0001286
1428.25,0.05081,0.0000394
1428.50,0.04259,0.0000699
1428.75,0.04414,0.0000582
1429.00,0.05044,0.0001286
1429.25,0.05265,0.0000896
1429.50,0.05157,0.0000988
1429.75,0.05221,0.0000705
1430.00,0.05027,0.0001349
1430.25,0.05172,0.0000641
1430.50,0.04991,0.0000629
1430.75,0.05624,0.0001961
1431.00,0.06201,0.0000267
1431.25,0.06871,0.0001623
1431.50,0.06982,0.0001253
1431.75,0.05514,0.0000969
1432.00,0.04978,0.0000883
1432.25,0.04551,0.0000977
1432.50,0.04697,0.0000590
1432.75,0.04296,0.0000969
1433.00,0.04612,0.0000677
1433.25,0.05309,0.0001007
1433.50,0.05325,0.0000657
1433.75,0.04839,0.0002940
1434.00,0.04680,0.0000628
1434.25,0.04191,0.0000878
1434.50,0.01920,0.0001217
1434.75,0.00996,0.0000770
1435.00,0.03712,0.0001357
1435.25,0.05964,0.0001100
1435.50,0.05637,0.0001338
1435.75,0.03232,0.0002953
1436.00,0.04856,0.0000776
1436.25,0.06498,0.0003631
1436.50,0.06465,0.0002866
1436.75,0.06412,0.0001073
1437.00,0.06465,0.0001201
1437.25,0.06293,0.0002400
1437.50,0.05421,0.0001133
1437.75,0.04444,0.0001654
1438.00,0.04702,0.0001851
1438.25,0.05721,0.0001795
1438.50,0.05799,0.0001514
1438.75,0.05183,0.0001239
1439.00,0.04310,0.0001757
1439.25,0.05769,0.0001227
1439.50,0.05953,0.0001422
1439.75,0.04111,0.0000757
1440.00,0.03319,0.0000856
1440.25,0.02438,0.0000786
1440.50,0.01881,0.0000805
1440.75,0.03971,0.0000810
1441.00,0.04004,0.0001940
1441.25,0.01674,0.0000378
1441.50,0.01204,0.0000489
1441.75,0.01120,0.0000405
1442.00,0.01125,0.0000370
1442.25,0.01043,0.0000341
1442.50,0.03114,0.0000365
1442.75,0.05500,0.0000757
1443.00,0.06755,0.0002225
1443.25,0.05693,0.0001131
1443.50,0.02873,0.0000342
1443.75,0.03314,0.0000381
1444.00,0.04371,0.0000927
1444.25,0.05507,0.0001583
1444.50,0.06050,0.0001725
1444.75,0.04943,0.0000889
1445.00,0.04819,0.0001233
1445.25,0.04032,0.0000543
1445.50,0.05612,0.0000797
1445.75,0.07048,0.0002277
1446.00,0.06296,0.0001152
1446.25,0.06305,0.0001479
1446.50,0.06664,0.0001340
1446.75,0.06540,0.0002664
1447.00,0.06281,0.0000644
1447.25,0.04673,0.0001126
1447.50,0.04411,0.0001382
1447.75,0.05558,0.0000984
1448.00,0.05326,0.0002156
1448.25,0.05798,0.0000711
1448.50,0.04840,0.0003004
1448.75,0.02446,0.0000687
1449.00,0.01171,0.0000452
1449.25,0.01270,0.0000361
1449.50,0.01378,0.0000616
1449.75,0.04591,0.0001671
1450.00,0.05940,0.0002169
1450.25,0.05468,0.0000959
1450.50,0.05755,0.0000526
1450.75,0.06384,0.0000567
1451.00,0.06267,0.0002102
1451.25,0.04935,0.0001055
1451.50,0.03001,0.0000640
1451.75,0.01273,0.0000290
1452.00,0.00704,0.0000261
1452.25,0.00711,0.0000348
1452.50,0.00652,0.0000323
1452.75,0.01579,0.0000446
1453.00,0.02120,0.0000319
1453.25,0.01743,0.0000584
1453.50,0.03936,0.0000433
1453.75,0.05224,0.0001889
1454.00,0.05123,0.0000679
1454.25,0.05697,0.0000469
1454.50,0.05508,0.0000900
1454.75,0.04799,0.0001186
1455.00,0.05692,0.0002229
1455.25,0.06329,0.0002768
1455.50,0.06454,0.0001938
1455.75,0.06846,0.0002074
1456.00,0.06426,0.0002275
1456.25,0.06419,0.0001896
1456.50,0.07061,0.0002685
1456.75,0.06166,0.0001499
1457.00,0.05722,0.0001634
1457.25,0.05857,0.0001215
1457.50,0.05204,0.0001264
1457.75,0.05285,0.0001212
1458.00,0.05629,0.0001021
1458.25,0.05326,0.0001240
1458.50,0.05001,0.0001313
1458.75,0.05235,0.0001001
1459.00,0.05345,0.0001101
1459.25,0.04491,0.0001380
1459.50,0.02912,0.0000607
1459.75,0.02141,0.0000584
1460.00,0.01691,0.0000454
1460.25,0.01329,0.0000554
1460.50,0.01145,0.0000513
1460.75,0.01418,0.0000612
1461.00,0.01274,0.0000296
1461.25,0.00818,0.0000297
1461.50,0.00752,0.0000232
1461.75,0.00736,0.0000348
1462.00,0.01565,0.0000350
1462.25,0.02653,0.0001368
1462.50,0.02462,0.0000759
1462.75,0.01650,0.0000418
1463.00,0.03482,0.0001227
1463.25,0.05154,0.0001623
1463.50,0.05468,0.0001027
1463.75,0.05041,0.0001095
1464.00,0.04893,0.0001304
1464.25,0.05335,0.0001375
1464.50,0.05891,0.0001037
1464.75,0.05966,0.0000933
1465.00,0.05929,0.0002180
1465.25,0.05514,0.0002053
1465.50,0.03954,0.0001223
1465.75,0.02315,0.0001503
1466.00,0.01672,0.0000765
1466.25,0.03110,0.0000770
1466.50,0.05032,0.0004233
1466.75,0.06002,0.0002363
1467.00,0.06887,0.0001914
1467.25,0.07493,0.0002303
1467.50,0.07520,0.0002470
1467.75,0.05941,0.0002244
1468.00,0.03728,0.0001656
1468.25,0.05712,0.0002436
1468.50,0.06340,0.0002213
1468.75,0.05978,0.0001677
1469.00,0.06481,0.0001775
1469.25,0.06714,0.0002022
1469.50,0.06944,0.0001858
1469.75,0.06789,0.0001942
1470.00,0.06637,0.0001767
1470.25,0.07010,0.0002557
1470.50,0.06818,0.0001967
1470.75,0.06233,0.0001359
1471.00,0.06112,0.0002617
1471.25,0.06228,0.0002444
1471.50,0.05561,0.0001201
1471.75,0.04987,0.0001730
1472.00,0.05351,0.0001546
1472.25,0.05819,0.0001240
1472.50,0.06167,0.0001381
1472.75,0.06453,0.0000878
1473.00,0.06766,0.0000845
1473.25,0.06422,0.0001009
1473.50,0.06332,0.0002276
1473.75,0.06618,0.0001738
1474.00,0.05878,0.0001210
1474.25,0.05204,0.0000754
1474.50,0.06555,0.0000626
1474.75,0.06731,0.0000384
1475.00,0.04374,0.0000321
1475.25,0.03949,0.0000886
1475.50,0.05347,0.0001087
1475.75,0.05297,0.0002453
1476.00,0.05751,0.0000764
1476.25,0.06421,0.0002120
1476.50,0.06351,0.0002294
1476.75,0.06151,0.0000685
1477.00,0.04822,0.0001032
1477.25,0.02037,0.0000755
1477.50,0.01103,0.0000653
1477.75,0.01545,0.0000767
1478.00,0.02642,0.0000906
1478.25,0.03253,0.0001066
1478.50,0.02457,0.0000518
1478.75,0.02629,0.0000904
1479.00,0.02608,0.0000570
1479.25,0.01319,0.0000587
1479.50,0.01099,0.0000490
1479.75,0.00685,0.0000266
1480.00,0.01553,0.0000598
1480.25,0.01621,0.0000357
1480.50,0.00815,0.0000267
1480.75,0.00736,0.0000348
1481.00,0.00804,0.0000311
1481.25,0.01464,0.0000365
1481.50,0.01463,0.0000581
1481.75,0.00796,0.0000257
1482.00,0.00728,0.0000468
1482.25,0.02113,0.0000481
1482.50,0.02275,0.0000586
1482.75,0.01183,0.0000290
1483.00,0.00963,0.0000464
1483.25,0.01357,0.0000355
1483.50,0.02166,0.0001299
1483.75,0.02399,0.0002306
1484.00,0.01839,0.0000797
1484.25,0.01135,0.0000671
1484.50,0.01318,0.0000252
1484.75,0.01591,0.0000435
1485.00,0.01111,0.0000268
1485.25,0.00587,0.0000225
1485.50,0.01341,0.0000483
1485.75,0.01402,0.0000326
1486.00,0.00809,0.0000419
1486.25,0.00783,0.0000417
1486.50,0.00974,0.0000698
1486.75,0.01878,0.0000616
1487.00,0.01775,0.0000280
1487.25,0.00717,0.0000229
1487.50,0.01231,0.0000680
1487.75,0.01315,0.0000486
1488.00,0.02972,0.0000408
1488.25,0.06796,0.0001869
1488.50,0.08273,0.0003077
1488.75,0.07547,0.0002692
1489.00,0.08340,0.0003223
1489.25,0.08903,0.0003422
1489.50,0.08596,0.0003245
1489.75,0.08915,0.0003159
1490.00,0.08644,0.0002578
1490.25,0.08364,0.0003102
1490.50,0.09067,0.0004358
1490.75,0.09053,0.0006083
1491.00,0.08679,0.0005536
1491.25,0.08745,0.0005354
1491.50,0.09190,0.0005352
1491.75,0.09500,0.0005834
1492.00,0.08944,0.0006850
1492.25,0.07740,0.0005919
1492.50,0.06686,0.0003615
1492.75,0.07048,0.0003219
1493.00,0.08192,0.0005659
1493.25,0.08761,0.0005380
1493.50,0.09514,0.0008141
1493.75,0.10362,0.0008826
1494.00,0.08477,0.0005392
1494.25,0.05870,0.0003182
1494.50,0.06248,0.0002531
1494.75,0.06667,0.0003209
1495.00,0.07627,0.0002237
1495.25,0.07782,0.0002695
1495.50,0.07086,0.0002450
1495.75,0.06698,0.0002387
1496.00,0.05086,0.0004422
1496.25,0.03640,0.0001569
1496.50,0.03867,0.0001714
1496.75,0.03993,0.0001522
1497.00,0.04311,0.0001367
1497.25,0.05039,0.0001523
1497.50,0.04721,0.0001470
1497.75,0.03122,0.0001053
1498.00,0.02278,0.0000792
1498.25,0.02334,0.0000874
1498.50,0.02986,0.0001090
1498.75,0.03252,0.0000870
1499.00,0.04012,0.0001533
1499.25,0.03828,0.0001186
1499.50,0.02103,0.0000731
1499.75,0.01399,0.0000481
1500.00,0.01094,0.0000368
1500.25,0.01405,0.0000458
1500.50,0.01425,0.0000761
1500.75,0.01362,0.0000388
1501.00,0.05268,0.0001260
1501.25,0.05705,0.0002879
1501.50,0.02830,0.0000906
1501.75,0.02179,0.0000647
1502.00,0.01857,0.0000643
1502.25,0.01014,0.0000403
1502.50,0.00873,0.0000309
1502.75,0.00813,0.0000313
1503.00,0.00644,0.0000221
1503.25,0.01327,0.0000184
1503.50,0.01810,0.0000478
1503.75,0.01459,0.0000446
1504.00,0.00830,0.0000356
1504.25,0.00764,0.0000270
1504.50,0.00774,0.0000315
1504.75,0.02449,0.0000554
1505.00,0.02687,0.0000844
1505.25,0.01428,0.0000459
1505.50,0.00934,0.0000321
1505.75,0.00760,0.0000335
1506.00,0.01748,0.0000401
1506.25,0.02000,0.0000746
1506.50,0.01712,0.0000650
1506.75,0.02386,0.0000784
1507.00,0.03149,0.0001107
1507.25,0.03156,0.0001755
1507.50,0.03064,0.0000937
1507.75,0.02727,0.0001421
1508.00,0.01770,0.0000614
1508.25,0.03039,0.0001239
1508.50,0.03199,0.0001099
1508.75,0.02819,0.0000635
1509.00,0.02884,0.0002061
1509.25,0.02794,0.0000773
1509.50,0.02964,0.0001591
1509.75,0.02119,0.0000666
1510.00,0.02072,0.0000702
1510.25,0.02292,0.0000758
1510.50,0.01710,0.0000495
1510.75,0.01130,0.0000372
1511.00,0.01723,0.0000448
1511.25,0.01943,0.0000941
1511.50,0.01307,0.0000469
1511.75,0.01557,0.0000399
1512.00,0.02161,0.0000770
1512.25,0.01918,0.0000446
1512.50,0.01151,0.0000474
1512.75,0.02151,0.0000500
1513.00,0.02651,0.0001028
1513.25,0.01827,0.0000746
1513.50,0.01171,0.0000438
1513.75,0.01146,0.0000682
1514.00,0.02237,0.0000616
1514.25,0.02195,0.0000320
1514.50,0.00686,0.0000244
1514.75,0.00754,0.0000224
1515.00,0.01364,0.0000446
1515.25,0.01961,0.0000655
1515.50,0.04146,0.0001174
1515.75,0.04800,0.0002233
1516.00,0.05063,0.0001787
1516.25,0.06571,0.0002896
1516.50,0.06611,0.0002915
1516.75,0.06546,0.0003750
1517.00,0.06166,0.0001834
1517.25,0.06307,0.0002644
1517.50,0.06573,0.0002446
1517.75,0.05819,0.0001375
1518.00,0.05972,0.0001021
1518.25,0.04857,0.0001367
1518.50,0.02921,0.0001297
1518.75,0.02741,0.0001626
1519.00,0.03006,0.0001447
1519.25,0.02881,0.0000960
1519.50,0.02603,0.0000828
1519.75,0.02361,0.0000998
1520.00,0.02558,0.0001193
1520.25,0.02628,0.0001683
1520.50,0.01881,0.0001046
1520.75,0.01541,0.0000567
1521.00,0.01572,0.0000880
1521.25,0.01360,0.0000578
1521.50,0.01132,0.0000599
1521.75,0.00926,0.0000365
1522.00,0.03465,0.0000547
1522.25,0.04472,0.0002259
1522.50,0.03161,0.0000919
1522.75,0.03449,0.0000867
1523.00,0.05076,0.0001403
1523.25,0.05609,0.0002829
1523.50,0.04910,0.0001053
1523.75,0.04732,0.0001994
1524.00,0.05300,0.0002569
1524.25,0.04451,0.0002552
1524.50,0.05278,0.0002499
1524.75,0.06289,0.0002245
1525.00,0.04490,0.0001247
1525.25,0.03130,0.0000983
1525.50,0.04623,0.0000877
1525.75,0.06260,0.0003511
1526.00,0.05855,0.0001684
1526.25,0.03278,0.0000771
1526.50,0.03008,0.0000874
1526.75,0.05117,0.0001860
1527.00,0.05708,0.0003231
1527.25,0.05803,0.0001220
1527.50,0.05632,0.0003610
1527.75,0.03794,0.0001142
1528.00,0.04437,0.0001778
1528.25,0.05892,0.0001316
1528.50,0.05933,0.0002714
1528.75,0.05644,0.0002761
1529.00,0.05322,0.0001594
1529.25,0.05552,0.0001814
1529.50,0.04393,0.0001579
1529.75,0.01883,0.0000450
1530.00,0.01545,0.0000448
1530.25,0.01896,0.0000642
1530.50,0.02170,0.0000953
1530.75,0.01957,0.0000657
1531.00,0.01602,0.0000726
1531.25,0.01567,0.0000686
1531.50,0.02017,0.0000940
1531.75,0.02433,0.0000856
1532.00,0.02281,0.0000899
1532.25,0.01874,0.0000822
1532.50,0.01689,0.0000832
1532.75,0.01752,0.0000795
1533.00,0.01571,0.0000683
1533.25,0.01641,0.0000547
1533.50,0.01875,0.0000708
1533.75,0.01760,0.0000692
1534.00,0.01638,0.0000651
1534.25,0.01354,0.0000681
1534.50,0.00988,0.0000349
1534.75,0.01296,0.0000495
1535.00,0.01368,0.0000683
1535.25,0.01146,0.0000530
1535.50,0.02167,0.0000508
1535.75,0.02598,0.0000545
1536.00,0.02753,0.0000702
1536.25,0.02341,0.0000552
1536.50,0.01600,0.0000491
1536.75,0.01683,0.0000577
1537.00,0.05067,0.0000778
1537.25,0.07328,0.0000919
1537.50,0.07869,0.0001142
1537.75,0.06676,0.0001495
1538.00,0.05128,0.0000748
1538.25,0.06582,0.0001030
1538.50,0.07373,0.0002165
1538.75,0.06664,0.0001351
1539.00,0.05579,0.0000848
1539.25,0.04023,0.0000509
1539.50,0.02510,0.0000411
1539.75,0.01911,0.0000411
1540.00,0.01395,0.0000400
1540.25,0.03329,0.0000483
1540.50,0.06044,0.0001036
1540.75,0.06204,0.0000703
1541.00,0.05442,0.0001133
1541.25,0.05780,0.0001637
1541.50,0.06194,0.0001439
1541.75,0.06366,0.0001123
1542.00,0.05959,0.0002685
1542.25,0.04969,0.0001864
1542.50,0.03168,0.0001353
1542.75,0.02075,0.0000832
1543.00,0.01978,0.0001011
1543.25,0.01756,0.0000535
1543.50,0.01144,0.0000391
1543.75,0.01236,0.0000397
1544.00,0.01537,0.0000555
1544.25,0.01679,0.0000926
1544.50,0.02446,0.0000783
1544.75,0.02396,0.0000997
1545.00,0.01709,0.0000502
1545.25,0.04899,0.0000748
1545.50,0.05911,0.0000549
1545.75,0.05758,0.0000699
1546.00,0.04982,0.0000562
1546.25,0.05396,0.0000554
1546.50,0.06586,0.0002463
1546.75,0.05569,0.0001140
1547.00,0.04700,0.0001025
1547.25,0.04267,0.0001325
1547.50,0.04838,0.0001129
1547.75,0.04719,0.0000574
1548.00,0.02752,0.0000267
1548.25,0.00641,0.0000204
1548.50,0.00588,0.0000212
1548.75,0.00560,0.0000235
1549.00,0.02220,0.0000266
1549.25,0.04378,0.0001290
1549.50,0.05116,0.0001648
1549.75,0.04506,0.0002149
1550.00,0.04642,0.0000367
1550.25,0.05219,0.0000309
1550.50,0.04941,0.0000397
1550.75,0.04628,0.0000914
1551.00,0.05123,0.0000765
1551.25,0.04770,0.0001572
1551.50,0.04066,0.0001324
1551.75,0.04472,0.0002326
1552.00,0.05213,0.0002073
1552.25,0.04481,0.0001140
1552.50,0.02151,0.0000578
1552.75,0.00877,0.0000311
1553.00,0.00720,0.0000243
1553.25,0.00967,0.0000422
1553.50,0.02979,0.0000886
1553.75,0.03028,0.0002362
1554.00,0.01111,0.0000427
1554.25,0.00852,0.0000378
1554.50,0.01950,0.0000721
1554.75,0.02176,0.0000751
1555.00,0.01360,0.0000513
1555.25,0.01123,0.0000455
1555.50,0.01262,0.0000590
1555.75,0.01162,0.0000471
1556.00,0.01112,0.0000644
1556.25,0.02331,0.0001194
1556.50,0.02954,0.0000855
1556.75,0.02445,0.0000925
1557.00,0.02305,0.0000507
1557.25,0.02315,0.0001520
1557.50,0.01657,0.0000761
1557.75,0.02946,0.0001015
1558.00,0.05379,0.0001136
1558.25,0.06610,0.0001495
1558.50,0.06339,0.0002376
1558.75,0.05632,0.0001813
1559.00,0.04251,0.0002828
1559.25,0.02520,0.0000695
1559.50,0.01814,0.0000671
1559.75,0.01028,0.0000433
1560.00,0.00848,0.0000572
1560.25,0.00896,0.0000291
1560.50,0.00817,0.0000643
1560.75,0.00704,0.0000279
1561.00,0.00747,0.0000282
1561.25,0.00879,0.0000454
1561.50,0.00938,0.0000371
1561.75,0.00828,0.0000428
1562.00,0.02938,0.0000232
1562.25,0.04674,0.0000931
1562.50,0.04651,0.0000697
1562.75,0.04808,0.0001183
1563.00,0.05248,0.0001211
1563.25,0.05377,0.0002526
1563.50,0.05287,0.0002013
1563.75,0.04180,0.0001327
1564.00,0.03849,0.0001723
1564.25,0.04717,0.0002189
1564.50,0.04732,0.0002388
1564.75,0.04472,0.0002278
1565.00,0.05540,0.0002476
1565.25,0.06070,0.0002403
1565.50,0.07575,0.0002628
1565.75,0.09718,0.0002796
1566.00,0.09600,0.0002254
1566.25,0.09247,0.0002161
1566.50,0.08732,0.0002420
1566.75,0.07180,0.0002089
1567.00,0.05620,0.0002090
1567.25,0.03759,0.0001667
1567.50,0.02917,0.0001619
1567.75,0.02330,0.0001066
1568.00,0.02509,0.0001147
1568.25,0.02572,0.0001211
1568.50,0.02259,0.0001443
1568.75,0.02209,0.0000707
1569.00,0.02003,0.0000477
1569.25,0.01729,0.0000515
1569.50,0.01278,0.0000378
1569.75,0.00756,0.0000267
1570.00,0.00715,0.0000243
1570.25,0.03104,0.0000609
1570.50,0.03719,0.0002016
1570.75,0.02510,0.0000858
1571.00,0.01573,0.0000452
1571.25,0.00976,0.0000272
1571.50,0.01222,0.0000430
1571.75,0.02744,0.0001414
1572.00,0.02729,0.0000874
1572.25,0.01310,0.0000529
1572.50,0.02254,0.0000423
1572.75,0.02831,0.0001730
1573.00,0.02159,0.0000837
1573.25,0.01617,0.0000565
1573.50,0.01400,0.0000462
1573.75,0.00849,0.0000279
1574.00,0.01599,0.0000338
1574.25,0.01759,0.0000605
1574.50,0.01399,0.0000657
1574.75,0.01221,0.0000898
1575.00,0.01201,0.0000291
1575.25,0.01251,0.0000414
1575.50,0.01044,0.0000420
1575.75,0.01096,0.0000488
1576.00,0.01575,0.0000437
1576.25,0.01561,0.0000801
1576.50,0.01018,0.0000548
1576.75,0.01091,0.0000433
1577.00,0.00986,0.0000448
1577.25,0.01818,0.0000511
1577.50,0.02163,0.0000444
1577.75,0.01620,0.0000522
1578.00,0.01356,0.0000569
1578.25,0.01753,0.0000744
1578.50,0.01652,0.0000504
1578.75,0.01684,0.0000654
1579.00,0.01982,0.0000712
1579.25,0.02544,0.0000827
1579.50,0.03247,0.0000988
1579.75,0.02928,0.0001376
1580.00,0.02839,0.0000933
1580.25,0.02738,0.0001021
1580.50,0.02246,0.0000899
1580.75,0.04962,0.0001545
1581.00,0.07192,0.0002101
1581.25,0.07911,0.0002673
1581.50,0.08360,0.0002123
1581.75,0.08129,0.0001855
1582.00,0.07700,0.0002707
1582.25,0.06563,0.0002299
1582.50,0.04591,0.0001823
1582.75,0.04633,0.0001957
1583.00,0.05277,0.0002460
1583.25,0.05106,0.0002180
1583.50,0.04134,0.0001938
1583.75,0.03327,0.0001584
1584.00,0.03060,0.0001454
1584.25,0.02741,0.0001329
1584.50,0.03848,0.0001130
1584.75,0.05096,0.0001074
1585.00,0.05734,0.0001348
1585.25,0.04732,0.0000938
1585.50,0.05876,0.0001177
1585.75,0.07182,0.0001162
1586.00,0.06422,0.0001334
1586.25,0.05124,0.0002542
1586.50,0.02546,0.0000634
1586.75,0.00949,0.0000336
1587.00,0.04217,0.0001153
1587.25,0.06478,0.0001397
1587.50,0.06587,0.0001851
1587.75,0.06448,0.0002112
1588.00,0.06160,0.0001511
1588.25,0.05847,0.0001992
1588.50,0.05523,0.0001419
1588.75,0.05707,0.0001354
1589.00,0.05698,0.0000638
1589.25,0.05316,0.0000400
1589.50,0.04579,0.0000522
1589.75,0.04970,0.0001366
1590.00,0.06170,0.0003116
1590.25,0.06261,0.0001563
1590.50,0.07570,0.0003329
1590.75,0.06713,0.0001825
1591.00,0.03375,0.0000793
1591.25,0.01465,0.0000403
1591.50,0.01813,0.0000272
1591.75,0.02435,0.0001128
1592.00,0.02219,0.0001101
1592.25,0.04214,0.0000576
1592.50,0.06515,0.0001337
1592.75,0.06330,0.0001025
1593.00,0.05537,0.0000919
1593.25,0.05711,0.0000915
1593.50,0.06289,0.0002556
1593.75,0.05477,0.0000445
1594.00,0.03453,0.0000965
1594.25,0.02679,0.0002314
1594.50,0.01290,0.0000587
1594.75,0.01302,0.0000573
1595.00,0.01639,0.0000824
1595.25,0.02335,0.0000968
1595.50,0.02123,0.0000641
1595.75,0.00923,0.0000312
1596.00,0.01744,0.0000581
1596.25,0.01969,0.0000500
1596.50,0.02064,0.0000628
1596.75,0.02726,0.0000875
1597.00,0.05470,0.0001888
1597.25,0.08217,0.0003268
1597.50,0.08223,0.0001935
1597.75,0.06714,0.0002710
1598.00,0.05609,0.0001768
1598.25,0.06010,0.0003350
1598.50,0.07200,0.0001782
1598.75,0.07006,0.0001531
1599.00,0.06858,0.0001139
1599.25,0.06475,0.0001264
1599.50,0.05677,0.0001195
1599.75,0.06563,0.0001669
1600.00,0.05906,0.0001020
1600.25,0.04004,0.0001191
1600.50,0.04395,0.0001389
1600.75,0.06061,0.0001764
1601.00,0.06349,0.0003240
1601.25,0.05825,0.0003058
1601.50,0.05924,0.0002080
1601.75,0.06914,0.0003020
1602.00,0.07386,0.0002050
1602.25,0.07108,0.0004626
1602.50,0.06361,0.0001356
1602.75,0.05218,0.0001531
1603.00,0.05825,0.0003146
1603.25,0.06164,0.0002451
1603.50,0.05814,0.0000754
1603.75,0.05064,0.0000790
1604.00,0.03547,0.0000461
1604.25,0.02433,0.0000362
1604.50,0.02614,0.0000339
1604.75,0.04261,0.0001082
1605.00,0.04713,0.0002178
1605.25,0.03640,0.0000623
1605.50,0.02954,0.0000701
1605.75,0.03055,0.0000620
1606.00,0.04619,0.0000581
1606.25,0.04936,0.0000483
1606.50,0.03603,0.0000667
1606.75,0.01824,0.0000326
1607.00,0.03656,0.0000960
1607.25,0.06192,0.0001096
1607.50,0.06876,0.0001307
1607.75,0.07774,0.0002698
1608.00,0.07431,0.0002935
1608.25,0.05510,0.0002026
1608.50,0.03918,0.0000541
1608.75,0.01496,0.0000311
1609.00,0.00751,0.0000222
1609.25,0.02602,0.0000863
1609.50,0.04200,0.0001807
1609.75,0.05387,0.0002146
1610.00,0.05454,0.0001686
1610.25,0.03548,0.0002681
1610.50,0.02230,0.0000329
1610.75,0.03314,0.0001781
1611.00,0.02785,0.0000725
1611.25,0.01138,0.0000429
1611.50,0.00778,0.0000298
1611.75,0.00798,0.0000334
1612.00,0.00959,0.0000713
1612.25,0.03522,0.0001518
1612.50,0.03934,0.0001062
1612.75,0.03309,0.0001975
1613.00,0.03075,0.0001113
1613.25,0.01604,0.0000603
1613.50,0.00965,0.0000356
1613.75,0.02415,0.0000710
1614.00,0.02537,0.0000737
1614.25,0.01237,0.0000783
1614.50,0.00937,0.0000380
1614.75,0.00861,0.0000376
1615.00,0.00924,0.0000484
1615.25,0.01636,0.0000676
1615.50,0.01585,0.0000761
1615.75,0.01830,0.0000377
1616.00,0.01896,0.0000569
1616.25,0.01054,0.0000332
1616.50,0.01522,0.0000462
1616.75,0.02230,0.0001656
1617.00,0.02003,0.0000440
1617.25,0.01302,0.0000626
1617.50,0.01848,0.0000563
1617.75,0.03930,0.0002022
1618.00,0.06963,0.0003142
1618.25,0.08149,0.0003439
1618.50,0.08907,0.0004390
1618.75,0.08398,0.0003244
