t_s,player,x_ft,y_ft
33.593,Ting Chieh Wei,11.61,11.35
33.643,Allyce Jones,10.7,37.2
33.643,Emma Nelson,7.01,7.33
33.643,Etta Tuionetoa,6.92,39.9
33.643,Ting Chieh Wei,11.82,11.38
33.693,Allyce Jones,10.7,37.31
33.693,Emma Nelson,6.93,7.21
33.693,Etta Tuionetoa,6.92,39.93
33.693,Ting Chieh Wei,11.97,11.59
33.743,Allyce Jones,10.7,37.57
33.743,Emma Nelson,6.81,6.95
33.743,Etta Tuionetoa,6.95,39.98
33.743,Ting Chieh Wei,12.2,11.78
33.793,Allyce Jones,10.76,37.91
33.793,Emma Nelson,6.73,6.77
33.793,Etta Tuionetoa,7.0,40.19
33.793,Ting Chieh Wei,12.4,11.78
33.843,Allyce Jones,10.89,38.3
33.843,Emma Nelson,6.68,6.63
33.843,Etta Tuionetoa,7.04,40.52
33.843,Ting Chieh Wei,12.55,11.78
33.893,Allyce Jones,11.06,38.65
33.893,Emma Nelson,6.65,6.47
33.893,Etta Tuionetoa,7.08,40.94
33.893,Ting Chieh Wei,12.63,11.78
33.943,Allyce Jones,11.24,38.92
33.943,Emma Nelson,6.58,6.05
33.943,Etta Tuionetoa,7.11,41.32
33.943,Ting Chieh Wei,12.69,11.78
33.993,Allyce Jones,11.38,39.11
33.993,Emma Nelson,6.46,5.59
33.993,Etta Tuionetoa,7.13,41.61
33.993,Ting Chieh Wei,12.77,11.75
34.043,Allyce Jones,11.47,39.28
34.043,Emma Nelson,6.35,5.2
34.043,Etta Tuionetoa,7.14,41.85
34.043,Ting Chieh Wei,12.91,11.69
34.093,Allyce Jones,11.52,39.5
34.093,Emma Nelson,6.23,4.96
34.093,Etta Tuionetoa,7.18,41.97
34.093,Ting Chieh Wei,13.09,11.69
34.143,Allyce Jones,11.59,39.6
34.143,Emma Nelson,6.16,4.89
34.143,Etta Tuionetoa,7.2,42.04
34.143,Ting Chieh Wei,13.27,11.69
34.193,Allyce Jones,11.65,39.64
34.193,Emma Nelson,6.07,4.82
34.193,Etta Tuionetoa,7.2,42.07
34.193,Ting Chieh Wei,13.46,11.69
34.243,Allyce Jones,11.67,39.74
34.243,Emma Nelson,6.0,4.63
34.243,Etta Tuionetoa,7.22,42.15
34.243,Ting Chieh Wei,13.65,11.69
34.293,Allyce Jones,11.7,39.76
34.293,Emma Nelson,5.97,4.47
34.293,Etta Tuionetoa,7.23,42.32
34.293,Ting Chieh Wei,13.87,11.94
34.343,Allyce Jones,11.75,39.78
34.343,Emma Nelson,5.93,4.35
34.343,Etta Tuionetoa,7.24,42.61
34.343,Ting Chieh Wei,14.1,12.09
34.393,Allyce Jones,11.8,39.79
34.393,Emma Nelson,5.9,4.17
34.393,Etta Tuionetoa,7.28,43.01
34.393,Ting Chieh Wei,14.3,12.09
34.443,Allyce Jones,11.85,39.84
34.443,Emma Nelson,5.85,3.82
34.443,Etta Tuionetoa,7.33,43.4
34.443,Ting Chieh Wei,14.42,12.09
34.493,Allyce Jones,11.91,39.86
34.493,Emma Nelson,5.79,3.29
34.493,Etta Tuionetoa,7.33,43.68
34.493,Ting Chieh Wei,14.5,12.09
34.543,Allyce Jones,11.98,39.86
34.543,Emma Nelson,5.74,2.64
34.543,Etta Tuionetoa,7.34,43.81
34.543,Ting Chieh Wei,14.57,12.09
34.593,Allyce Jones,12.07,39.93
34.593,Emma Nelson,5.69,2.35
34.593,Etta Tuionetoa,7.35,43.83
34.593,Ting Chieh Wei,14.69,11.96
34.643,Allyce Jones,12.16,39.99
34.643,Emma Nelson,5.64,2.11
34.643,Etta Tuionetoa,7.36,43.84
34.643,Ting Chieh Wei,14.87,11.96
34.693,Allyce Jones,12.16,40.17
34.693,Emma Nelson,5.6,2.05
34.693,Etta Tuionetoa,7.36,43.85
34.693,Ting Chieh Wei,15.05,11.96
34.743,Allyce Jones,12.16,40.46
34.743,Emma Nelson,5.56,2.02
34.743,Etta Tuionetoa,7.37,43.89
34.743,Ting Chieh Wei,15.28,11.96
34.793,Allyce Jones,12.16,40.73
34.793,Emma Nelson,5.51,2.0
34.793,Etta Tuionetoa,7.39,44.07
34.793,Ting Chieh Wei,15.5,11.96
34.843,Allyce Jones,12.16,41.04
34.843,Emma Nelson,5.46,1.78
34.843,Etta Tuionetoa,7.44,44.33
34.843,Ting Chieh Wei,15.68,12.0
34.893,Allyce Jones,12.15,41.35
34.893,Emma Nelson,5.41,1.43
34.893,Etta Tuionetoa,7.52,44.64
34.893,Ting Chieh Wei,15.9,12.1
34.943,Allyce Jones,12.09,41.56
34.943,Emma Nelson,5.4,1.35
34.943,Etta Tuionetoa,7.66,45.0
34.943,Ting Chieh Wei,16.13,12.1
34.993,Allyce Jones,12.04,41.81
34.993,Emma Nelson,5.36,0.97
34.993,Etta Tuionetoa,7.81,45.16
34.993,Ting Chieh Wei,16.27,12.1
35.043,Allyce Jones,12.03,41.94
35.043,Emma Nelson,5.32,0.45
35.043,Etta Tuionetoa,7.94,45.28
35.043,Ting Chieh Wei,16.33,12.1
35.093,Allyce Jones,12.01,42.03
35.093,Emma Nelson,5.25,-0.19
35.093,Etta Tuionetoa,7.95,45.4
35.093,Ting Chieh Wei,16.4,12.1
35.143,Allyce Jones,11.95,42.1
35.143,Emma Nelson,5.2,-0.58
35.143,Etta Tuionetoa,7.95,45.45
35.143,Ting Chieh Wei,16.52,11.95
35.193,Allyce Jones,11.86,42.26
35.193,Emma Nelson,5.2,-0.66
35.193,Etta Tuionetoa,7.95,45.52
35.193,Ting Chieh Wei,16.72,11.79
35.243,Allyce Jones,11.76,42.58
35.243,Emma Nelson,5.19,-0.7
35.243,Etta Tuionetoa,7.95,45.62
35.243,Ting Chieh Wei,16.91,11.79
35.293,Allyce Jones,11.7,42.91
35.293,Emma Nelson,5.19,-0.73
35.293,Etta Tuionetoa,7.95,45.83
35.293,Ting Chieh Wei,17.09,11.79
35.343,Allyce Jones,11.68,43.25
35.343,Emma Nelson,5.18,-0.78
35.343,Etta Tuionetoa,7.94,45.98
35.343,Ting Chieh Wei,17.3,11.79
35.393,Allyce Jones,11.68,43.48
35.393,Emma Nelson,5.18,-1.06
35.393,Etta Tuionetoa,7.88,46.17
35.393,Ting Chieh Wei,17.47,11.79
35.443,Allyce Jones,11.68,43.71
35.443,Emma Nelson,5.18,-1.22
35.443,Etta Tuionetoa,7.81,46.27
35.443,Ting Chieh Wei,17.68,11.85
35.493,Allyce Jones,11.68,43.89
35.493,Emma Nelson,5.17,-1.4
35.493,Etta Tuionetoa,7.7,46.33
35.493,Ting Chieh Wei,17.87,11.85
35.543,Allyce Jones,11.68,43.94
35.543,Emma Nelson,5.14,-1.94
35.543,Etta Tuionetoa,7.62,46.48
35.543,Ting Chieh Wei,18.04,11.85
35.593,Allyce Jones,11.73,43.97
35.593,Emma Nelson,5.12,-2.46
35.593,Etta Tuionetoa,7.53,46.53
35.593,Ting Chieh Wei,18.11,11.85
35.643,Allyce Jones,11.87,44.12
35.643,Emma Nelson,5.11,-3.11
35.643,Etta Tuionetoa,7.48,46.55
35.643,Ting Chieh Wei,18.17,11.85
35.693,Allyce Jones,12.03,44.33
35.693,Emma Nelson,5.1,-3.45
35.693,Etta Tuionetoa,7.42,46.55
35.693,Ting Chieh Wei,18.27,11.71
35.743,Allyce Jones,12.2,44.56
35.743,Emma Nelson,5.09,-3.61
35.743,Etta Tuionetoa,7.39,46.56
35.743,Ting Chieh Wei,18.46,11.43
35.793,Allyce Jones,12.34,44.76
35.793,Emma Nelson,5.09,-3.68
35.793,Etta Tuionetoa,7.35,46.57
35.793,Ting Chieh Wei,18.66,11.43
35.843,Allyce Jones,12.49,44.97
35.843,Emma Nelson,5.09,-3.73
35.843,Etta Tuionetoa,7.28,46.59
35.843,Ting Chieh Wei,18.87,11.43
35.893,Allyce Jones,12.61,45.15
35.893,Emma Nelson,5.09,-3.8
35.893,Etta Tuionetoa,7.19,46.59
35.893,Ting Chieh Wei,19.04,11.43
35.943,Allyce Jones,12.71,45.37
35.943,Emma Nelson,5.08,-3.97
35.943,Etta Tuionetoa,7.11,46.62
35.943,Ting Chieh Wei,19.19,11.43
35.993,Allyce Jones,12.77,45.59
35.993,Emma Nelson,5.08,-4.08
35.993,Etta Tuionetoa,6.95,46.61
35.993,Ting Chieh Wei,19.43,11.39
36.043,Allyce Jones,12.79,45.69
36.043,Emma Nelson,5.07,-4.27
36.043,Etta Tuionetoa,6.8,46.6
36.043,Ting Chieh Wei,19.58,11.39
36.093,Allyce Jones,12.82,45.8
36.093,Emma Nelson,5.06,-4.64
36.093,Etta Tuionetoa,6.64,46.57
36.093,Ting Chieh Wei,19.72,11.39
36.143,Allyce Jones,12.93,45.9
36.143,Emma Nelson,5.05,-5.23
36.143,Etta Tuionetoa,6.43,46.58
36.143,Ting Chieh Wei,19.75,11.42
36.193,Allyce Jones,13.12,45.99
36.193,Emma Nelson,5.05,-5.72
36.193,Etta Tuionetoa,6.29,46.61
36.193,Ting Chieh Wei,19.81,11.42
36.243,Allyce Jones,13.31,46.04
36.243,Emma Nelson,5.05,-6.0
36.243,Etta Tuionetoa,6.15,46.63
36.243,Ting Chieh Wei,19.92,11.32
36.293,Allyce Jones,13.53,46.08
36.293,Emma Nelson,5.05,-6.04
36.293,Etta Tuionetoa,6.02,46.63
36.293,Ting Chieh Wei,20.11,10.95
36.343,Allyce Jones,13.68,46.14
36.343,Emma Nelson,5.03,-6.09
36.343,Etta Tuionetoa,6.0,46.61
36.343,Ting Chieh Wei,20.29,10.77
36.393,Allyce Jones,13.82,46.37
36.393,Emma Nelson,5.02,-6.16
36.393,Etta Tuionetoa,5.97,46.61
36.393,Ting Chieh Wei,20.49,10.76
36.443,Allyce Jones,13.93,46.44
36.443,Emma Nelson,5.02,-6.45
36.443,Etta Tuionetoa,5.95,46.6
36.443,Ting Chieh Wei,20.6,10.76
36.493,Allyce Jones,14.0,46.46
36.493,Emma Nelson,5.02,-6.55
36.493,Etta Tuionetoa,5.93,46.6
36.493,Ting Chieh Wei,20.76,10.76
36.543,Allyce Jones,14.03,46.49
36.543,Emma Nelson,5.02,-6.88
36.543,Etta Tuionetoa,5.83,46.61
36.543,Ting Chieh Wei,20.92,10.75
36.593,Allyce Jones,14.09,46.5
36.593,Emma Nelson,5.0,-7.52
36.593,Etta Tuionetoa,5.74,46.64
36.593,Ting Chieh Wei,21.03,10.76
36.643,Allyce Jones,14.21,46.54
36.643,Emma Nelson,4.95,-8.09
36.643,Etta Tuionetoa,5.62,46.65
36.643,Ting Chieh Wei,21.04,10.75
36.693,Allyce Jones,14.32,46.56
36.693,Emma Nelson,4.91,-8.4
36.693,Etta Tuionetoa,5.51,46.68
36.693,Ting Chieh Wei,21.04,10.75
36.743,Allyce Jones,14.53,46.6
36.743,Emma Nelson,4.88,-8.55
36.743,Etta Tuionetoa,5.39,46.71
36.743,Ting Chieh Wei,21.04,10.75
36.793,Allyce Jones,14.69,46.64
36.793,Emma Nelson,4.86,-8.7
36.793,Etta Tuionetoa,5.26,46.71
36.793,Ting Chieh Wei,21.04,10.75
36.843,Allyce Jones,14.78,46.7
36.843,Emma Nelson,4.85,-8.8
36.843,Etta Tuionetoa,5.14,46.74
36.843,Ting Chieh Wei,21.04,10.74
36.893,Allyce Jones,14.86,46.76
36.893,Emma Nelson,4.84,-8.84
36.893,Etta Tuionetoa,5.1,46.75
36.893,Ting Chieh Wei,21.02,10.64
36.943,Allyce Jones,14.91,46.83
36.943,Emma Nelson,4.84,-8.88
36.943,Etta Tuionetoa,5.1,46.77
36.943,Ting Chieh Wei,20.94,10.59
36.993,Allyce Jones,14.96,46.85
36.993,Emma Nelson,4.81,-8.9
36.993,Etta Tuionetoa,5.1,46.77
36.993,Ting Chieh Wei,20.86,10.44
37.043,Allyce Jones,14.96,46.89
37.043,Emma Nelson,4.77,-8.93
37.043,Etta Tuionetoa,5.1,46.78
37.043,Ting Chieh Wei,20.79,10.31
37.093,Allyce Jones,14.97,46.91
37.093,Emma Nelson,4.74,-9.0
37.093,Etta Tuionetoa,5.1,46.79
37.093,Ting Chieh Wei,20.74,10.19
37.143,Allyce Jones,14.97,46.93
37.143,Emma Nelson,4.69,-9.03
37.143,Etta Tuionetoa,5.54,46.78
37.143,Ting Chieh Wei,20.7,10.14
37.193,Allyce Jones,14.98,46.94
37.193,Emma Nelson,4.59,-9.12
37.193,Etta Tuionetoa,5.55,46.77
37.193,Ting Chieh Wei,20.68,10.12
37.243,Allyce Jones,14.99,46.95
37.243,Emma Nelson,4.46,-9.19
37.243,Etta Tuionetoa,5.56,46.77
37.243,Ting Chieh Wei,20.68,10.11
37.293,Allyce Jones,15.0,46.96
37.293,Emma Nelson,4.34,-9.22
37.293,Etta Tuionetoa,5.56,46.77
37.293,Ting Chieh Wei,20.67,10.07
37.343,Allyce Jones,15.02,46.96
37.343,Emma Nelson,4.17,-9.32
37.343,Etta Tuionetoa,5.56,46.75
37.343,Ting Chieh Wei,20.65,10.06
37.393,Allyce Jones,15.02,46.97
37.393,Emma Nelson,4.01,-9.36
37.393,Etta Tuionetoa,5.55,46.73
37.393,Ting Chieh Wei,20.64,10.0
37.443,Emma Nelson,3.86,-9.43
37.443,Etta Tuionetoa,5.55,46.73
37.443,Ting Chieh Wei,20.62,9.88
37.493,Emma Nelson,3.71,-9.59
37.493,Etta Tuionetoa,5.53,46.7
37.493,Ting Chieh Wei,20.56,9.78
37.543,Emma Nelson,3.58,-9.75
37.543,Etta Tuionetoa,5.53,46.67
37.543,Ting Chieh Wei,20.46,9.77
37.593,Emma Nelson,3.46,-9.8
37.593,Etta Tuionetoa,5.53,46.67
37.593,Ting Chieh Wei,20.33,9.77
37.643,Emma Nelson,3.37,-9.8
37.643,Etta Tuionetoa,5.55,46.67
37.643,Ting Chieh Wei,20.17,9.77
37.693,Emma Nelson,3.29,-9.8
37.693,Etta Tuionetoa,5.56,46.8
37.693,Ting Chieh Wei,19.96,9.77
37.743,Emma Nelson,3.23,-9.8
37.743,Etta Tuionetoa,5.57,46.85
37.743,Ting Chieh Wei,19.76,9.77
37.793,Emma Nelson,3.16,-9.8
37.793,Etta Tuionetoa,5.59,46.85
37.793,Ting Chieh Wei,19.54,9.92
37.843,Emma Nelson,3.11,-9.68
37.843,Etta Tuionetoa,5.59,46.86
37.843,Ting Chieh Wei,19.33,9.92
37.893,Emma Nelson,3.08,-9.6
37.893,Etta Tuionetoa,5.59,46.86
37.893,Ting Chieh Wei,19.15,9.92
37.943,Emma Nelson,3.05,-9.59
37.943,Etta Tuionetoa,5.59,46.86
37.943,Ting Chieh Wei,19.02,9.92
37.993,Emma Nelson,3.03,-9.57
37.993,Etta Tuionetoa,5.59,46.86
37.993,Ting Chieh Wei,18.96,9.92
38.043,Emma Nelson,2.99,-9.55
38.043,Etta Tuionetoa,5.59,46.86
38.043,Ting Chieh Wei,18.92,9.9
38.093,Emma Nelson,2.96,-9.53
38.093,Etta Tuionetoa,5.59,46.86
38.093,Ting Chieh Wei,18.86,9.8
38.143,Emma Nelson,2.93,-9.53
38.143,Etta Tuionetoa,5.59,46.85
38.143,Ting Chieh Wei,18.76,9.64
38.193,Emma Nelson,2.9,-9.53
38.193,Etta Tuionetoa,5.59,46.85
38.193,Ting Chieh Wei,18.63,9.64
38.243,Emma Nelson,2.9,-9.52
38.243,Etta Tuionetoa,5.59,46.85
38.243,Ting Chieh Wei,18.49,9.64
38.293,Emma Nelson,2.89,-9.51
38.293,Etta Tuionetoa,5.59,46.85
38.293,Ting Chieh Wei,18.31,9.64
38.343,Emma Nelson,2.89,-9.48
38.343,Etta Tuionetoa,5.59,46.85
38.343,Ting Chieh Wei,18.19,9.62
38.393,Emma Nelson,2.89,-9.46
38.393,Etta Tuionetoa,5.59,46.85
38.393,Ting Chieh Wei,18.08,9.56
38.443,Emma Nelson,2.89,-9.43
38.443,Etta Tuionetoa,5.59,46.84
38.443,Ting Chieh Wei,17.98,9.62
38.493,Emma Nelson,2.89,-9.39
38.493,Etta Tuionetoa,5.59,46.84
38.493,Ting Chieh Wei,17.87,9.7
