p1_name,p2_name,chem_logit_mean,chem_logit_sd
Brodie Smith,Omar Garcia-Heredia,0.0019,0.0469
Maddox Castellanos,Rob Hutchins,0.0027,0.0499
Carlota Trevino,Rafael Lenhard,-0.0099,0.0482
Jessica Bowman,Matthew Mead,0.0038,0.0497
Cori Sidell,Tayah Cross,-0.0014,0.0475
Natalie Hur,Lyn Yuen Choo,0.0097,0.0469
Santhosh Narayanan,Harrison Brown,0.0061,0.0499
Elliott Schupp,Kyle Koszuta,0.0166,0.0481
David Litvinov,Maddy Rasmusen,-0.0014,0.0515
Jase Edwards,Dana Raugust,0.0023,0.0496
Josh Barber,Liam Jesperson,0.0042,0.0478
Michelle McLaughlan,Alyssia Fossorier,-0.0047,0.0513
Victor Rodrigo,Matt Burkhardt,0.0076,0.049
Anderson Ju,Harrison Yee,-0.0005,0.0475
Chase Holderman,Derek Shearer,-0.0087,0.0481
Indigo Dagnall,Armaan Jiwa Mawji,-0.0015,0.0484
Connor McCartney,Jack Sahid,0.0005,0.0479
Naomi Nguyen,Rio Newcombe,-0.0003,0.0471
Kathryn Glavinovich,Blake Suard,-0.0044,0.0471
Isabella Hoang,Matt Burkhardt,0.0031,0.0482
Averee Beck,Joel Poland,0.0054,0.0492
Cc Eleven Sacca,Ethan Bakalinsky,0.005,0.047
Nicolas Almeida,Stevie Petropouleas,0.0112,0.0499
Dayna La Belle,Sunny Krittayaweth,-0.004,0.0473
Preston Lynch,Fabian Jacobo,-0.0079,0.0519
Anderson Ju,Chloe Pham,-0.0,0.0521
Matthew Powley,Mackenzie Lee,-0.0011,0.0478
Olivia Phillips,Braden Jacobson,-0.0003,0.0525
Ishan Balakrishnan,Julianne Le,-0.0047,0.0494
Josh Barber,Tayah Cross,-0.0022,0.0506
Natalia Simson,Karthik Ganesh,0.0019,0.0484
Dawoud Ghafarshad,Carl Taibl,-0.0,0.0475
Natalia Simson,Caroline Maguire,0.0176,0.0531
Olivia Phillips,Maddy Rasmusen,0.0006,0.0534
Naomi Nguyen,Averee Beck,0.0033,0.045
Carlota Trevino,Cc Eleven Sacca,0.0046,0.0489
Hannah Ward,Michael Kuhlman,0.0023,0.0509
Julianna Hess,Jessica Ho,-0.0047,0.0464
Lyn Yuen Choo,Ryan Skufca,0.0078,0.0469
Michelle McLaughlan,Chase Ora,0.0038,0.0484
Janet Liu,Angel Hernandez,-0.0041,0.0499
Mike Radermacher,Jessica Ho,-0.0039,0.0469
Dylan Fullmer,Justin Fullmer,0.0014,0.0518
Josh Bellisime,Matthew Mead,-0.0054,0.0497
Isaac Hall,Aiden Schliekelman,-0.0035,0.0476
Ant Tran,Flynn Orton,0.0089,0.0492
Roman Hill,Alexander Valencia,-0.0023,0.0458
Ethan Bakalinsky,Eddy Kim,0.0106,0.0474
Tennessee P,Logan Formaniuk,-0.0023,0.0513
Levi Daniel,Amir Tabatabaeian,0.0003,0.0473
Duncan Mulenga Jr.,Martin Thomas,-0.0025,0.0503
Savanna Ticknor,Jace Howard,-0.0074,0.0513
Julianna Hess,Aizec Olson,0.0024,0.049
Scott Berke,Chloe Diskin,-0.0057,0.0474
Cori Sidell,Harrison Brown,0.0005,0.048
Aizec Olson,Lucas Bellamy,-0.0041,0.0501
Luke Calvert,Will Gardner,-0.0027,0.0516
Janet Liu,Tiffany Wang,-0.0046,0.051
Hayden Rand,William Hsieh,-0.0004,0.0486
Beau Martin,Kyle Borawski,-0.0051,0.0514
Louie Payetta,Chase Ora,-0.0005,0.048
Aaron Li,Matthew Powley,0.0026,0.0501
Duncan Mulenga Jr.,Journey Barajas,-0.0026,0.0489
Jordan Theron,Chiron Burl,0.005,0.049
Mackonner Dy,Michael McCaffrey,-0.0016,0.0504
Tanner Suard,Blake Suard,-0.0044,0.0497
Chas Howard,Ethan Mahony,-0.0012,0.0485
Maggie Brascia,Augustus Ge,-0.0159,0.0487
Jade Rau,Cason Campbell,0.0066,0.05
Kento Tamaki,Claudio Quinones Garcia,-0.0015,0.0471
Catherine Parenteau,Gabriel Tardio,-0.0194,0.0457
Christine Trifunovic,Spartak Rahachou,-0.0022,0.0498
Elsie Hendershot,Andrew Caldarella,0.0033,0.0478
Rafa Hewett,Genie Bouchard,0.0056,0.0475
Austin Bricker,Camila Zilveti,0.0002,0.0503
Luana Stanciu,Wil Shaffer,0.0001,0.0468
Juan Benitez,Brooke Caruso,0.0002,0.0447
Tamaryn Emmrich,Grayson Goldin,-0.0149,0.045
Eric Oncins,Meghan Dizon,0.0009,0.0469
Collin Johns,Albie Huang,0.0035,0.0479
Max Freeman,Milan Rane,0.0007,0.0492
Armaan Bhatia,Mya Bui,-0.0064,0.0492
Riley Newman,Cailyn Campbell,0.007,0.0479
Tom Protzek,Allison Phillips,0.0017,0.0474
David Litvinov,Angel Hernandez,0.0034,0.0511
Ross Whittaker,Ava Ignatowich,0.0039,0.05
Tyler Loong,Kiora Kunimoto,0.0035,0.051
Naveen Beasley,Rio Newcombe,0.0113,0.0499
Zoeya Khan,Brandon French,-0.0,0.0512
Noe Khlif,Tina Pisnik,0.0037,0.0498
Callie Smith,CJ Klinger,0.0091,0.0496
Luc Pham,Giovanna Morelli,0.019,0.048
Blaine Hovenier,Jade Kawamoto,-0.0134,0.0501
Albert Wan,Dylan Goldman,-0.0017,0.0453
Roscoe Bellamy,Alex Walker,-0.0012,0.0499
Donald Young,Lindsey Newman,0.0038,0.0487
Lingwei Kong,Michael Loyd,0.0045,0.0505
Rachel Rohrabacher,Will Howells,0.0042,0.0485
Eric Roddy,Marcela Aguila Ampon,-0.004,0.0489
Jay Devilliers,Jessie Irvine,-0.0131,0.0512
Liz Truluck,Martin Emmrich,-0.0091,0.0481
Mary Brascia,Wyatt Stone,0.0018,0.0521
Jack Sock,Mari Humberg,-0.0025,0.048
Hannah Blatt,Christopher Haworth,0.0063,0.0451
Abigail Okelley,Stevie Petropouleas,-0.0059,0.0501
Tyler Loong,Brandon French,0.0062,0.0488
Abbigal Hatton,Albie Huang,0.0104,0.0501
Tam Trinh,Juan Benitez,-0.0015,0.048
Luana Stanciu,Rachel Rettger,-0.0059,0.0507
Ella Yeh,Jaeda Minniefield,-0.0059,0.0495
Hunter Johnson,Wyatt Stone,-0.0054,0.048
Samantha Parker,Christa Gecheva,0.0108,0.048
Zoeya Khan,Kiora Kunimoto,-0.0023,0.0495
Zane Navratil,Blaine Hovenier,0.0091,0.0489
Michael Loyd,Donald Young,-0.0056,0.048
Stephen Madonia,Connor Mogle,0.0074,0.05
Cailyn Campbell,Giovanna Morelli,-0.004,0.0502
Daniel Phillips,Chuck Taylor,0.0014,0.049
Armaan Bhatia,Yuta Funemizu,0.011,0.0523
Ross Whittaker,Ivan Jakovljevic,-0.0061,0.0479
Jack Sock,Pablo Tellez,0.0183,0.0456
Andrew Caldarella,John Cincola,-0.0044,0.048
Craig Johnson,Luke Wasson,-0.0025,0.0516
Pesa Teoni,Luc Pham,-0.0044,0.0492
Caden Nemoff,Wesley Burrows,0.0035,0.0531
Andrei Daescu,Lacy Schneemann,0.0003,0.0483
Riley Newman,Will Mackinnon,-0.0339,0.0504
Jay Devilliers,Dekel Bar,-0.0103,0.0454
Lina Padegimaite,Judit Castillo,-0.0048,0.0471
Lucy Kovalova,Milan Rane,-0.0021,0.0462
Jalina Ingram,Pierina Imparato,0.0037,0.0492
Andrei Daescu,Federico Staksrud,-0.0115,0.0489
Rafa Hewett,Collin Johns,-0.0074,0.0473
Mya Bui,Paula Rives,0.0407,0.0495
Alexis Hayden,Jamie Voelker,-0.0039,0.052
Frank Welsher Iii,Molly Griganavicius,0.0001,0.0503
Louise Kwong,Sam Angelo,-0.005,0.0508
Tobias Golberg,Edward Kim,0.0021,0.0521
Olga Zavarotnaya,Tobias Golberg,-0.005,0.0503
Josiah A,Bridget Aguado,0.0004,0.0469
Jacqueline Vitale,Edward Kim,-0.0095,0.0482
Stephanie Alliev,Matt Haugdahl,0.0015,0.0461
Paul Salmela,Jeremiah Norton,-0.0038,0.0503
Ariana Ajani,Kitri Boser,-0.0077,0.0468
Jasper Schaadt,Karthik Ganesh,0.0137,0.051
Louise Kwong,Stephanie Alliev,-0.0016,0.0526
Vritti Sethi,Victoria Nguyen,0.0031,0.0492
Vova Zverkovsky,Volly Johnson,-0.0003,0.0501
April Lommen,Mike Radermacher,-0.0041,0.0487
Elliot Schneider,Brittni Tonnessen,0.002,0.0479
William Hsieh,Jonah Karczmer,-0.0018,0.051
Frank Welsher Iii,Justin Vizconde-Sopanarat,0.0031,0.0489
Mia Purdun,Alison Brown,0.0012,0.0496
Molly Griganavicius,Natalia Simson,-0.0058,0.0514
Steven Will,Matt Haugdahl,0.0001,0.0489
Brittni Tonnessen,Volly Johnson,-0.0003,0.0527
George Rangelov,Zach Gonnering,-0.0071,0.0467
Tommy Labat,David Dutrieuille,0.0053,0.0523
Monika Wynne,Freddie Powell,0.0111,0.0483
Manik Tandon,Brian Anderson,-0.002,0.0488
Mia Purdun,Chris Olson,-0.0051,0.0509
Zach Gonnering,Kitri Boser,0.0044,0.0461
Jesse Fan,Tayven Phiravong,-0.0078,0.0495
Chrissie Cruz,Jaikin Gomez,0.002,0.055
Victoria Nguyen,Mouaad Alhouni,0.0081,0.0528
Nisal Liyanage,Luke W,0.0013,0.0491
Matt Bozoian,Blake Suard,-0.0,0.0525
Ernesto Fajardo,Brayden Nguyen,0.007,0.0477
Matthew Krakowski,Vova Zverkovsky,0.0032,0.0483
Elliot Schneider,Tim Jarmusz,-0.0022,0.0485
Freddie Powell,Eli Steiner,0.0069,0.0495
Christian Tanner,Khalijawan Barber,0.0003,0.0548
Ajit Kurki,Brenden Everhart,0.002,0.0472
Emir Hamzic,Martin Stanchev,-0.0055,0.0507
Ernesto Fajardo,Sydney Sonday,0.0046,0.0485
Ariana Ajani,Martin Stanchev,0.0009,0.0491
Olga Zavarotnaya,Jacqueline Vitale,0.006,0.0505
Vritti Sethi,Justin Vizconde-Sopanarat,-0.0044,0.0487
Alexis Hayden,Joel Cassens,-0.0007,0.0486
Sergii Pogoretskyi,Hannah Pardus,-0.0023,0.0509
Mehvish Safdar,John Lucian Goins,-0.0005,0.0499
Anouar Braham,Marcela Aguila Ampon,-0.0042,0.0495
Mohaned Alhouni,John Lucian Goins,0.003,0.0475
Hannah Blatt,Zane Navratil,-0.0049,0.0494
Edward Perez,Ashley Griffith,0.0004,0.0474
Zane Ford,Lindsey Newman,0.0035,0.0501
Lingwei Kong,Martin Emmrich,-0.0019,0.0517
Connor Mogle,Abbigal Hatton,0.013,0.0509
Camden Chaffin,Christopher Haworth,0.0022,0.0482
Lauren Stratman,Wyatt Stone,-0.009,0.0469
Jace Morris,Pesa Teoni,-0.004,0.0475
Zoey Weil,Jaume Martinez Vich,-0.0115,0.0471
Rafa Hewett,Valerie R Simon,0.0109,0.0439
Caden Nemoff,Luana Stanciu,-0.0008,0.0495
Roscoe Bellamy,Lina Padegimaite,0.0028,0.0498
Chuck Taylor,Patrick Smith,-0.006,0.0488
Mota Alhouni,Anouar Braham,0.0073,0.047
Gabriel Joseph,Connor Mogle,-0.0094,0.0482
Will Mackinnon,Ava Ignatowich,0.0068,0.0479
Tama Shimabukuro,Luc Pham,0.0043,0.0524
Ross Whittaker,Edward Perez,-0.0019,0.0522
Donald Young,Olivia McMillan,-0.0005,0.0491
Callie Smith,Hunter Johnson,-0.0147,0.0462
Ella Cosma,Luc Pham,0.0022,0.0497
Zoeya Khan,Anderson Scarpa,0.0029,0.049
Daniel Phillips,Tatiana Ruhl,-0.0017,0.0481
Paula Rives,Darrian Young,0.0051,0.0492
Dekel Bar,Allyce Jones,-0.0038,0.0494
Julian Arnold,Martin Emmrich,-0.0037,0.0497
Christa Gecheva,Isabella Dunlap,0.0023,0.0506
Allison Phillips,Mehvish Safdar,0.0037,0.0506
Dekel Bar,Wyatt Stone,0.0217,0.0476
Blaine Hovenier,Hunter Johnson,-0.0063,0.048
Hannah Blatt,Tamaryn Emmrich,-0.0023,0.0483
Mota Alhouni,Victoria Simon,-0.0065,0.0499
Tom Protzek,Yates Johnson,-0.0002,0.0499
Federico Staksrud,CJ Klinger,0.012,0.0467
Zoey Weil,Andrea Koop,-0.0072,0.0457
Nicole Conard,Kiora Kunimoto,-0.0041,0.0489
Cailyn Campbell,Tina Pisnik,0.0084,0.0476
Armaan Bhatia,Grayson Goldin,0.0008,0.05
Nicholas Wade,Bret Berryman,0.0078,0.0497
Antonio Medina,Michael McCaffrey,0.0074,0.0494
Janet Liu,Kelly Chen,-0.0042,0.049
Jazz Hearn IV,Chloe Diskin,0.005,0.0496
Pally Ray,Shamus Flanagan,0.0108,0.0491
James Kaoma,Nick Werner,-0.0077,0.0511
Alia Brown,Anne-Sophie Courteau,-0.0071,0.0495
Anastasia Outekhine,Jaiden Sam,-0.0083,0.0508
Ashlee Candelaria,Kelly Goodnow,-0.0084,0.0476
Jasraj Sethi,Theo Yun,-0.0061,0.0465
Spencer Duane,John Hopkins,0.0024,0.0514
Pieter De Vries,Sebastian Gutierrez,0.0104,0.0489
Austin Bricker,Connor Mogle,-0.0212,0.0503
Andre Mercado,Wil Shaffer,0.0067,0.0507
Lucas Pascoe,Zach Gonnering,-0.0108,0.0488
Armando Ferreira,Mikar Larenzo Fisher,0.0016,0.0488
Connor McCartney,Rio Newcombe,0.0183,0.0503
Tama Shimabukuro,Riley Inn,-0.0032,0.0507
Evan Zoeteman,Alexandre Medawar,-0.0036,0.0525
Allison Phillips,Samantha Parker,0.0354,0.0478
Sydney Sonday,Zoey Weil,-0.0024,0.0472
Wendy Weston,Katie Neils,0.0027,0.0474
Andre Vu,Eddy Kim,-0.0083,0.0502
Bret Balka,Eric Gettler,-0.0025,0.0461
Caden Nemoff,Jaikin Gomez,-0.0079,0.0469
Jaden Lam,Gregorie Vinueza-Daly,0.0051,0.0458
Mulima Mulenga,Enrique Porchas,-0.0004,0.0485
Maverick Messinger,Jace Howard,0.0075,0.0509
Jessica Wilcox,Karina Lam,-0.0088,0.0466
Chloe Igleski,Mary Monson,0.0019,0.0462
Vamsi Krishna Suddapalli,Timothy Hughes,-0.009,0.0485
Yolena Carlon,Marie Lutz,-0.0016,0.0501
Albert Wan,Matt Burkhardt,0.0023,0.0489
Jackson Ayotte,Armaan Jiwa Mawji,-0.0092,0.0463
Matthew Mead,Matthew Finnerty,0.0025,0.0484
Duncan Mulenga Jr.,Devon Sikora,0.0004,0.0471
Joe Prince,Craig Johnson,-0.008,0.0475
Trevor Machek,Jaxon Thomas,0.001,0.0464
Amory Yagar,Ruben Osorio,0.0,0.048
R Kedam,Dan Nguyen,-0.0078,0.0475
Naomi Nguyen,Dana Raugust,-0.0019,0.0502
Daniel Phillips,Braden Jacobson,-0.0177,0.051
Grayson Brandon,Sammy Lee,-0.0071,0.0515
Rian Weston-Dodds,Ian Anderson,-0.0012,0.0499
Victor Camilo Iii,Timothy Aurelio,-0.0026,0.0469
Monika Wynne,Maddy Rasmusen,0.0041,0.0472
Sara Bochte,Andrea McDaniel,-0.0078,0.0483
Jak Crow,Matthew Melgar,-0.004,0.0487
Jake Anderson,Eli Steiner,-0.0134,0.0478
Mike Radermacher,Karson Feyereisen,0.0038,0.0472
Armaan Jiwa Mawji,Stevie Petropouleas,-0.012,0.0494
Anastasia Outekhine,Ruben Osorio,0.0047,0.0494
Miles Hoover,Jaeda Minniefield,0.0409,0.0513
Sammy Lee,Alia Brown,-0.0009,0.0484
Molly Ticknor,Devon Sikora,-0.0009,0.0488
Mila Bonfitto,Shamus Flanagan,0.0001,0.0479
Lindsey Newman,Rio Newcombe,-0.0049,0.0487
Maddy Rasmusen,Braden Jacobson,-0.003,0.0497
Naomi Nguyen,Joel Poland,-0.0137,0.0483
Pieter De Vries,Chloe Diskin,-0.0103,0.0498
Wendy Weston,Matthew Mead,-0.0067,0.0497
Maverick Messinger,Kelly Goodnow,-0.0033,0.0508
Jaikin Gomez,Mary Monson,0.0043,0.0491
Chloe Igleski,Lucas Pascoe,0.0164,0.0502
Tama Shimabukuro,Samantha Parker,-0.0061,0.0488
Louise Kwong,Victor Camilo Iii,0.002,0.0486
Mike Radermacher,Mara Vasvatekis,0.0016,0.0456
Zoey Weil,Pesa Teoni,0.0012,0.0471
Jalina Ingram,Rafael Lenhard,0.0083,0.0471
Daniel Phillips,Allison Phillips,-0.0109,0.0467
Yolena Carlon,Jackson Ayotte,0.0056,0.0521
Charles Case,Lily Goodwin,-0.0047,0.0485
Katie Neils,Michael McCaffrey,0.0035,0.0489
Monika Wynne,Matt Burkhardt,0.0083,0.0479
Karina Lam,Jace Howard,0.0037,0.0496
Antonio Medina,Jessica Wilcox,-0.0088,0.047
Caden Nemoff,Christine Trifunovic,-0.0083,0.0517
Jazz Hearn IV,Vincent Rettke,-0.0151,0.0498
Kayla Williams,Zach Gonnering,0.0085,0.049
Daniel Miron,Bret Berryman,-0.0052,0.0495
Braylon Ohrel,Ethan Bakalinsky,0.0037,0.0507
Adalynn Lund,Abigail Okelley,-0.0018,0.0471
Chandra Kusuma,Morgan Downing,-0.0031,0.0487
Caleb Herrick,Stevie Petropouleas,-0.0006,0.0522
David Creswell,Ethan Dysert,0.0046,0.0495
Noah Waddell,Alec Lamacchio,0.0052,0.0489
Savanna Ullmann,William Owens,0.0003,0.0456
Julie Axelrod,Jake Benjamin,-0.0054,0.0495
Wendy Weston,Elizabeth Roy,0.0,0.051
Maria Ford,Stevie Petropouleas,-0.0041,0.0451
Garrett Peterson,Jose Martinez,-0.0061,0.0503
Mikar Larenzo Fisher,Jonah Karczmer,0.008,0.0497
Amir Evgamukov,Domenico Geminiani,0.0072,0.0473
Haley Ferguson,Masa Grgan,0.0192,0.0479
Rachael James,Evie Kenna,0.0057,0.0488
Alex Rastorgouev,Jake Benjamin,0.0112,0.051
Emma Wang,Vritti Sethi,-0.01,0.0465
Abigail Okelley,Dale Kim,0.0001,0.0482
Jaikin Gomez,Brittni Tonnessen,0.0022,0.0484
Kentaro Hamaguchi,Haley Ferguson,-0.0031,0.0493
Morgan Downing,Benjamin Bramblett,0.0103,0.0494
Zach Gonnering,Grace Miller,0.0023,0.0513
Vritti Sethi,Edgaras Zilys,0.0175,0.0494
Michael Coleman,Bryan Rodriguez,-0.0046,0.049
Elisha Turner,Andi Godwin,-0.0066,0.0502
Flynn Orton,Yaamunan Venkatesan,0.0033,0.0467
Jasper Schaadt,Edgaras Zilys,-0.0041,0.0502
Parth Mody,Keilly Ulery,-0.0014,0.0527
Evie Kenna,Andrew Angulo,-0.0017,0.048
Kentaro Hamaguchi,Juan Varon,0.0042,0.0502
Wade Bryant,Nicholas Wade,-0.0039,0.0491
Jaikin Gomez,Karthik Ganesh,-0.0024,0.0513
Noah Torres,Justin Dages,0.0116,0.0503
Andrew Angulo,Austin White,0.0016,0.0479
Andi Godwin,Mia Turcsany,-0.001,0.0505
Jessica Jones,Christee Chargot,-0.0056,0.053
Zach Gonnering,Jayce Landheer,-0.0112,0.051
Wendy Weston,Jake Anderson,0.006,0.0496
Emily Lewis,Grant Kayworth,0.001,0.0466
Ernesto Fajardo,Jake Anderson,-0.0013,0.0482
Chandra Kusuma,Eli Steiner,-0.0051,0.0503
Ahmad El-Zarif,Tobias Moreno,0.0007,0.0488
Elisha Turner,Nicholas P,-0.0033,0.0465
Dylan Lewis,Victor Marquez,-0.0042,0.0475
Evan Ankrom,Daniel Couzens,-0.0038,0.0484
Harrison Heysek,Jennie Leon,-0.0049,0.0544
MJ Greiner,Mason Durbin,-0.002,0.0508
Jessica Jones,Ethan Bakalinsky,-0.0055,0.0502
Ross Whittaker,Rachel Rettger,-0.0038,0.0502
Abbigal Hatton,Luc Pham,0.0012,0.0481
Zoeya Khan,Anouar Braham,-0.0009,0.0488
Andre Mercado,Emma Nelson,-0.0098,0.0522
Jade Rau,Will Mackinnon,0.0143,0.05
Julian Arnold,Pierina Imparato,0.0089,0.0496
Gabriel Joseph,Valerie R Simon,-0.0038,0.0476
Elsie Hendershot,Jaeda Minniefield,-0.0043,0.0482
Elsie Hendershot,Tyler Loong,-0.0126,0.0495
Rachel Rohrabacher,Christian Alshon,0.0028,0.0442
Connor Mogle,Salome Devidze,0.0027,0.0467
Travis Rettenmaier,Brandon French,0.0008,0.0496
Jace Morris,Yates Johnson,-0.0053,0.0472
Jonathan Truong,Milan Rane,-0.006,0.0467
Lingwei Kong,Juan Benitez,-0.003,0.0496
Austin Bricker,Giovanna Morelli,-0.01,0.0503
Jace Morris,Jaeda Minniefield,0.0075,0.0511
Michael Loyd,James Delgado,0.0006,0.046
Genie Erokhina,Camden Chaffin,-0.0059,0.0496
Tamaryn Emmrich,Carlos Di Laura III,0.0172,0.0489
Rafa Hewett,John Lucian Goins,-0.0061,0.052
Abbigal Hatton,Brooke Caruso,0.0016,0.0502
Jade Rau,Rachel Rettger,-0.0008,0.0476
Andre Mercado,Marshall Brown,0.004,0.0478
Spartak Rahachou,George Rangelov,0.0009,0.0475
John Cincola,Mehvish Safdar,0.0028,0.0512
Caden Nemoff,Victoria Simon,0.0076,0.0472
Ashley Griffith,Adam Harvey,0.0082,0.0502
Rafael Lenhard,Marcela Aguila Ampon,-0.0015,0.0505
Alix Truong,Hunter Johnson,0.0092,0.0474
Tama Shimabukuro,Yuta Funemizu,0.0199,0.0474
Lucas Pascoe,Luc Pham,-0.005,0.0499
Andrei Daescu,Jade Kawamoto,0.008,0.0507
Christopher Crouch,Mya Bui,0.0102,0.0487
Audrey Adele Brown,Lucas Pascoe,-0.0013,0.0486
Michael Loyd,Kiora Kunimoto,-0.0127,0.0488
Mohaned Alhouni,Camden Chaffin,-0.0048,0.047
Edward Perez,Gabriel Joseph,0.004,0.052
Audrey Adele Brown,Rachel Summers,-0.0094,0.0493
Zane Ford,Juan Benitez,-0.0056,0.0503
Armaan Bhatia,Austin Bricker,0.0111,0.0487
Mohaned Alhouni,Tyra Hurricane Black,-0.0022,0.0495
Eric Oncins,Jackie Kawamoto,-0.0025,0.0478
Hannah Blatt,Donald Young,0.0051,0.0495
Connor Mogle,Pesa Teoni,0.001,0.0518
Christopher Crouch,Rafael Lenhard,-0.0044,0.0462
Andrea Koop,Albie Huang,-0.0005,0.0488
George Rangelov,Ava Ignatowich,0.0034,0.0529
Kate Fahey,Lacy Schneemann,-0.0234,0.0473
Christa Gecheva,Lina Padegimaite,-0.005,0.0495
Milan Rane,Tina Pisnik,-0.0036,0.0462
Lingwei Kong,Jalina Ingram,0.002,0.053
Allison Phillips,Marcela Aguila Ampon,0.0001,0.0514
Hannah Blatt,Olivia McMillan,0.0015,0.049
Zoey Weil,Lauren Stratman,0.0051,0.0457
Jonathan Truong,Wyatt Stone,0.0079,0.0467
Ting Chieh Wei,Allyce Jones,0.0094,0.0482
Chloe Igleski,Cailyn Campbell,-0.0019,0.0505
Parris Todd,Alix Truong,-0.0013,0.0463
Collin Johns,Jaume Martinez Vich,0.0009,0.052
Zane Navratil,Donald Young,-0.0007,0.0513
Emma Nelson,Mari Humberg,0.0012,0.0476
Zoeya Khan,Mehvish Safdar,0.0005,0.0501
Tom Protzek,Tyler Loong,-0.0121,0.0499
Genie Bouchard,Pierina Imparato,-0.0047,0.0482
Rick Kurtz,Rikk Shimizu,-0.0079,0.0487
James Kaoma,Florencia Rossi Luqur,0.0072,0.048
Duncan Mulenga Jr.,Christina Jordan,-0.0023,0.048
Trevor Machek,Elyssar Medawar,-0.001,0.0527
Billy Buchhauser,Alison Brown,-0.0035,0.0481
Jonah Karczmer,Kelly Goodnow,0.0019,0.0484
Austin Bachman,Alison Bruggeman,-0.0023,0.0506
Lexi Jensen,Eli Steiner,-0.0029,0.0506
Janet Liu,Matt Burkhardt,-0.0047,0.05
Trevor Machek,Robert Lees,-0.0023,0.0491
Leah J,Maverick Messinger,-0.0022,0.049
Nick Petterson,Grayson Brandon,-0.0012,0.0491
Austin Bachman,Breaden Brooks,-0.0007,0.0515
Savanna Ticknor,Jace Morris,0.006,0.0498
Amelia J,Jaxon Thomas,-0.0012,0.051
Natalia Simson,Karina Lam,-0.0029,0.0525
Leah J,Aline Morales,0.0078,0.0466
Jayda Maldonado,Ethan Bakalinsky,0.0102,0.0502
Jackson Ayotte,Ciara Kelly,0.0006,0.0481
Hannah Pardus,Khalijawan Barber,-0.0013,0.0466
Zach Gonnering,Chloe Diskin,-0.0088,0.0474
Eduardo Santini Ayon,Chelsea Purcell,0.001,0.0489
William Hsieh,Dan Nguyen,0.0016,0.0474
Evan Zoeteman,Matthew Fisher,0.0045,0.0492
Hayden Rand,Dave Conley,-0.0052,0.049
Jaden Lam,James Kaoma,-0.0035,0.0494
Brayden Nguyen,Keaten Kappes,0.0044,0.0472
E. Elenga Satuala,Jacob Bolkowy,-0.0067,0.0456
Daniel Traxler,Miles Hoover,-0.0125,0.0469
Cadell Traya,Sunny Krittayaweth,0.0026,0.0512
Beau Martin,George Yang,-0.0021,0.0472
Daniel Byun,Matt Burkhardt,-0.0109,0.0537
Kadin Metzner,Jerry Worsham,-0.0016,0.0473
Courtenay Leonard,Marissa Lucero,-0.0037,0.0498
Zach Gonnering,Eli Steiner,-0.0018,0.0504
Enrique Porchas,David Baca,-0.0018,0.0484
Joshua Cooperman,Chrissie Cruz,-0.0008,0.0525
Natalia Simson,Francis Chi,-0.0027,0.0496
Tomoko Taniguchi,Chelsea Purcell,-0.002,0.0468
Riley Hanks,Alison Bruggeman,-0.0026,0.0522
Mark Whipple,Ryan Eveloff,-0.0024,0.0493
Savanna Ticknor,Olivia Phillips,0.0002,0.049
Evan Zoeteman,Melissa Ferger,0.0072,0.0484
Mike Radermacher,Laura Madison,-0.0012,0.0522
Victor Rodrigo,Sammy Lee,-0.0023,0.0483
Sam Angelo,Dana Raugust,-0.0066,0.0482
Jaden Lam,Karina Lam,-0.0016,0.0538
Jonah Karczmer,Luke G,-0.0028,0.05
Len Yang,Etienne Blaszkewycz,0.0099,0.0495
Eddy Kim,Blake Suard,-0.0049,0.0453
Ross Hopkins,Caden Salefsky,-0.0011,0.0509
Carson Nguyen,Matthew Mead,-0.0062,0.0488
Ray Filardi,Kyle Morris,0.0,0.0502
Pally Ray,Joshua Cooperman,-0.0002,0.048
Jacob Bolkowy,Connor Weeks,0.0031,0.0516
Chrissie Cruz,Laura Madison,-0.0009,0.0502
Olivia Phillips,Jace Howard,-0.0045,0.0502
Rafa Hewett,Kaitlyn Christian,0.0015,0.0501
Zoeya Khan,Juan Benitez,0.0001,0.0486
AJ Koller,Etta Tuionetoa,-0.0021,0.0503
Victoria Dimuzio,John Lucian Goins,0.0029,0.0467
Jack Sock,Lacy Schneemann,0.02,0.0462
Len Yang,Paula Rives,-0.0085,0.0518
Ella Yeh,John Cincola,0.0054,0.0503
Connor Mogle,Andrew Caldarella,-0.001,0.0489
Gabriel Joseph,Elsie Hendershot,0.0103,0.0484
Blaine Hovenier,Genie Erokhina,0.0121,0.0514
Tama Shimabukuro,Marcela Aguila Ampon,0.001,0.0467
Ting Chieh Wei,Michael Loyd,0.0036,0.0497
Marshall Brown,Lina Padegimaite,-0.0056,0.0494
Daria Walczak,Camden Chaffin,0.0095,0.0501
Ross Whittaker,Abbigal Hatton,0.0085,0.0521
Armaan Bhatia,Darrian Young,0.0067,0.0487
Carlota Trevino,Dana Raugust,-0.0054,0.0497
Rachel Summers,Luc Pham,0.0078,0.0508
Rafael Lenhard,Rachel Rettger,-0.0048,0.0506
Jade Rau,Christopher Crouch,0.0157,0.0491
Christopher Crouch,Marshall Brown,-0.0095,0.0491
Sydney Sonday,Chloe Diskin,0.0006,0.0477
Lucas Pascoe,Cleo Bond,-0.0046,0.049
Donald Young,Braden Jacobson,-0.0047,0.0464
Rafael Lenhard,Pesa Teoni,0.0051,0.0479
