scenario,team1,team2,t1_win_prob,t2_win_prob,exp_margin_t1,mov_if_t1_wins,mov_if_t2_wins,slot_order,slot_genders,slot1_gender,women_matches_top2
S2,Bay Area Breakers,Phoenix Flames,0.4127,0.5873,-1.064,4.661,5.087,Len Yang v Camden Chaffin | Ella Yeh v Daria Walczak | Blaine Hovenier v Jonathan Truong | Kiora Kunimoto v Alexa Schull,MWMW,M,1
S2,Bay Area Breakers,SoCal Hard Eights,0.4593,0.5407,-0.476,4.780,4.941,Len Yang v Armaan Bhatia | Ella Yeh v Cailyn Campbell | Kiora Kunimoto v Meghan Dizon | Blaine Hovenier v Will Mackinnon,MWWM,M,1
S2,Bay Area Breakers,St. Louis Shock,0.1279,0.8721,-5.796,3.569,7.170,Ella Yeh v Kate Fahey | Len Yang v Hayden Patriquin | Blaine Hovenier v Gabriel Tardio | Kiora Kunimoto v Anna Bright,WMMW,W,1
S2,Bay Area Breakers,Texas Ranchers,0.1875,0.8125,-4.591,3.807,6.529,Ella Yeh v Lea Jansen | Len Yang v Eric Oncins | Kiora Kunimoto v Kaitlyn Christian | Blaine Hovenier v Nicolas Acevedo,WMWM,W,1
S2,Bay Area Breakers,Utah Black Diamonds,0.2851,0.7149,-2.958,4.139,5.788,Len Yang v Connor Garnett | Ella Yeh v Victoria Dimuzio | Blaine Hovenier v Yuta Funemizu | Kiora Kunimoto v Etta Tuionetoa,MWMW,M,1
S2,Brooklyn Pickleball Team,Atlanta Bouncers,0.4422,0.5578,-1.030,4.374,5.314,Pesa Teoni v Jaume Martinez Vich | Hannah Blatt v Mari Humberg | Christopher Haworth v Jay Devilliers | Jackie Kawamoto v Jessie Irvine,MWMW,M,1
S2,Brooklyn Pickleball Team,Bay Area Breakers,0.5836,0.4164,1.219,5.280,4.474,Hannah Blatt v Kiora Kunimoto | Pesa Teoni v Blaine Hovenier | Jackie Kawamoto v Ella Yeh | Christopher Haworth v Len Yang,WMWM,W,1
S2,Brooklyn Pickleball Team,California Black Bears,0.4344,0.5656,-0.770,4.693,4.965,Pesa Teoni v Pablo Tellez | Hannah Blatt v Sahra Dennehy | Jackie Kawamoto v Zoey Weil | Christopher Haworth v Joseph Wild,MWWM,M,1
S2,Brooklyn Pickleball Team,Carolina Hogs,0.7384,0.2616,3.187,5.834,4.286,Pesa Teoni v Brandon French | Hannah Blatt v Abbigal Hatton | Jackie Kawamoto v Nicole Conard | Christopher Haworth v Darrian Young,MWWM,M,1
S2,Brooklyn Pickleball Team,Chicago Slice,0.5495,0.4505,0.446,4.804,4.870,Pesa Teoni v John Lucian Goins | Hannah Blatt v Ting Chieh Wei | Christopher Haworth v Zane Navratil | Jackie Kawamoto v Elsie Hendershot,MWMW,M,1
S2,Brooklyn Pickleball Team,Columbus Sliders,0.3382,0.6618,-2.031,4.419,5.328,Hannah Blatt v Parris Todd | Pesa Teoni v Andrei Daescu | Jackie Kawamoto v Tyra Hurricane Black | Christopher Haworth v CJ Klinger,WMWM,W,1
S2,Brooklyn Pickleball Team,Dallas Flash,0.5383,0.4617,0.314,4.793,4.908,Pesa Teoni v JW Johnson | Hannah Blatt v Alix Truong | Jackie Kawamoto v Danni-Elle Townsend | Christopher Haworth v Augustus Ge,MWWM,M,1
S2,Brooklyn Pickleball Team,Florida Smash,0.6966,0.3034,2.515,5.541,4.433,Pesa Teoni v Cason Campbell | Hannah Blatt v Mya Bui | Jackie Kawamoto v Paula Rives | Christopher Haworth v Christopher Crouch,MWWM,M,1
S2,Brooklyn Pickleball Team,Las Vegas Night Owls,0.4251,0.5749,-0.940,4.578,5.019,Pesa Teoni v Roscoe Bellamy | Hannah Blatt v Chao Yi Wang | Jackie Kawamoto v Callie Smith | Christopher Haworth v Clayton Powell,MWWM,M,1
S2,Brooklyn Pickleball Team,Los Angeles Mad Drops,0.2383,0.7617,-3.617,3.981,5.994,Pesa Teoni v Ben Johns | Hannah Blatt v Catherine Parenteau | Jackie Kawamoto v Jade Kawamoto | Christopher Haworth v Max Freeman,MWWM,M,1
S2,Brooklyn Pickleball Team,Miami Pickleball Club,0.4477,0.5523,-0.721,4.609,5.042,Pesa Teoni v Dylan Frazier | Hannah Blatt v Isabella Dunlap | Jackie Kawamoto v Estee Widdershoven | Christopher Haworth v Yuta Funemizu,MWWM,M,1
S2,Brooklyn Pickleball Team,New Jersey 5s,0.1450,0.8550,-5.166,3.705,6.670,Hannah Blatt v Anna Leigh Waters | Pesa Teoni v Noe Khlif | Jackie Kawamoto v Jorja Johnson | Christopher Haworth v Will Howells,WMWM,W,1
S2,Brooklyn Pickleball Team,Orlando Squeeze,0.3614,0.6386,-2.069,4.128,5.576,Pesa Teoni v Federico Staksrud | Hannah Blatt v Milan Rane | Christopher Haworth v Jack Sock | Jackie Kawamoto v Alex Walker,MWMW,M,1
S2,Brooklyn Pickleball Team,Palm Beach Royals,0.3928,0.6072,-1.359,4.528,5.167,Pesa Teoni v Tyson McGuffin | Hannah Blatt v Tina Pisnik | Jackie Kawamoto v Sofia Sewing | Christopher Haworth v Dekel Bar,MWWM,M,1
S2,Brooklyn Pickleball Team,Phoenix Flames,0.5573,0.4427,0.747,5.047,4.666,Pesa Teoni v Camden Chaffin | Hannah Blatt v Daria Walczak | Jackie Kawamoto v Alexa Schull | Christopher Haworth v Jonathan Truong,MWWM,M,1
S2,Brooklyn Pickleball Team,SoCal Hard Eights,0.5824,0.4176,1.179,5.235,4.477,Pesa Teoni v Armaan Bhatia | Hannah Blatt v Cailyn Campbell | Jackie Kawamoto v Meghan Dizon | Christopher Haworth v Will Mackinnon,MWWM,M,1
S2,Brooklyn Pickleball Team,St. Louis Shock,0.2061,0.7939,-4.029,4.033,6.122,Hannah Blatt v Kate Fahey | Pesa Teoni v Hayden Patriquin | Jackie Kawamoto v Anna Bright | Christopher Haworth v Gabriel Tardio,WMWM,W,1
S2,Brooklyn Pickleball Team,Texas Ranchers,0.2798,0.7202,-2.823,4.299,5.590,Pesa Teoni v Eric Oncins | Hannah Blatt v Lea Jansen | Jackie Kawamoto v Kaitlyn Christian | Christopher Haworth v Nicolas Acevedo,MWWM,M,1
S2,Brooklyn Pickleball Team,Utah Black Diamonds,0.4172,0.5828,-1.176,4.446,5.201,Pesa Teoni v Connor Garnett | Hannah Blatt v Victoria Dimuzio | Jackie Kawamoto v Etta Tuionetoa | Christopher Haworth v Yuta Funemizu,MWWM,M,1
S2,California Black Bears,Atlanta Bouncers,0.4198,0.5802,-1.119,4.527,5.203,Joseph Wild v Jaume Martinez Vich | Pablo Tellez v Jay Devilliers | Zoey Weil v Mari Humberg | Sahra Dennehy v Jessie Irvine,MMWW,M,0
S2,California Black Bears,Bay Area Breakers,0.5986,0.4014,1.305,5.241,4.566,Zoey Weil v Kiora Kunimoto | Joseph Wild v Blaine Hovenier | Pablo Tellez v Len Yang | Sahra Dennehy v Ella Yeh,WMMW,W,1
S2,California Black Bears,Brooklyn Pickleball Team,0.4197,0.5803,-1.172,4.431,5.224,Joseph Wild v Christopher Haworth | Zoey Weil v Jackie Kawamoto | Sahra Dennehy v Hannah Blatt | Pablo Tellez v Pesa Teoni,MWWM,M,1
S2,California Black Bears,Carolina Hogs,0.7479,0.2521,3.358,5.925,4.258,Joseph Wild v Brandon French | Zoey Weil v Abbigal Hatton | Pablo Tellez v Darrian Young | Sahra Dennehy v Nicole Conard,MWMW,M,1
S2,California Black Bears,Chicago Slice,0.5388,0.4612,0.475,4.954,4.758,Joseph Wild v John Lucian Goins | Zoey Weil v Ting Chieh Wei | Pablo Tellez v Zane Navratil | Sahra Dennehy v Elsie Hendershot,MWMW,M,1
S2,California Black Bears,Columbus Sliders,0.3617,0.6383,-1.933,4.322,5.476,Zoey Weil v Parris Todd | Joseph Wild v Andrei Daescu | Sahra Dennehy v Tyra Hurricane Black | Pablo Tellez v CJ Klinger,WMWM,W,1
S2,California Black Bears,Dallas Flash,0.5371,0.4629,0.398,4.909,4.837,Joseph Wild v JW Johnson | Zoey Weil v Alix Truong | Pablo Tellez v Augustus Ge | Sahra Dennehy v Danni-Elle Townsend,MWMW,M,1
S2,California Black Bears,Florida Smash,0.6946,0.3054,2.615,5.668,4.329,Joseph Wild v Cason Campbell | Zoey Weil v Mya Bui | Pablo Tellez v Christopher Crouch | Sahra Dennehy v Paula Rives,MWMW,M,1
S2,California Black Bears,Las Vegas Night Owls,0.4456,0.5544,-0.726,4.646,5.044,Joseph Wild v Roscoe Bellamy | Zoey Weil v Chao Yi Wang | Sahra Dennehy v Callie Smith | Pablo Tellez v Clayton Powell,MWWM,M,1
S2,California Black Bears,Los Angeles Mad Drops,0.2507,0.7493,-3.518,4.007,6.036,Joseph Wild v Ben Johns | Zoey Weil v Catherine Parenteau | Sahra Dennehy v Jade Kawamoto | Pablo Tellez v Max Freeman,MWWM,M,1
S2,California Black Bears,Miami Pickleball Club,0.4637,0.5363,-0.554,4.660,5.062,Joseph Wild v Dylan Frazier | Zoey Weil v Isabella Dunlap | Pablo Tellez v Yuta Funemizu | Sahra Dennehy v Estee Widdershoven,MWMW,M,1
S2,California Black Bears,New Jersey 5s,0.1530,0.8470,-5.206,3.647,6.805,Zoey Weil v Anna Leigh Waters | Joseph Wild v Noe Khlif | Pablo Tellez v Will Howells | Sahra Dennehy v Jorja Johnson,WMMW,W,1
S2,California Black Bears,Orlando Squeeze,0.3354,0.6646,-2.218,4.273,5.495,Joseph Wild v Federico Staksrud | Pablo Tellez v Jack Sock | Zoey Weil v Milan Rane | Sahra Dennehy v Alex Walker,MMWW,M,0
S2,California Black Bears,Palm Beach Royals,0.4111,0.5889,-1.177,4.571,5.190,Joseph Wild v Tyson McGuffin | Zoey Weil v Tina Pisnik | Sahra Dennehy v Sofia Sewing | Pablo Tellez v Dekel Bar,MWWM,M,1
S2,California Black Bears,Phoenix Flames,0.5722,0.4278,0.933,5.119,4.665,Joseph Wild v Camden Chaffin | Zoey Weil v Daria Walczak | Pablo Tellez v Jonathan Truong | Sahra Dennehy v Alexa Schull,MWMW,M,1
S2,California Black Bears,SoCal Hard Eights,0.6061,0.3939,1.462,5.330,4.489,Joseph Wild v Armaan Bhatia | Zoey Weil v Cailyn Campbell | Sahra Dennehy v Meghan Dizon | Pablo Tellez v Will Mackinnon,MWWM,M,1
S2,California Black Bears,St. Louis Shock,0.2227,0.7773,-4.001,3.918,6.270,Zoey Weil v Kate Fahey | Joseph Wild v Hayden Patriquin | Sahra Dennehy v Anna Bright | Pablo Tellez v Gabriel Tardio,WMWM,W,1
S2,California Black Bears,Texas Ranchers,0.2986,0.7014,-2.706,4.266,5.674,Zoey Weil v Lea Jansen | Joseph Wild v Eric Oncins | Sahra Dennehy v Kaitlyn Christian | Pablo Tellez v Nicolas Acevedo,WMWM,W,1
S2,California Black Bears,Utah Black Diamonds,0.4338,0.5662,-1.020,4.486,5.239,Joseph Wild v Connor Garnett | Zoey Weil v Victoria Dimuzio | Sahra Dennehy v Etta Tuionetoa | Pablo Tellez v Yuta Funemizu,MWWM,M,1
S2,Carolina Hogs,Atlanta Bouncers,0.1900,0.8100,-4.646,3.760,6.617,Darrian Young v Jaume Martinez Vich | Nicole Conard v Mari Humberg | Brandon French v Jay Devilliers | Abbigal Hatton v Jessie Irvine,MWMW,M,1
S2,Carolina Hogs,Bay Area Breakers,0.3167,0.6833,-2.553,4.199,5.682,Nicole Conard v Kiora Kunimoto | Darrian Young v Blaine Hovenier | Abbigal Hatton v Ella Yeh | Brandon French v Len Yang,WMWM,W,1
S2,Carolina Hogs,Brooklyn Pickleball Team,0.1670,0.8330,-4.786,3.810,6.509,Darrian Young v Christopher Haworth | Nicole Conard v Jackie Kawamoto | Abbigal Hatton v Hannah Blatt | Brandon French v Pesa Teoni,MWWM,M,1
S2,Carolina Hogs,California Black Bears,0.1921,0.8079,-4.362,3.960,6.341,Nicole Conard v Sahra Dennehy | Darrian Young v Pablo Tellez | Abbigal Hatton v Zoey Weil | Brandon French v Joseph Wild,WMWM,W,1
S2,Carolina Hogs,Chicago Slice,0.2741,0.7259,-3.210,4.034,5.946,Darrian Young v John Lucian Goins | Nicole Conard v Ting Chieh Wei | Brandon French v Zane Navratil | Abbigal Hatton v Elsie Hendershot,MWMW,M,1
S2,Carolina Hogs,Columbus Sliders,0.1289,0.8711,-5.610,3.689,6.986,Nicole Conard v Parris Todd | Abbigal Hatton v Tyra Hurricane Black | Darrian Young v Andrei Daescu | Brandon French v CJ Klinger,WWMM,W,2
S2,Carolina Hogs,Dallas Flash,0.2645,0.7355,-3.361,4.036,6.021,Darrian Young v JW Johnson | Nicole Conard v Alix Truong | Abbigal Hatton v Danni-Elle Townsend | Brandon French v Augustus Ge,MWWM,M,1
S2,Carolina Hogs,Florida Smash,0.4202,0.5798,-1.150,4.508,5.250,Darrian Young v Cason Campbell | Nicole Conard v Mya Bui | Abbigal Hatton v Paula Rives | Brandon French v Christopher Crouch,MWWM,M,1
S2,Carolina Hogs,Las Vegas Night Owls,0.1836,0.8164,-4.407,3.989,6.295,Darrian Young v Roscoe Bellamy | Nicole Conard v Chao Yi Wang | Abbigal Hatton v Callie Smith | Brandon French v Clayton Powell,MWWM,M,1
S2,Carolina Hogs,Los Angeles Mad Drops,0.0757,0.9243,-6.874,3.610,7.733,Darrian Young v Ben Johns | Nicole Conard v Catherine Parenteau | Abbigal Hatton v Jade Kawamoto | Brandon French v Max Freeman,MWWM,M,1
S2,Carolina Hogs,Miami Pickleball Club,0.1971,0.8029,-4.279,3.980,6.306,Darrian Young v Dylan Frazier | Nicole Conard v Isabella Dunlap | Abbigal Hatton v Estee Widdershoven | Brandon French v Yuta Funemizu,MWWM,M,1
S2,Carolina Hogs,New Jersey 5s,0.0402,0.9598,-8.274,3.230,8.755,Nicole Conard v Anna Leigh Waters | Darrian Young v Noe Khlif | Abbigal Hatton v Jorja Johnson | Brandon French v Will Howells,WMWM,W,1
S2,Carolina Hogs,Orlando Squeeze,0.1377,0.8623,-5.574,3.617,7.042,Darrian Young v Federico Staksrud | Brandon French v Jack Sock | Nicole Conard v Milan Rane | Abbigal Hatton v Alex Walker,MMWW,M,0
S2,Carolina Hogs,Palm Beach Royals,0.1616,0.8384,-4.858,3.950,6.556,Nicole Conard v Tina Pisnik | Darrian Young v Tyson McGuffin | Abbigal Hatton v Sofia Sewing | Brandon French v Dekel Bar,WMWM,W,1
S2,Carolina Hogs,Phoenix Flames,0.2831,0.7169,-2.893,4.262,5.719,Darrian Young v Camden Chaffin | Nicole Conard v Daria Walczak | Abbigal Hatton v Alexa Schull | Brandon French v Jonathan Truong,MWWM,M,1
S2,Carolina Hogs,SoCal Hard Eights,0.3091,0.6909,-2.396,4.428,5.449,Darrian Young v Armaan Bhatia | Nicole Conard v Cailyn Campbell | Abbigal Hatton v Meghan Dizon | Brandon French v Will Mackinnon,MWWM,M,1
S2,Carolina Hogs,St. Louis Shock,0.0606,0.9394,-7.396,3.463,8.096,Nicole Conard v Kate Fahey | Abbigal Hatton v Anna Bright | Darrian Young v Hayden Patriquin | Brandon French v Gabriel Tardio,WWMM,W,2
S2,Carolina Hogs,Texas Ranchers,0.0945,0.9055,-6.298,3.709,7.343,Nicole Conard v Lea Jansen | Abbigal Hatton v Kaitlyn Christian | Darrian Young v Eric Oncins | Brandon French v Nicolas Acevedo,WWMM,W,2
S2,Carolina Hogs,Utah Black Diamonds,0.1756,0.8244,-4.708,3.860,6.532,Darrian Young v Connor Garnett | Nicole Conard v Victoria Dimuzio | Abbigal Hatton v Etta Tuionetoa | Brandon French v Yuta Funemizu,MWWM,M,1
S2,Chicago Slice,Atlanta Bouncers,0.3380,0.6620,-2.161,4.365,5.493,Zane Navratil v Jaume Martinez Vich | Elsie Hendershot v Mari Humberg | John Lucian Goins v Jay Devilliers | Ting Chieh Wei v Jessie Irvine,MWMW,M,1
S2,Chicago Slice,Bay Area Breakers,0.5076,0.4924,-0.129,4.642,5.047,Elsie Hendershot v Kiora Kunimoto | Zane Navratil v Blaine Hovenier | Ting Chieh Wei v Ella Yeh | John Lucian Goins v Len Yang,WMWM,W,1
S2,Chicago Slice,Brooklyn Pickleball Team,0.3041,0.6959,-2.459,4.344,5.432,Elsie Hendershot v Jackie Kawamoto | Zane Navratil v Christopher Haworth | Ting Chieh Wei v Hannah Blatt | John Lucian Goins v Pesa Teoni,WMWM,W,1
S2,Chicago Slice,California Black Bears,0.3533,0.6467,-2.057,4.261,5.508,Elsie Hendershot v Sahra Dennehy | Zane Navratil v Pablo Tellez | Ting Chieh Wei v Zoey Weil | John Lucian Goins v Joseph Wild,WMWM,W,1
S2,Chicago Slice,Carolina Hogs,0.6501,0.3499,2.120,5.589,4.322,Elsie Hendershot v Abbigal Hatton | Zane Navratil v Brandon French | Ting Chieh Wei v Nicole Conard | John Lucian Goins v Darrian Young,WMWM,W,1
S2,Chicago Slice,Columbus Sliders,0.2602,0.7398,-3.420,3.918,6.001,Elsie Hendershot v Parris Todd | Ting Chieh Wei v Tyra Hurricane Black | Zane Navratil v Andrei Daescu | John Lucian Goins v CJ Klinger,WWMM,W,2
S2,Chicago Slice,Dallas Flash,0.4345,0.5655,-0.837,4.674,5.071,Elsie Hendershot v Alix Truong | Zane Navratil v JW Johnson | Ting Chieh Wei v Danni-Elle Townsend | John Lucian Goins v Augustus Ge,WMWM,W,1
S2,Chicago Slice,Florida Smash,0.6036,0.3964,1.411,5.305,4.516,Elsie Hendershot v Mya Bui | Zane Navratil v Cason Campbell | Ting Chieh Wei v Paula Rives | John Lucian Goins v Christopher Crouch,WMWM,W,1
S2,Chicago Slice,Las Vegas Night Owls,0.3356,0.6644,-2.120,4.359,5.393,Elsie Hendershot v Chao Yi Wang | Zane Navratil v Roscoe Bellamy | Ting Chieh Wei v Callie Smith | John Lucian Goins v Clayton Powell,WMWM,W,1
S2,Chicago Slice,Los Angeles Mad Drops,0.1708,0.8292,-4.781,3.818,6.553,Elsie Hendershot v Catherine Parenteau | Zane Navratil v Ben Johns | Ting Chieh Wei v Jade Kawamoto | John Lucian Goins v Max Freeman,WMWM,W,1
S2,Chicago Slice,Miami Pickleball Club,0.3546,0.6454,-1.926,4.389,5.395,Elsie Hendershot v Isabella Dunlap | Zane Navratil v Dylan Frazier | Ting Chieh Wei v Estee Widdershoven | John Lucian Goins v Yuta Funemizu,WMWM,W,1
S2,Chicago Slice,New Jersey 5s,0.1071,0.8929,-6.289,3.342,7.445,Elsie Hendershot v Anna Leigh Waters | Zane Navratil v Noe Khlif | Ting Chieh Wei v Jorja Johnson | John Lucian Goins v Will Howells,WMWM,W,1
S2,Chicago Slice,Orlando Squeeze,0.2631,0.7369,-3.210,4.154,5.839,Zane Navratil v Federico Staksrud | Elsie Hendershot v Milan Rane | John Lucian Goins v Jack Sock | Ting Chieh Wei v Alex Walker,MWMW,M,1
S2,Chicago Slice,Palm Beach Royals,0.3094,0.6906,-2.607,4.209,5.660,Elsie Hendershot v Tina Pisnik | Ting Chieh Wei v Sofia Sewing | Zane Navratil v Tyson McGuffin | John Lucian Goins v Dekel Bar,WWMM,W,2
S2,Chicago Slice,Phoenix Flames,0.4648,0.5352,-0.485,4.712,4.999,Elsie Hendershot v Daria Walczak | Zane Navratil v Camden Chaffin | Ting Chieh Wei v Alexa Schull | John Lucian Goins v Jonathan Truong,WMWM,W,1
S2,Chicago Slice,SoCal Hard Eights,0.4924,0.5076,-0.014,4.897,4.778,Elsie Hendershot v Cailyn Campbell | Zane Navratil v Armaan Bhatia | Ting Chieh Wei v Meghan Dizon | John Lucian Goins v Will Mackinnon,WMWM,W,1
S2,Chicago Slice,St. Louis Shock,0.1442,0.8558,-5.378,3.597,6.890,Elsie Hendershot v Kate Fahey | Ting Chieh Wei v Anna Bright | Zane Navratil v Hayden Patriquin | John Lucian Goins v Gabriel Tardio,WWMM,W,2
S2,Chicago Slice,Texas Ranchers,0.2030,0.7970,-4.208,3.885,6.269,Elsie Hendershot v Lea Jansen | Ting Chieh Wei v Kaitlyn Christian | Zane Navratil v Eric Oncins | John Lucian Goins v Nicolas Acevedo,WWMM,W,2
S2,Chicago Slice,Utah Black Diamonds,0.3203,0.6797,-2.330,4.358,5.481,Elsie Hendershot v Victoria Dimuzio | Zane Navratil v Connor Garnett | Ting Chieh Wei v Etta Tuionetoa | John Lucian Goins v Yuta Funemizu,WMWM,W,1
S2,Columbus Sliders,Atlanta Bouncers,0.4965,0.5035,-0.022,4.851,4.828,CJ Klinger v Jaume Martinez Vich | Andrei Daescu v Jay Devilliers | Tyra Hurricane Black v Mari Humberg | Parris Todd v Jessie Irvine,MMWW,M,0
S2,Columbus Sliders,Bay Area Breakers,0.6856,0.3144,2.674,5.816,4.175,Tyra Hurricane Black v Kiora Kunimoto | CJ Klinger v Blaine Hovenier | Andrei Daescu v Len Yang | Parris Todd v Ella Yeh,WMMW,W,1
S2,Columbus Sliders,Brooklyn Pickleball Team,0.5275,0.4725,0.171,4.743,4.934,CJ Klinger v Christopher Haworth | Tyra Hurricane Black v Jackie Kawamoto | Andrei Daescu v Pesa Teoni | Parris Todd v Hannah Blatt,MWMW,M,1
S2,Columbus Sliders,California Black Bears,0.5517,0.4483,0.737,5.113,4.648,CJ Klinger v Pablo Tellez | Tyra Hurricane Black v Sahra Dennehy | Andrei Daescu v Joseph Wild | Parris Todd v Zoey Weil,MWMW,M,1
S2,Columbus Sliders,Carolina Hogs,0.8125,0.1875,4.488,6.455,4.037,CJ Klinger v Brandon French | Andrei Daescu v Darrian Young | Tyra Hurricane Black v Abbigal Hatton | Parris Todd v Nicole Conard,MMWW,M,0
S2,Columbus Sliders,Chicago Slice,0.6195,0.3805,1.611,5.336,4.455,CJ Klinger v John Lucian Goins | Andrei Daescu v Zane Navratil | Tyra Hurricane Black v Ting Chieh Wei | Parris Todd v Elsie Hendershot,MMWW,M,0
S2,Columbus Sliders,Dallas Flash,0.6158,0.3842,1.526,5.299,4.520,CJ Klinger v JW Johnson | Andrei Daescu v Augustus Ge | Tyra Hurricane Black v Alix Truong | Parris Todd v Danni-Elle Townsend,MMWW,M,0
S2,Columbus Sliders,Florida Smash,0.7656,0.2344,3.749,6.149,4.091,CJ Klinger v Cason Campbell | Andrei Daescu v Christopher Crouch | Tyra Hurricane Black v Mya Bui | Parris Todd v Paula Rives,MMWW,M,0
S2,Columbus Sliders,Las Vegas Night Owls,0.5566,0.4434,0.640,4.959,4.781,CJ Klinger v Roscoe Bellamy | Tyra Hurricane Black v Chao Yi Wang | Andrei Daescu v Clayton Powell | Parris Todd v Callie Smith,MWMW,M,1
S2,Columbus Sliders,Los Angeles Mad Drops,0.3374,0.6626,-2.261,4.262,5.582,CJ Klinger v Ben Johns | Tyra Hurricane Black v Catherine Parenteau | Andrei Daescu v Max Freeman | Parris Todd v Jade Kawamoto,MWMW,M,1
S2,Columbus Sliders,Miami Pickleball Club,0.5632,0.4368,0.766,5.030,4.732,CJ Klinger v Dylan Frazier | Tyra Hurricane Black v Isabella Dunlap | Andrei Daescu v Yuta Funemizu | Parris Todd v Estee Widdershoven,MWMW,M,1
S2,Columbus Sliders,New Jersey 5s,0.2137,0.7863,-4.009,3.972,6.178,Tyra Hurricane Black v Anna Leigh Waters | CJ Klinger v Noe Khlif | Andrei Daescu v Will Howells | Parris Todd v Jorja Johnson,WMMW,W,1
S2,Columbus Sliders,Orlando Squeeze,0.4076,0.5924,-1.156,4.549,5.081,CJ Klinger v Federico Staksrud | Andrei Daescu v Jack Sock | Tyra Hurricane Black v Milan Rane | Parris Todd v Alex Walker,MMWW,M,0
S2,Columbus Sliders,Palm Beach Royals,0.5155,0.4845,0.165,4.887,4.860,CJ Klinger v Tyson McGuffin | Tyra Hurricane Black v Tina Pisnik | Andrei Daescu v Dekel Bar | Parris Todd v Sofia Sewing,MWMW,M,1
S2,Columbus Sliders,Phoenix Flames,0.6668,0.3332,2.239,5.548,4.384,CJ Klinger v Camden Chaffin | Tyra Hurricane Black v Daria Walczak | Andrei Daescu v Jonathan Truong | Parris Todd v Alexa Schull,MWMW,M,1
S2,Columbus Sliders,SoCal Hard Eights,0.7127,0.2873,2.839,5.730,4.335,CJ Klinger v Armaan Bhatia | Tyra Hurricane Black v Cailyn Campbell | Parris Todd v Meghan Dizon | Andrei Daescu v Will Mackinnon,MWWM,M,1
S2,Columbus Sliders,St. Louis Shock,0.3031,0.6969,-2.671,4.262,5.686,Tyra Hurricane Black v Kate Fahey | CJ Klinger v Hayden Patriquin | Andrei Daescu v Gabriel Tardio | Parris Todd v Anna Bright,WMMW,W,1
S2,Columbus Sliders,Texas Ranchers,0.4013,0.5987,-1.322,4.539,5.250,CJ Klinger v Eric Oncins | Tyra Hurricane Black v Lea Jansen | Andrei Daescu v Nicolas Acevedo | Parris Todd v Kaitlyn Christian,MWMW,M,1
S2,Columbus Sliders,Utah Black Diamonds,0.5341,0.4659,0.301,4.835,4.898,CJ Klinger v Connor Garnett | Tyra Hurricane Black v Victoria Dimuzio | Andrei Daescu v Yuta Funemizu | Parris Todd v Etta Tuionetoa,MWMW,M,1
S2,Dallas Flash,Atlanta Bouncers,0.3762,0.6238,-1.745,4.388,5.444,Augustus Ge v Jaume Martinez Vich | Danni-Elle Townsend v Mari Humberg | JW Johnson v Jay Devilliers | Alix Truong v Jessie Irvine,MWMW,M,1
S2,Dallas Flash,Bay Area Breakers,0.5403,0.4597,0.389,4.868,4.876,Danni-Elle Townsend v Kiora Kunimoto | Augustus Ge v Blaine Hovenier | Alix Truong v Ella Yeh | JW Johnson v Len Yang,WMWM,W,1
S2,Dallas Flash,Brooklyn Pickleball Team,0.3401,0.6599,-2.021,4.424,5.343,Augustus Ge v Christopher Haworth | Danni-Elle Townsend v Jackie Kawamoto | Alix Truong v Hannah Blatt | JW Johnson v Pesa Teoni,MWWM,M,1
S2,Dallas Flash,California Black Bears,0.3847,0.6153,-1.552,4.464,5.313,Danni-Elle Townsend v Sahra Dennehy | Augustus Ge v Pablo Tellez | Alix Truong v Zoey Weil | JW Johnson v Joseph Wild,WMWM,W,1
S2,Dallas Flash,Carolina Hogs,0.6869,0.3131,2.605,5.735,4.259,Augustus Ge v Brandon French | Danni-Elle Townsend v Abbigal Hatton | Alix Truong v Nicole Conard | JW Johnson v Darrian Young,MWWM,M,1
S2,Dallas Flash,Chicago Slice,0.4845,0.5155,-0.227,4.792,4.943,Augustus Ge v John Lucian Goins | Danni-Elle Townsend v Ting Chieh Wei | JW Johnson v Zane Navratil | Alix Truong v Elsie Hendershot,MWMW,M,1
S2,Dallas Flash,Columbus Sliders,0.2828,0.7172,-3.009,4.098,5.811,Danni-Elle Townsend v Parris Todd | Alix Truong v Tyra Hurricane Black | Augustus Ge v Andrei Daescu | JW Johnson v CJ Klinger,WWMM,W,2
