scenario,team1,team2,t1_win_prob,t2_win_prob,exp_margin_t1,mov_if_t1_wins,mov_if_t2_wins,slot_order,slot_genders,slot1_gender,women_matches_top2
S2,Miami Pickleball Club,SoCal Hard Eights,0.5951,0.4049,1.382,5.347,4.447,Yuta Funemizu v Armaan Bhatia | Estee Widdershoven v Cailyn Campbell | Isabella Dunlap v Meghan Dizon | Dylan Frazier v Will Mackinnon,MWWM,M,1
S2,Miami Pickleball Club,St. Louis Shock,0.2158,0.7842,-4.060,3.955,6.266,Estee Widdershoven v Kate Fahey | Yuta Funemizu v Hayden Patriquin | Isabella Dunlap v Anna Bright | Dylan Frazier v Gabriel Tardio,WMWM,W,1
S2,Miami Pickleball Club,Texas Ranchers,0.2902,0.7098,-2.771,4.297,5.660,Estee Widdershoven v Lea Jansen | Yuta Funemizu v Eric Oncins | Isabella Dunlap v Kaitlyn Christian | Dylan Frazier v Nicolas Acevedo,WMWM,W,1
S2,Miami Pickleball Club,Utah Black Diamonds,0.4240,0.5760,-1.081,4.525,5.208,Yuta Funemizu v Connor Garnett | Estee Widdershoven v Victoria Dimuzio | Isabella Dunlap v Etta Tuionetoa | Dylan Frazier v Yuta Funemizu,MWWM,M,1
S2,New Jersey 5s,Atlanta Bouncers,0.7354,0.2646,3.409,6.088,4.036,Will Howells v Jaume Martinez Vich | Noe Khlif v Jay Devilliers | Jorja Johnson v Mari Humberg | Anna Leigh Waters v Jessie Irvine,MMWW,M,0
S2,New Jersey 5s,Bay Area Breakers,0.8642,0.1358,5.624,7.099,3.764,Jorja Johnson v Kiora Kunimoto | Will Howells v Blaine Hovenier | Noe Khlif v Len Yang | Anna Leigh Waters v Ella Yeh,WMMW,W,1
S2,New Jersey 5s,Brooklyn Pickleball Team,0.7442,0.2558,3.399,5.996,4.154,Will Howells v Christopher Haworth | Jorja Johnson v Jackie Kawamoto | Noe Khlif v Pesa Teoni | Anna Leigh Waters v Hannah Blatt,MWMW,M,1
S2,New Jersey 5s,California Black Bears,0.7706,0.2294,3.945,6.306,3.986,Jorja Johnson v Sahra Dennehy | Will Howells v Pablo Tellez | Noe Khlif v Joseph Wild | Anna Leigh Waters v Zoey Weil,WMMW,W,1
S2,New Jersey 5s,Carolina Hogs,0.9340,0.0660,7.427,8.201,3.527,Will Howells v Brandon French | Jorja Johnson v Abbigal Hatton | Noe Khlif v Darrian Young | Anna Leigh Waters v Nicole Conard,MWMW,M,1
S2,New Jersey 5s,Chicago Slice,0.8226,0.1774,4.865,6.730,3.786,Will Howells v John Lucian Goins | Jorja Johnson v Ting Chieh Wei | Noe Khlif v Zane Navratil | Anna Leigh Waters v Elsie Hendershot,MWMW,M,1
S2,New Jersey 5s,Columbus Sliders,0.7018,0.2982,2.682,5.670,4.350,Jorja Johnson v Parris Todd | Will Howells v Andrei Daescu | Noe Khlif v CJ Klinger | Anna Leigh Waters v Tyra Hurricane Black,WMMW,W,1
S2,New Jersey 5s,Dallas Flash,0.8247,0.1753,4.865,6.714,3.834,Will Howells v JW Johnson | Noe Khlif v Augustus Ge | Jorja Johnson v Alix Truong | Anna Leigh Waters v Danni-Elle Townsend,MMWW,M,0
S2,New Jersey 5s,Florida Smash,0.9098,0.0902,6.765,7.787,3.547,Will Howells v Cason Campbell | Jorja Johnson v Mya Bui | Noe Khlif v Christopher Crouch | Anna Leigh Waters v Paula Rives,MWMW,M,1
S2,New Jersey 5s,Las Vegas Night Owls,0.7697,0.2303,3.905,6.275,4.018,Will Howells v Roscoe Bellamy | Jorja Johnson v Chao Yi Wang | Noe Khlif v Clayton Powell | Anna Leigh Waters v Callie Smith,MWMW,M,1
S2,New Jersey 5s,Los Angeles Mad Drops,0.5729,0.4271,1.071,5.246,4.531,Will Howells v Ben Johns | Jorja Johnson v Catherine Parenteau | Noe Khlif v Max Freeman | Anna Leigh Waters v Jade Kawamoto,MWMW,M,1
S2,New Jersey 5s,Miami Pickleball Club,0.7758,0.2242,4.038,6.351,3.966,Will Howells v Dylan Frazier | Jorja Johnson v Isabella Dunlap | Noe Khlif v Yuta Funemizu | Anna Leigh Waters v Estee Widdershoven,MWMW,M,1
S2,New Jersey 5s,Orlando Squeeze,0.6532,0.3468,2.222,5.636,4.211,Will Howells v Federico Staksrud | Noe Khlif v Jack Sock | Jorja Johnson v Milan Rane | Anna Leigh Waters v Alex Walker,MMWW,M,0
S2,New Jersey 5s,Palm Beach Royals,0.7404,0.2596,3.482,6.123,4.054,Jorja Johnson v Tina Pisnik | Will Howells v Tyson McGuffin | Noe Khlif v Dekel Bar | Anna Leigh Waters v Sofia Sewing,WMMW,W,1
S2,New Jersey 5s,Phoenix Flames,0.8482,0.1518,5.397,7.030,3.725,Will Howells v Camden Chaffin | Jorja Johnson v Daria Walczak | Noe Khlif v Jonathan Truong | Anna Leigh Waters v Alexa Schull,MWMW,M,1
S2,New Jersey 5s,SoCal Hard Eights,0.8777,0.1223,5.954,7.304,3.730,Will Howells v Armaan Bhatia | Jorja Johnson v Cailyn Campbell | Noe Khlif v Will Mackinnon | Anna Leigh Waters v Meghan Dizon,MWMW,M,1
S2,New Jersey 5s,St. Louis Shock,0.5463,0.4537,0.541,4.965,4.786,Jorja Johnson v Kate Fahey | Will Howells v Hayden Patriquin | Noe Khlif v Gabriel Tardio | Anna Leigh Waters v Anna Bright,WMMW,W,1
S2,New Jersey 5s,Texas Ranchers,0.6460,0.3540,1.951,5.455,4.445,Jorja Johnson v Lea Jansen | Will Howells v Eric Oncins | Noe Khlif v Nicolas Acevedo | Anna Leigh Waters v Kaitlyn Christian,WMMW,W,1
S2,New Jersey 5s,Utah Black Diamonds,0.7530,0.2470,3.587,6.108,4.099,Will Howells v Connor Garnett | Jorja Johnson v Victoria Dimuzio | Noe Khlif v Yuta Funemizu | Anna Leigh Waters v Etta Tuionetoa,MWMW,M,1
S2,Orlando Squeeze,Atlanta Bouncers,0.5430,0.4570,0.532,4.998,4.774,Alex Walker v Mari Humberg | Jack Sock v Jaume Martinez Vich | Milan Rane v Jessie Irvine | Federico Staksrud v Jay Devilliers,WMWM,W,1
S2,Orlando Squeeze,Bay Area Breakers,0.6919,0.3081,2.381,5.448,4.506,Alex Walker v Kiora Kunimoto | Milan Rane v Ella Yeh | Jack Sock v Blaine Hovenier | Federico Staksrud v Len Yang,WWMM,W,2
S2,Orlando Squeeze,Brooklyn Pickleball Team,0.4995,0.5005,0.107,4.939,4.715,Alex Walker v Jackie Kawamoto | Jack Sock v Christopher Haworth | Milan Rane v Hannah Blatt | Federico Staksrud v Pesa Teoni,WMWM,W,1
S2,Orlando Squeeze,California Black Bears,0.5430,0.4570,0.459,4.892,4.809,Alex Walker v Sahra Dennehy | Milan Rane v Zoey Weil | Jack Sock v Pablo Tellez | Federico Staksrud v Joseph Wild,WWMM,W,2
S2,Orlando Squeeze,Carolina Hogs,0.8168,0.1832,4.674,6.600,3.908,Alex Walker v Abbigal Hatton | Milan Rane v Nicole Conard | Jack Sock v Brandon French | Federico Staksrud v Darrian Young,WWMM,W,2
S2,Orlando Squeeze,Chicago Slice,0.6524,0.3476,2.006,5.449,4.457,Alex Walker v Ting Chieh Wei | Jack Sock v John Lucian Goins | Milan Rane v Elsie Hendershot | Federico Staksrud v Zane Navratil,WMWM,W,1
S2,Orlando Squeeze,Columbus Sliders,0.4293,0.5707,-1.056,4.432,5.184,Alex Walker v Parris Todd | Milan Rane v Tyra Hurricane Black | Jack Sock v Andrei Daescu | Federico Staksrud v CJ Klinger,WWMM,W,2
S2,Orlando Squeeze,Dallas Flash,0.6395,0.3605,1.856,5.419,4.463,Alex Walker v Alix Truong | Jack Sock v JW Johnson | Milan Rane v Danni-Elle Townsend | Federico Staksrud v Augustus Ge,WMWM,W,1
S2,Orlando Squeeze,Florida Smash,0.7832,0.2168,4.029,6.271,4.072,Alex Walker v Mya Bui | Jack Sock v Cason Campbell | Milan Rane v Paula Rives | Federico Staksrud v Christopher Crouch,WMWM,W,1
S2,Orlando Squeeze,Las Vegas Night Owls,0.5336,0.4664,0.468,4.980,4.695,Alex Walker v Chao Yi Wang | Milan Rane v Callie Smith | Jack Sock v Roscoe Bellamy | Federico Staksrud v Clayton Powell,WWMM,W,2
S2,Orlando Squeeze,Los Angeles Mad Drops,0.3238,0.6762,-2.395,4.245,5.574,Alex Walker v Catherine Parenteau | Milan Rane v Jade Kawamoto | Jack Sock v Ben Johns | Federico Staksrud v Max Freeman,WWMM,W,2
S2,Orlando Squeeze,Miami Pickleball Club,0.5533,0.4467,0.684,5.033,4.702,Alex Walker v Isabella Dunlap | Milan Rane v Estee Widdershoven | Jack Sock v Dylan Frazier | Federico Staksrud v Yuta Funemizu,WWMM,W,2
S2,Orlando Squeeze,New Jersey 5s,0.2214,0.7786,-4.136,3.662,6.353,Alex Walker v Anna Leigh Waters | Milan Rane v Jorja Johnson | Jack Sock v Noe Khlif | Federico Staksrud v Will Howells,WWMM,W,2
S2,Orlando Squeeze,Palm Beach Royals,0.4883,0.5117,-0.164,4.791,4.892,Alex Walker v Tina Pisnik | Milan Rane v Sofia Sewing | Jack Sock v Tyson McGuffin | Federico Staksrud v Dekel Bar,WWMM,W,2
S2,Orlando Squeeze,Phoenix Flames,0.6593,0.3407,2.110,5.483,4.418,Alex Walker v Daria Walczak | Milan Rane v Alexa Schull | Jack Sock v Camden Chaffin | Federico Staksrud v Jonathan Truong,WWMM,W,2
S2,Orlando Squeeze,SoCal Hard Eights,0.6728,0.3272,2.443,5.686,4.227,Alex Walker v Cailyn Campbell | Milan Rane v Meghan Dizon | Jack Sock v Armaan Bhatia | Federico Staksrud v Will Mackinnon,WWMM,W,2
S2,Orlando Squeeze,St. Louis Shock,0.2761,0.7239,-3.144,3.978,5.860,Alex Walker v Kate Fahey | Milan Rane v Anna Bright | Jack Sock v Hayden Patriquin | Federico Staksrud v Gabriel Tardio,WWMM,W,2
S2,Orlando Squeeze,Texas Ranchers,0.3580,0.6420,-1.880,4.345,5.351,Alex Walker v Lea Jansen | Milan Rane v Kaitlyn Christian | Jack Sock v Eric Oncins | Federico Staksrud v Nicolas Acevedo,WWMM,W,2
S2,Orlando Squeeze,Utah Black Diamonds,0.5202,0.4798,0.304,4.965,4.750,Alex Walker v Victoria Dimuzio | Milan Rane v Etta Tuionetoa | Jack Sock v Connor Garnett | Federico Staksrud v Yuta Funemizu,WWMM,W,2
S2,Palm Beach Royals,Atlanta Bouncers,0.4760,0.5240,-0.430,4.663,5.056,Dekel Bar v Jaume Martinez Vich | Tyson McGuffin v Jay Devilliers | Sofia Sewing v Mari Humberg | Tina Pisnik v Jessie Irvine,MMWW,M,0
S2,Palm Beach Royals,Bay Area Breakers,0.6558,0.3442,2.120,5.536,4.389,Sofia Sewing v Kiora Kunimoto | Dekel Bar v Blaine Hovenier | Tyson McGuffin v Len Yang | Tina Pisnik v Ella Yeh,WMMW,W,1
S2,Palm Beach Royals,Brooklyn Pickleball Team,0.4765,0.5235,-0.454,4.606,5.060,Dekel Bar v Christopher Haworth | Sofia Sewing v Jackie Kawamoto | Tina Pisnik v Hannah Blatt | Tyson McGuffin v Pesa Teoni,MWWM,M,1
S2,Palm Beach Royals,California Black Bears,0.5106,0.4894,0.155,4.924,4.821,Dekel Bar v Pablo Tellez | Sofia Sewing v Sahra Dennehy | Tina Pisnik v Zoey Weil | Tyson McGuffin v Joseph Wild,MWWM,M,1
S2,Palm Beach Royals,Carolina Hogs,0.7959,0.2041,4.064,6.185,4.208,Dekel Bar v Brandon French | Sofia Sewing v Abbigal Hatton | Tyson McGuffin v Darrian Young | Tina Pisnik v Nicole Conard,MWMW,M,1
S2,Palm Beach Royals,Chicago Slice,0.6022,0.3978,1.243,5.139,4.654,Dekel Bar v John Lucian Goins | Tyson McGuffin v Zane Navratil | Sofia Sewing v Ting Chieh Wei | Tina Pisnik v Elsie Hendershot,MMWW,M,0
S2,Palm Beach Royals,Columbus Sliders,0.4125,0.5875,-1.171,4.566,5.199,Sofia Sewing v Parris Todd | Dekel Bar v Andrei Daescu | Tina Pisnik v Tyra Hurricane Black | Tyson McGuffin v CJ Klinger,WMWM,W,1
S2,Palm Beach Royals,Dallas Flash,0.5959,0.4041,1.118,5.082,4.727,Dekel Bar v JW Johnson | Tyson McGuffin v Augustus Ge | Sofia Sewing v Alix Truong | Tina Pisnik v Danni-Elle Townsend,MMWW,M,0
S2,Palm Beach Royals,Florida Smash,0.7487,0.2513,3.354,5.912,4.265,Dekel Bar v Cason Campbell | Sofia Sewing v Mya Bui | Tyson McGuffin v Christopher Crouch | Tina Pisnik v Paula Rives,MWMW,M,1
S2,Palm Beach Royals,Las Vegas Night Owls,0.5025,0.4975,-0.003,4.827,4.882,Dekel Bar v Roscoe Bellamy | Sofia Sewing v Chao Yi Wang | Tina Pisnik v Callie Smith | Tyson McGuffin v Clayton Powell,MWWM,M,1
S2,Palm Beach Royals,Los Angeles Mad Drops,0.2983,0.7017,-2.842,4.133,5.806,Dekel Bar v Ben Johns | Sofia Sewing v Catherine Parenteau | Tina Pisnik v Jade Kawamoto | Tyson McGuffin v Max Freeman,MWWM,M,1
S2,Palm Beach Royals,Miami Pickleball Club,0.5229,0.4771,0.186,4.836,4.910,Dekel Bar v Dylan Frazier | Sofia Sewing v Isabella Dunlap | Tina Pisnik v Estee Widdershoven | Tyson McGuffin v Yuta Funemizu,MWWM,M,1
S2,Palm Beach Royals,New Jersey 5s,0.1896,0.8104,-4.546,3.787,6.495,Sofia Sewing v Anna Leigh Waters | Dekel Bar v Noe Khlif | Tyson McGuffin v Will Howells | Tina Pisnik v Jorja Johnson,WMMW,W,1
S2,Palm Beach Royals,Orlando Squeeze,0.3891,0.6109,-1.542,4.391,5.321,Dekel Bar v Federico Staksrud | Tyson McGuffin v Jack Sock | Sofia Sewing v Milan Rane | Tina Pisnik v Alex Walker,MMWW,M,0
S2,Palm Beach Royals,Phoenix Flames,0.6317,0.3683,1.682,5.318,4.555,Dekel Bar v Camden Chaffin | Sofia Sewing v Daria Walczak | Tina Pisnik v Alexa Schull | Tyson McGuffin v Jonathan Truong,MWWM,M,1
S2,Palm Beach Royals,SoCal Hard Eights,0.6599,0.3401,2.183,5.555,4.360,Dekel Bar v Armaan Bhatia | Sofia Sewing v Cailyn Campbell | Tina Pisnik v Meghan Dizon | Tyson McGuffin v Will Mackinnon,MWWM,M,1
S2,Palm Beach Royals,St. Louis Shock,0.2642,0.7358,-3.283,4.122,5.943,Sofia Sewing v Kate Fahey | Dekel Bar v Hayden Patriquin | Tina Pisnik v Anna Bright | Tyson McGuffin v Gabriel Tardio,WMWM,W,1
S2,Palm Beach Royals,Texas Ranchers,0.3474,0.6526,-1.962,4.473,5.387,Dekel Bar v Eric Oncins | Sofia Sewing v Lea Jansen | Tina Pisnik v Kaitlyn Christian | Tyson McGuffin v Nicolas Acevedo,MWWM,M,1
S2,Palm Beach Royals,Utah Black Diamonds,0.4909,0.5091,-0.292,4.661,5.069,Dekel Bar v Connor Garnett | Sofia Sewing v Victoria Dimuzio | Tina Pisnik v Etta Tuionetoa | Tyson McGuffin v Yuta Funemizu,MWWM,M,1
S2,Phoenix Flames,Atlanta Bouncers,0.3264,0.6736,-2.454,4.200,5.679,Jonathan Truong v Jaume Martinez Vich | Camden Chaffin v Jay Devilliers | Alexa Schull v Mari Humberg | Daria Walczak v Jessie Irvine,MMWW,M,0
S2,Phoenix Flames,Bay Area Breakers,0.4970,0.5030,-0.131,4.761,4.964,Alexa Schull v Kiora Kunimoto | Jonathan Truong v Blaine Hovenier | Daria Walczak v Ella Yeh | Camden Chaffin v Len Yang,WMWM,W,1
S2,Phoenix Flames,Brooklyn Pickleball Team,0.3118,0.6882,-2.577,4.162,5.631,Jonathan Truong v Christopher Haworth | Alexa Schull v Jackie Kawamoto | Daria Walczak v Hannah Blatt | Camden Chaffin v Pesa Teoni,MWWM,M,1
S2,Phoenix Flames,California Black Bears,0.3447,0.6553,-2.048,4.392,5.435,Alexa Schull v Sahra Dennehy | Jonathan Truong v Pablo Tellez | Daria Walczak v Zoey Weil | Camden Chaffin v Joseph Wild,WMWM,W,1
S2,Phoenix Flames,Carolina Hogs,0.6554,0.3446,1.977,5.394,4.521,Jonathan Truong v Brandon French | Alexa Schull v Abbigal Hatton | Daria Walczak v Nicole Conard | Camden Chaffin v Darrian Young,MWWM,M,1
S2,Phoenix Flames,Chicago Slice,0.4365,0.5635,-0.908,4.567,5.150,Jonathan Truong v John Lucian Goins | Alexa Schull v Ting Chieh Wei | Camden Chaffin v Zane Navratil | Daria Walczak v Elsie Hendershot,MWMW,M,1
S2,Phoenix Flames,Columbus Sliders,0.2618,0.7382,-3.355,4.043,5.979,Alexa Schull v Parris Todd | Jonathan Truong v Andrei Daescu | Daria Walczak v Tyra Hurricane Black | Camden Chaffin v CJ Klinger,WMWM,W,1
S2,Phoenix Flames,Dallas Flash,0.4334,0.5666,-1.012,4.517,5.240,Jonathan Truong v JW Johnson | Alexa Schull v Alix Truong | Camden Chaffin v Augustus Ge | Daria Walczak v Danni-Elle Townsend,MWMW,M,1
S2,Phoenix Flames,Florida Smash,0.5992,0.4008,1.240,5.172,4.639,Jonathan Truong v Cason Campbell | Alexa Schull v Mya Bui | Camden Chaffin v Christopher Crouch | Daria Walczak v Paula Rives,MWMW,M,1
S2,Phoenix Flames,Las Vegas Night Owls,0.3351,0.6649,-2.154,4.361,5.438,Jonathan Truong v Roscoe Bellamy | Alexa Schull v Chao Yi Wang | Daria Walczak v Callie Smith | Camden Chaffin v Clayton Powell,MWWM,M,1
S2,Phoenix Flames,Los Angeles Mad Drops,0.1682,0.8318,-4.844,3.836,6.599,Jonathan Truong v Ben Johns | Alexa Schull v Catherine Parenteau | Daria Walczak v Jade Kawamoto | Camden Chaffin v Max Freeman,MWWM,M,1
S2,Phoenix Flames,Miami Pickleball Club,0.3536,0.6464,-1.986,4.360,5.459,Jonathan Truong v Dylan Frazier | Alexa Schull v Isabella Dunlap | Daria Walczak v Estee Widdershoven | Camden Chaffin v Yuta Funemizu,MWWM,M,1
S2,Phoenix Flames,New Jersey 5s,0.0992,0.9008,-6.414,3.436,7.499,Alexa Schull v Anna Leigh Waters | Jonathan Truong v Noe Khlif | Daria Walczak v Jorja Johnson | Camden Chaffin v Will Howells,WMWM,W,1
S2,Phoenix Flames,Orlando Squeeze,0.2515,0.7485,-3.499,3.995,6.018,Jonathan Truong v Federico Staksrud | Camden Chaffin v Jack Sock | Alexa Schull v Milan Rane | Daria Walczak v Alex Walker,MMWW,M,0
S2,Phoenix Flames,Palm Beach Royals,0.3036,0.6964,-2.603,4.311,5.617,Jonathan Truong v Tyson McGuffin | Alexa Schull v Tina Pisnik | Daria Walczak v Sofia Sewing | Camden Chaffin v Dekel Bar,MWWM,M,1
S2,Phoenix Flames,SoCal Hard Eights,0.4917,0.5083,-0.001,4.940,4.781,Jonathan Truong v Armaan Bhatia | Alexa Schull v Cailyn Campbell | Daria Walczak v Meghan Dizon | Camden Chaffin v Will Mackinnon,MWWM,M,1
S2,Phoenix Flames,St. Louis Shock,0.1477,0.8523,-5.331,3.717,6.898,Alexa Schull v Kate Fahey | Jonathan Truong v Hayden Patriquin | Daria Walczak v Anna Bright | Camden Chaffin v Gabriel Tardio,WMWM,W,1
S2,Phoenix Flames,Texas Ranchers,0.2081,0.7919,-4.102,4.018,6.236,Alexa Schull v Lea Jansen | Jonathan Truong v Eric Oncins | Daria Walczak v Kaitlyn Christian | Camden Chaffin v Nicolas Acevedo,WMWM,W,1
S2,Phoenix Flames,Utah Black Diamonds,0.3243,0.6757,-2.450,4.215,5.648,Jonathan Truong v Connor Garnett | Alexa Schull v Victoria Dimuzio | Daria Walczak v Etta Tuionetoa | Camden Chaffin v Yuta Funemizu,MWWM,M,1
S2,SoCal Hard Eights,Atlanta Bouncers,0.2801,0.7199,-3.240,3.903,6.019,Will Mackinnon v Jaume Martinez Vich | Armaan Bhatia v Jay Devilliers | Meghan Dizon v Mari Humberg | Cailyn Campbell v Jessie Irvine,MMWW,M,0
S2,SoCal Hard Eights,Bay Area Breakers,0.4415,0.5585,-0.790,4.638,5.082,Will Mackinnon v Blaine Hovenier | Meghan Dizon v Kiora Kunimoto | Cailyn Campbell v Ella Yeh | Armaan Bhatia v Len Yang,MWWM,M,1
S2,SoCal Hard Eights,Brooklyn Pickleball Team,0.2782,0.7218,-3.219,3.878,5.954,Will Mackinnon v Christopher Haworth | Meghan Dizon v Jackie Kawamoto | Cailyn Campbell v Hannah Blatt | Armaan Bhatia v Pesa Teoni,MWWM,M,1
S2,SoCal Hard Eights,California Black Bears,0.3018,0.6982,-2.767,4.136,5.752,Will Mackinnon v Pablo Tellez | Meghan Dizon v Sahra Dennehy | Cailyn Campbell v Zoey Weil | Armaan Bhatia v Joseph Wild,MWWM,M,1
S2,SoCal Hard Eights,Carolina Hogs,0.6131,0.3869,1.194,4.992,4.825,Will Mackinnon v Brandon French | Meghan Dizon v Abbigal Hatton | Cailyn Campbell v Nicole Conard | Armaan Bhatia v Darrian Young,MWWM,M,1
S2,SoCal Hard Eights,Chicago Slice,0.3957,0.6043,-1.630,4.241,5.475,Will Mackinnon v John Lucian Goins | Meghan Dizon v Ting Chieh Wei | Armaan Bhatia v Zane Navratil | Cailyn Campbell v Elsie Hendershot,MWMW,M,1
S2,SoCal Hard Eights,Columbus Sliders,0.2161,0.7839,-3.920,4.054,6.119,Will Mackinnon v Andrei Daescu | Meghan Dizon v Parris Todd | Cailyn Campbell v Tyra Hurricane Black | Armaan Bhatia v CJ Klinger,MWWM,M,1
S2,SoCal Hard Eights,Dallas Flash,0.3887,0.6113,-1.779,4.192,5.576,Will Mackinnon v JW Johnson | Armaan Bhatia v Augustus Ge | Meghan Dizon v Alix Truong | Cailyn Campbell v Danni-Elle Townsend,MMWW,M,0
S2,SoCal Hard Eights,Florida Smash,0.5563,0.4437,0.470,4.790,4.946,Will Mackinnon v Cason Campbell | Meghan Dizon v Mya Bui | Armaan Bhatia v Christopher Crouch | Cailyn Campbell v Paula Rives,MWMW,M,1
S2,SoCal Hard Eights,Las Vegas Night Owls,0.2972,0.7028,-2.864,4.053,5.788,Will Mackinnon v Roscoe Bellamy | Meghan Dizon v Chao Yi Wang | Cailyn Campbell v Callie Smith | Armaan Bhatia v Clayton Powell,MWWM,M,1
S2,SoCal Hard Eights,Los Angeles Mad Drops,0.1427,0.8573,-5.485,3.580,6.994,Will Mackinnon v Ben Johns | Meghan Dizon v Catherine Parenteau | Cailyn Campbell v Jade Kawamoto | Armaan Bhatia v Max Freeman,MWWM,M,1
S2,SoCal Hard Eights,Miami Pickleball Club,0.3140,0.6860,-2.716,4.051,5.815,Will Mackinnon v Dylan Frazier | Meghan Dizon v Isabella Dunlap | Cailyn Campbell v Estee Widdershoven | Armaan Bhatia v Yuta Funemizu,MWWM,M,1
S2,SoCal Hard Eights,New Jersey 5s,0.0752,0.9248,-6.873,3.504,7.717,Meghan Dizon v Anna Leigh Waters | Will Mackinnon v Noe Khlif | Cailyn Campbell v Jorja Johnson | Armaan Bhatia v Will Howells,WMWM,W,1
S2,SoCal Hard Eights,Orlando Squeeze,0.2130,0.7870,-4.206,3.722,6.352,Will Mackinnon v Federico Staksrud | Armaan Bhatia v Jack Sock | Meghan Dizon v Milan Rane | Cailyn Campbell v Alex Walker,MMWW,M,0
S2,SoCal Hard Eights,Palm Beach Royals,0.2656,0.7344,-3.342,4.007,6.000,Will Mackinnon v Tyson McGuffin | Meghan Dizon v Tina Pisnik | Cailyn Campbell v Sofia Sewing | Armaan Bhatia v Dekel Bar,MWWM,M,1
S2,SoCal Hard Eights,Phoenix Flames,0.4174,0.5826,-1.281,4.392,5.346,Will Mackinnon v Camden Chaffin | Meghan Dizon v Daria Walczak | Cailyn Campbell v Alexa Schull | Armaan Bhatia v Jonathan Truong,MWWM,M,1
S2,SoCal Hard Eights,St. Louis Shock,0.1172,0.8828,-5.863,3.714,7.135,Will Mackinnon v Hayden Patriquin | Meghan Dizon v Kate Fahey | Cailyn Campbell v Anna Bright | Armaan Bhatia v Gabriel Tardio,MWWM,M,1
S2,SoCal Hard Eights,Texas Ranchers,0.1739,0.8261,-4.746,3.854,6.556,Will Mackinnon v Eric Oncins | Meghan Dizon v Lea Jansen | Cailyn Campbell v Kaitlyn Christian | Armaan Bhatia v Nicolas Acevedo,MWWM,M,1
S2,SoCal Hard Eights,Utah Black Diamonds,0.2874,0.7126,-3.146,3.922,5.997,Will Mackinnon v Connor Garnett | Meghan Dizon v Victoria Dimuzio | Cailyn Campbell v Etta Tuionetoa | Armaan Bhatia v Yuta Funemizu,MWWM,M,1
S2,St. Louis Shock,Atlanta Bouncers,0.6696,0.3304,2.369,5.654,4.288,Gabriel Tardio v Jaume Martinez Vich | Hayden Patriquin v Jay Devilliers | Anna Bright v Mari Humberg | Kate Fahey v Jessie Irvine,MMWW,M,0
S2,St. Louis Shock,Bay Area Breakers,0.8295,0.1705,4.978,6.786,3.815,Anna Bright v Kiora Kunimoto | Gabriel Tardio v Blaine Hovenier | Hayden Patriquin v Len Yang | Kate Fahey v Ella Yeh,WMMW,W,1
S2,St. Louis Shock,Brooklyn Pickleball Team,0.7004,0.2996,2.574,5.572,4.434,Gabriel Tardio v Christopher Haworth | Anna Bright v Jackie Kawamoto | Hayden Patriquin v Pesa Teoni | Kate Fahey v Hannah Blatt,MWMW,M,1
S2,St. Louis Shock,California Black Bears,0.7238,0.2762,3.179,5.972,4.139,Gabriel Tardio v Pablo Tellez | Anna Bright v Sahra Dennehy | Hayden Patriquin v Joseph Wild | Kate Fahey v Zoey Weil,MWMW,M,1
S2,St. Louis Shock,Carolina Hogs,0.9090,0.0910,6.613,7.648,3.713,Gabriel Tardio v Brandon French | Hayden Patriquin v Darrian Young | Anna Bright v Abbigal Hatton | Kate Fahey v Nicole Conard,MMWW,M,0
S2,St. Louis Shock,Chicago Slice,0.7740,0.2260,3.954,6.279,4.009,Gabriel Tardio v John Lucian Goins | Hayden Patriquin v Zane Navratil | Anna Bright v Ting Chieh Wei | Kate Fahey v Elsie Hendershot,MMWW,M,0
S2,St. Louis Shock,Columbus Sliders,0.6444,0.3556,1.910,5.431,4.470,Anna Bright v Parris Todd | Gabriel Tardio v Andrei Daescu | Hayden Patriquin v CJ Klinger | Kate Fahey v Tyra Hurricane Black,WMMW,W,1
S2,St. Louis Shock,Dallas Flash,0.7713,0.2287,3.878,6.232,4.062,Gabriel Tardio v JW Johnson | Hayden Patriquin v Augustus Ge | Anna Bright v Alix Truong | Kate Fahey v Danni-Elle Townsend,MMWW,M,0
S2,St. Louis Shock,Florida Smash,0.8794,0.1206,5.949,7.277,3.740,Gabriel Tardio v Cason Campbell | Hayden Patriquin v Christopher Crouch | Anna Bright v Mya Bui | Kate Fahey v Paula Rives,MMWW,M,0
S2,St. Louis Shock,Las Vegas Night Owls,0.7269,0.2731,3.064,5.826,4.287,Gabriel Tardio v Roscoe Bellamy | Anna Bright v Chao Yi Wang | Hayden Patriquin v Clayton Powell | Kate Fahey v Callie Smith,MWMW,M,1
S2,St. Louis Shock,Los Angeles Mad Drops,0.5170,0.4830,0.168,4.879,4.874,Gabriel Tardio v Ben Johns | Anna Bright v Catherine Parenteau | Hayden Patriquin v Max Freeman | Kate Fahey v Jade Kawamoto,MWMW,M,1
S2,St. Louis Shock,Miami Pickleball Club,0.7330,0.2670,3.192,5.895,4.230,Gabriel Tardio v Dylan Frazier | Anna Bright v Isabella Dunlap | Hayden Patriquin v Yuta Funemizu | Kate Fahey v Estee Widdershoven,MWMW,M,1
