p1_name,p2_name,chem_logit_mean,chem_logit_sd
Eric Oncins,Jackie Kawamoto,-0.001,0.0527
Hannah Blatt,Donald Young,0.005,0.0493
Connor Mogle,Pesa Teoni,0.0001,0.0509
Christopher Crouch,Rafael Lenhard,-0.0005,0.0534
Andrea Koop,Albie Huang,0.0003,0.0505
George Rangelov,Ava Ignatowich,0.0033,0.0528
Kate Fahey,Lacy Schneemann,-0.0233,0.0496
Christa Gecheva,Lina Padegimaite,-0.0043,0.0524
Milan Rane,Tina Pisnik,-0.0045,0.052
Lingwei Kong,Jalina Ingram,0.0006,0.0511
Allison Phillips,Marcela Aguila Ampon,0.0017,0.0522
Hannah Blatt,Olivia McMillan,0.0043,0.0525
Zoey Weil,Lauren Stratman,0.0042,0.0492
Jonathan Truong,Wyatt Stone,0.007,0.0498
Ting Chieh Wei,Allyce Jones,0.0112,0.0508
Chloe Igleski,Cailyn Campbell,-0.0024,0.0489
Parris Todd,Alix Truong,-0.0008,0.0516
Collin Johns,Jaume Martinez Vich,0.002,0.0505
Zane Navratil,Donald Young,-0.0001,0.0528
Emma Nelson,Mari Humberg,0.0016,0.0505
Zoeya Khan,Mehvish Safdar,-0.0013,0.0536
Tom Protzek,Tyler Loong,-0.0121,0.0523
Genie Bouchard,Pierina Imparato,-0.0042,0.0557
Rick Kurtz,Rikk Shimizu,-0.0114,0.0524
James Kaoma,Florencia Rossi Luqur,0.0071,0.0499
Duncan Mulenga Jr.,Christina Jordan,-0.0017,0.0531
Trevor Machek,Elyssar Medawar,-0.0011,0.0492
Billy Buchhauser,Alison Brown,-0.0043,0.0517
Jonah Karczmer,Kelly Goodnow,0.0009,0.0516
Austin Bachman,Alison Bruggeman,0.0001,0.0504
Lexi Jensen,Eli Steiner,-0.001,0.0506
Janet Liu,Matt Burkhardt,-0.0046,0.0509
Trevor Machek,Robert Lees,0.0013,0.0494
Leah J,Maverick Messinger,0.0192,0.0514
Nick Petterson,Grayson Brandon,-0.0043,0.0543
Austin Bachman,Breaden Brooks,-0.0005,0.0532
Savanna Ticknor,Jace Morris,0.0093,0.0522
Amelia J,Jaxon Thomas,0.0005,0.0524
Natalia Simson,Karina Lam,-0.0002,0.0509
Leah J,Aline Morales,0.0049,0.0498
Jayda Maldonado,Ethan Bakalinsky,0.0143,0.051
Jackson Ayotte,Ciara Kelly,-0.0014,0.0533
Hannah Pardus,Khalijawan Barber,-0.0014,0.0499
Zach Gonnering,Chloe Diskin,-0.0097,0.0498
Eduardo Santini Ayon,Chelsea Purcell,0.0009,0.049
William Hsieh,Dan Nguyen,0.0013,0.0522
Evan Zoeteman,Matthew Fisher,0.0042,0.0505
Hayden Rand,Dave Conley,-0.0088,0.0529
Jaden Lam,James Kaoma,-0.0036,0.0548
Brayden Nguyen,Keaten Kappes,0.0058,0.0491
E. Elenga Satuala,Jacob Bolkowy,-0.01,0.0522
Daniel Traxler,Miles Hoover,-0.0112,0.0484
Cadell Traya,Sunny Krittayaweth,0.0045,0.0497
Beau Martin,George Yang,-0.0002,0.0525
Daniel Byun,Matt Burkhardt,-0.0115,0.0528
Kadin Metzner,Jerry Worsham,-0.0035,0.054
Courtenay Leonard,Marissa Lucero,-0.0051,0.0501
Zach Gonnering,Eli Steiner,-0.0029,0.0528
Enrique Porchas,David Baca,-0.0024,0.0536
Joshua Cooperman,Chrissie Cruz,-0.0006,0.0514
Natalia Simson,Francis Chi,-0.0091,0.0494
Tomoko Taniguchi,Chelsea Purcell,-0.0037,0.0525
Riley Hanks,Alison Bruggeman,-0.0007,0.0519
Mark Whipple,Ryan Eveloff,-0.0038,0.0514
Savanna Ticknor,Olivia Phillips,0.0016,0.0497
Evan Zoeteman,Melissa Ferger,0.0063,0.0509
Mike Radermacher,Laura Madison,-0.0056,0.0504
Victor Rodrigo,Sammy Lee,-0.0026,0.0505
Sam Angelo,Dana Raugust,-0.0054,0.0505
Jaden Lam,Karina Lam,-0.0019,0.0509
Jonah Karczmer,Luke G,-0.0009,0.053
Len Yang,Etienne Blaszkewycz,0.0097,0.0493
Eddy Kim,Blake Suard,-0.0041,0.0489
Ross Hopkins,Caden Salefsky,0.0004,0.0529
Carson Nguyen,Matthew Mead,-0.0052,0.0489
Ray Filardi,Kyle Morris,0.0038,0.0523
Pally Ray,Joshua Cooperman,-0.004,0.0518
Jacob Bolkowy,Connor Weeks,0.0023,0.0515
Chrissie Cruz,Laura Madison,0.0001,0.0495
Olivia Phillips,Jace Howard,-0.0034,0.0491
Rafa Hewett,Kaitlyn Christian,0.004,0.0516
Zoeya Khan,Juan Benitez,-0.0036,0.0523
AJ Koller,Etta Tuionetoa,-0.0039,0.0489
Victoria Dimuzio,John Lucian Goins,0.0011,0.0506
Jack Sock,Lacy Schneemann,0.0267,0.0498
Len Yang,Paula Rives,-0.0113,0.053
Ella Yeh,John Cincola,0.0057,0.0521
Connor Mogle,Andrew Caldarella,-0.0011,0.0488
Gabriel Joseph,Elsie Hendershot,0.011,0.0536
Blaine Hovenier,Genie Erokhina,0.0049,0.0494
Tama Shimabukuro,Marcela Aguila Ampon,-0.0,0.0505
Ting Chieh Wei,Michael Loyd,0.004,0.0506
Marshall Brown,Lina Padegimaite,-0.0042,0.0502
Daria Walczak,Camden Chaffin,-0.0072,0.0512
Ross Whittaker,Abbigal Hatton,0.0102,0.0523
Armaan Bhatia,Darrian Young,0.0079,0.053
Carlota Trevino,Dana Raugust,-0.0065,0.0498
Rachel Summers,Luc Pham,0.007,0.0515
Rafael Lenhard,Rachel Rettger,-0.0057,0.0523
Jade Rau,Christopher Crouch,0.0162,0.0495
Christopher Crouch,Marshall Brown,-0.012,0.0518
Sydney Sonday,Chloe Diskin,-0.0,0.05
Lucas Pascoe,Cleo Bond,-0.0052,0.0533
Donald Young,Braden Jacobson,-0.0057,0.0515
Rafael Lenhard,Pesa Teoni,0.0044,0.048
Caden Nemoff,Camila Zilveti,-0.0015,0.051
Blaine Hovenier,Tyler Loong,-0.003,0.0531
Christine Trifunovic,Mota Alhouni,0.0127,0.0489
Andrei Daescu,Tyra Hurricane Black,-0.0159,0.0498
Emma Nelson,Max Freeman,0.0106,0.0538
Jalina Ingram,CJ Klinger,-0.01,0.0515
Mohaned Alhouni,Lindsey Newman,0.0104,0.0481
Andrew Caldarella,Jaeda Minniefield,-0.0095,0.0512
Maggie Brascia,Will Mackinnon,0.0037,0.0493
Roscoe Bellamy,Brandon French,-0.0045,0.0515
Mota Alhouni,John Lucian Goins,0.0054,0.0487
Tom Protzek,Patrick Smith,-0.0082,0.0513
Indigo Dagnall,Jaxon Madsen,-0.0018,0.0502
Alix Truong,Alex Walker,-0.0016,0.0499
Pierina Imparato,Kiora Kunimoto,-0.0061,0.0514
Angie Walker,Mari Humberg,0.0025,0.0504
Lingwei Kong,Lindsey Newman,-0.0036,0.0504
Allison Phillips,Cleo Bond,-0.0055,0.0517
Genie Bouchard,Victoria Dimuzio,-0.0072,0.0509
Gabriel Joseph,Wesley Burrows,-0.0062,0.0507
Emma Nelson,Marcela Aguila Ampon,0.0002,0.0511
Eric Roddy,Tam Trinh,-0.0074,0.0493
Andre Mercado,Aryaan Bhatia,-0.0066,0.0502
Collin Johns,Hunter Johnson,-0.0024,0.0494
Yates Johnson,Anouar Braham,0.0002,0.0516
Paula Rives,Giovanna Morelli,0.0063,0.0505
Jade Rau,Luana Stanciu,-0.0018,0.0501
Zoeya Khan,Ella Yeh,-0.0092,0.0544
Tamaryn Emmrich,Cailyn Campbell,-0.0033,0.0521
Lacy Schneemann,Tina Pisnik,0.0378,0.0504
Craig Johnson,Lucas Pascoe,0.0033,0.0482
Rachel Summers,Rachel Rettger,-0.0011,0.0515
Naomi Nguyen,Daria Walczak,0.0048,0.0499
Parris Todd,Kate Fahey,-0.005,0.0492
Blake Goodman,Luke Wasson,-0.0107,0.0494
Frank Welsher Iii,Karthik Ganesh,-0.0011,0.049
Jay Evans,Thomas Provost,-0.0043,0.0534
Rodrigo Yoshikata,Manfred Jeske,-0.0029,0.054
Camila Zilveti,Luana Stanciu,0.0028,0.0487
Zoeya Khan,Lina Padegimaite,0.0319,0.0527
Emma Van Hee,Keilly Ulery,0.0098,0.0503
Sam Libo,Hudson De Risi,0.0069,0.0497
Hudson Hall,Ethan Miller,0.0033,0.0502
James Seagraves,Sebastian Gutierrez,0.0092,0.0531
Bassem Kheireddin,Dylan Payne,-0.0046,0.0528
Ansley Drenner,Valentina Martin,0.0032,0.0511
Keaten Kappes,Arnav Duarah,-0.0178,0.0519
Eduardo Garcia,Amit Verma,0.0017,0.0526
Gianni Mancini,Eshaan Mylavarapu,0.0048,0.0516
Ava Pisacrita,Landry Laywell,0.0001,0.0493
Julianna Hess,Mackenzie Lee,-0.0019,0.055
Trevor Horstmann,Garrett Peterson,-0.0018,0.0536
Ben Bailey,Seth Goodman,-0.0029,0.0497
Veronica Villegas,Kathryne Yung,-0.0064,0.0535
Eli Trumeter,Axel Morgan,-0.002,0.0529
Ella Yeh,Allison Phillips,0.0007,0.0496
Abigail Okelley,Mary Monson,-0.0054,0.0532
Patricia Martins,Nikita Pradeep,0.0075,0.0512
Christian Borrero,AJ Brown,0.0032,0.0494
Christa Gecheva,Paula Rives,-0.0137,0.0502
Darinka Tiboldi,Tatiana Ruhl,0.0055,0.0515
Monika Wynne,Shannon Pretorius,-0.0174,0.0522
Nicole Conard,Abbigal Hatton,-0.0026,0.0472
Bruno Faletto,Anouar Braham,-0.0075,0.0505
Ahmad Soussi,Dixon Doege,0.0012,0.0491
Mark Dancuart,Ryan Torresin,0.0244,0.0521
Rachel Summers,Stevie Petropouleas,0.0102,0.0513
Hyunmin Park,Stephen Sharman,-0.0033,0.051
Ashley Griffith,Averee Beck,-0.0113,0.0502
Brittany Yang,Masa Grgan,0.0156,0.0511
Tamaryn Emmrich,Lindsey Newman,-0.0116,0.0518
Audrey Adele Brown,Anna Lenhart,0.0103,0.0496
Jessica Mason,Elise Fortino,-0.0006,0.0541
Katie O'Riley,Kasia Carr,-0.0018,0.052
Lova Metor,Michael Vallejo,0.0055,0.0522
Justin Guiltinan,Carson Esraelian,0.0015,0.0508
Caitlin Klaassen,Louise Kwong,-0.0104,0.0505
Mikar Larenzo Fisher,Matthew Finnerty,-0.0017,0.0489
George Bulger,Eric Landau,0.0072,0.0517
Christopher Crouch,Connor Mogle,0.0126,0.0482
Kurt Lau,Vladimir Orellana,-0.0067,0.0534
Andrew Loftin,Michael Burdakin,-0.0078,0.0531
Carlota Trevino,Allie Reichert,0.0142,0.0478
Arianna Raga,Emma Cook,-0.0081,0.0512
Alex Gee,Matt Ngo,-0.0017,0.0514
Ava Cavataio,Estee Widdershoven,0.0236,0.0508
Carlos Di Laura III,Martin Emmrich,0.0165,0.0506
Jason Loyd,Daniel Phillips,0.0166,0.0519
Chase Womack,Etienne Blaszkewycz,0.011,0.0514
Austin Bricker,Juan Benitez,-0.0053,0.0504
Tom Protzek,Luca Mack,0.0125,0.0497
Indigo Dagnall,Luc Pham,0.0072,0.0524
Kylie Imperial,Jazz Hearn IV,-0.0153,0.0534
Jimmy Terzian,Ben Davis,-0.0129,0.0534
Austin Mireles,Makiyah Cormick,-0.0022,0.0507
Sunny Krittayaweth,Yaamunan Venkatesan,0.0025,0.0538
JP Gorby,Divin Sarthak,-0.0039,0.0507
Easton Horricks,Jaikin Gomez,-0.0154,0.0552
Victoria Mikuta,Jessica Ho,-0.0025,0.0529
Zoey Weil,Samantha Parker,-0.0012,0.0523
Zach Gonnering,Nicholas Romano,0.0054,0.0487
Hunter Merritt,Gael Lomas,-0.0026,0.0509
Preston Gordon,Ethan Hall,0.0004,0.0519
Ana Gordon,Rachael Fitzgerald,0.0059,0.05
Liam Duffin,Nicholas Wade,-0.0022,0.0496
Mats Dolese,Jonathon Hart,-0.0047,0.0526
Poongi Hong,William Kammerait,0.0014,0.0486
Dominique Canale,Martina Wynia,-0.0067,0.049
Tiger Chowdhury,TJ Rudden,-0.0041,0.0523
Yolena Carlon,Chloe Diskin,0.0034,0.0517
Eliel Herminas,Cristobal Del Castillo,0.0086,0.0516
Jordan Fenner,Carson Stovall,-0.0071,0.0519
Brookes Jones,Diego Lebron Perez,-0.003,0.0514
Chris Jammal,Natalie Hur,-0.0045,0.0509
Vritti Sethi,Karthik Ganesh,-0.0019,0.0505
Hudson Hall,Lina Romero Alarcon,-0.0114,0.0506
Kendall Hunt,Seth Goodman,0.0036,0.0503
Elise Fortino,Arnav Duarah,-0.0037,0.0519
Cassie Postma,Joel Pelletier,-0.0026,0.0519
Manfred Jeske,Emmaline Nichols,0.0017,0.0471
Luana Stanciu,Miles Hoover,0.0268,0.0501
Astrid Torres,Divin Sarthak,-0.0074,0.0544
Arianna Raga,Dan Nguyen,0.0114,0.0523
Yolena Carlon,Wade Heerboth,-0.0019,0.0504
Kathryne Yung,Timothy Aurelio,0.0045,0.0512
Christa Gecheva,Mark Dancuart,-0.0025,0.0498
Wendy Weston,Hudson De Risi,-0.0102,0.0529
Emma Wang,Martin Stanchev,0.0117,0.0525
Lindsey Newman,Martin Emmrich,0.0184,0.0509
Abbigal Hatton,Etienne Blaszkewycz,-0.007,0.0505
Jazz Hearn IV,Eli Steiner,-0.0013,0.0528
Ana Gordon,Don Alto,0.0111,0.0523
Ava Cavataio,Juan Benitez,0.0086,0.0516
Carlota Trevino,Anouar Braham,-0.0047,0.0541
Bruno Faletto,Marisa Ruiz,0.0004,0.051
William Kammerait,Rachel Janssen,0.005,0.0495
Zoey Weil,Camden Chaffin,0.0243,0.0536
Tom Protzek,Ella Yeh,0.006,0.0514
Julianna Hess,Diego Lebron Perez,0.0065,0.0523
Kentaro Hamaguchi,Kayla Williams,-0.0038,0.0513
Abigail Okelley,Axel Morgan,0.0011,0.0503
Patricia Martins,Cristobal Del Castillo,0.0033,0.0531
Michael Vallejo,Brittany Yang,-0.0089,0.0504
Indigo Dagnall,Jaeda Minniefield,-0.0078,0.0501
Nicholas Wade,Maddy Rasmusen,0.005,0.0488
Victoria Nguyen,Luc Pham,-0.0138,0.0505
Zach Gonnering,Averee Beck,-0.0146,0.0519
Matthew Finnerty,Anna Lenhart,0.0184,0.0488
Rachel Summers,Adair Garcia,-0.002,0.0501
Emma Cook,Vincent Rettke,0.0432,0.0559
Kylie Imperial,Jose Martinez,-0.0001,0.0516
Rodrigo Yoshikata,Tatiana Ruhl,0.0047,0.0509
Zoeya Khan,Naveen Beasley,-0.0197,0.0514
Princess Gbadamosi,Bassem Kheireddin,0.0053,0.0518
Monika Wynne,Makiyah Cormick,-0.0008,0.0497
Liam Duffin,Mary Monson,0.0068,0.0506
James Seagraves,Cheyenne Jones,-0.0049,0.0526
Brenna Murray,Bret Berryman,0.0047,0.0509
Rachael Fitzgerald,Preston Gordon,-0.0119,0.0515
Mike Radermacher,Chloe Diskin,0.0118,0.0501
Brookes Jones,Mackenzie Lee,-0.0009,0.051
Dominique Canale,Ben Davis,0.005,0.0523
Austin Mireles,Nikita Pradeep,-0.0008,0.0513
Andrew Loftin,Ava Pisacrita,-0.0047,0.0496
Sarah Turk,Ruben Herrera,-0.0112,0.0514
Lyn Yuen Choo,Mark Growcott,-0.0088,0.052
Landry Laywell,Donald Johnson,-0.007,0.0539
Jaikin Gomez,Stevie Petropouleas,-0.0039,0.0486
Brock Rzesnowiecky,Blake Suard,0.0013,0.0503
Matthew Mead,Eddy Kim,0.0036,0.0533
Preston Lynch,Chase Ora,0.0101,0.0497
Cade Pierson,Yaamunan Venkatesan,0.007,0.0486
Cc Eleven Sacca,Jace Howard,-0.0036,0.0501
Kento Tamaki,Rio Newcombe,-0.0088,0.0494
Breaden Brooks,Dean Guyer,0.0047,0.0523
Mike Newman,Zach Vond,-0.0028,0.0505
Stephanie Vogt,Matt Burkhardt,0.0059,0.0519
Huey Trinh,Janaye Sakkas,-0.0056,0.051
Dylan Flippin,Oliver Hu,0.0024,0.0506
Andre Mercado,Natalia Simson,0.007,0.0518
Trevor Machek,Dayna La Belle,-0.0024,0.0541
Shelley Wong,Elijah Bertram,-0.0004,0.0504
Zach Gonnering,Miles Hoover,0.0024,0.0496
Carson Nguyen,James Ngo,0.0063,0.0521
Savanna Ticknor,Matthew Mead,0.0029,0.0507
Ernesto Fajardo,Maddy Rasmusen,0.0034,0.0523
David Litvinov,Averee Beck,-0.004,0.0506
Bryanna Ojeda,Maddox Castellanos,0.0072,0.0503
Cc Eleven Sacca,Natasha Stoop,-0.0051,0.0532
Madison Grollman,Chelsea Purcell,0.0081,0.0505
Naomi Nguyen,Cameron Luhring,0.0077,0.0482
Naomi Tran,Cagatay Soke,-0.0105,0.0529
Daniel Traxler,Mike Anderson,0.0114,0.0513
Rio Newcombe,Kelly Goodnow,-0.0043,0.0518
Hilary Toole,David Perez,0.0058,0.0514
Natalia Simson,Molly Ticknor,-0.001,0.0513
Dave Conley,Kyle Borawski,-0.0002,0.0518
Dayna La Belle,Jessica Mason,-0.0011,0.0531
Lena Spence,Sienna Hitzeman,-0.0037,0.0524
Erik Pailet,Tia Elpusan,-0.0019,0.0501
Matthew Sah,Louie Payetta,0.002,0.0506
Austin White,Elijah Bertram,-0.0046,0.0491
Stevan Quintanar,Zachary Champine,-0.001,0.0527
Kathryn Glavinovich,Naomi Tran,-0.0012,0.0479
Eli Steiner,Troy Akin,0.0029,0.0536
Ethan Dahl,Kyle McMakin,-0.0032,0.0513
Allie Davis,Eli Steiner,-0.0008,0.0532
Janet Liu,Pesa Teoni,-0.0105,0.0499
Joshua Cooperman,Natasha Stoop,0.0019,0.0524
Ninh Nguyen,Matt Ngo,0.0109,0.0502
Lena Spence,Dean Guyer,-0.0023,0.0515
Priyank Soni,Nick Casey,0.0016,0.0516
Cami Blake,Devon Sikora,0.0068,0.0512
Johnny Goldberg,Clayton Powell,-0.0072,0.0516
Megan McCray,Rikk Shimizu,-0.0066,0.0529
Spencer Duane,Joshua Cooperman,-0.005,0.0514
Rocky Guido,Logan Formaniuk,0.0007,0.0528
Spencer Duane,Katie Neils,-0.0017,0.0513
Breaden Brooks,Sienna Hitzeman,-0.002,0.0504
Maverick Messinger,Molly Ticknor,0.0016,0.0532
Carson Nguyen,Kathryn Glavinovich,-0.0015,0.054
Tyler Loong,Marcela Aguila Ampon,-0.0066,0.0503
Carlos Di Laura III,Angie Walker,-0.0003,0.0549
Lucas Pascoe,Abbigal Hatton,0.0176,0.0527
Julian Arnold,Allyce Jones,0.012,0.0503
Pierina Imparato,Christopher Haworth,-0.0047,0.0522
Luana Stanciu,Rafael Lenhard,-0.0018,0.0515
Blaine Hovenier,Cailyn Campbell,0.0057,0.0483
Averee Beck,Maddy Rasmusen,0.0013,0.0513
Alix Truong,Christian Alshon,0.0132,0.0498
Zoeya Khan,Armaan Bhatia,0.0014,0.0517
Liz Truluck,James Delgado,-0.0129,0.0491
Jace Morris,Ella Cosma,-0.0081,0.0536
Nicole Conard,Will Mackinnon,0.006,0.0514
Allie Davis,Chloe Diskin,0.0085,0.0501
Caden Nemoff,Rachel Summers,0.0027,0.0517
Brooke Buckner,Roscoe Bellamy,-0.0003,0.0513
Jonathan Truong,Meghan Dizon,0.008,0.0527
Jade Rau,Edward Perez,0.0106,0.0517
Christa Gecheva,Clayton Powell,0.0066,0.051
Tom Protzek,Daria Walczak,-0.0002,0.0545
Aiko Yoshitomi,Albie Huang,-0.0036,0.0511
Rafa Hewett,Lingwei Kong,0.0142,0.0544
Tama Shimabukuro,Nicola Schoeman,0.002,0.0522
Max Freeman,Mari Humberg,0.0007,0.051
Rachel Rohrabacher,Gabriel Tardio,-0.0123,0.0482
George Wall,Albie Huang,0.0122,0.0524
Hannah Blatt,Luc Pham,-0.0082,0.0547
Pablo Tellez,Kaitlyn Christian,0.0031,0.0503
John Lucian Goins,Olivia McMillan,0.0111,0.0523
Noe Khlif,Tyra Hurricane Black,-0.0021,0.0483
Naomi Nguyen,Kelly Goodnow,0.0032,0.0516
Eric Roddy,Wil Shaffer,0.0029,0.0532
Edward Perez,Christopher Crouch,0.0129,0.0495
Christopher Haworth,Alexander Crum,-0.0007,0.0507
Carlos Di Laura III,Michael Loyd,0.0068,0.0512
Julian Arnold,James Delgado,-0.0033,0.0498
Tama Shimabukuro,Gregory Dow,0.0065,0.05
Andre Mercado,Connor Mogle,0.008,0.0537
Jace Morris,Craig Johnson,0.0118,0.0519
Len Yang,Collin Johns,0.0081,0.0507
Ashley Griffith,Mehvish Safdar,-0.002,0.0506
George Wall,Kenta Miyoshi,0.0085,0.0498
George Rangelov,Mota Alhouni,0.0037,0.0536
Tyler Loong,Rafael Lenhard,0.0052,0.0517
Spartak Rahachou,Luke Wasson,0.0037,0.0512
Aryaan Bhatia,Lucas Pascoe,-0.0096,0.0486
Daria Walczak,Angie Walker,-0.0021,0.0507
Jonathan Truong,Brandon French,-0.008,0.0506
Rafa Hewett,Anouar Braham,-0.0101,0.0536
Cailyn Campbell,Mari Humberg,0.018,0.0492
Brooke Buckner,Kate Fahey,-0.0211,0.0518
Chloe Igleski,Kiora Kunimoto,0.0034,0.0482
Zoey Weil,Victoria Dimuzio,0.0039,0.0507
Cleo Bond,Olivia McMillan,-0.0051,0.0526
Jay Devilliers,Jaume Martinez Vich,0.0096,0.0498
Ella Cosma,Luana Stanciu,-0.0109,0.0531
Adam Harvey,Freddie Powell,0.0004,0.0498
Mark Dancuart,Ben Slive,0.0142,0.052
Dillon Segur,Travis Rettenmaier,-0.0019,0.0495
Kamden Bradstreet,Jaikin Gomez,0.0076,0.0519
Amir Evgamukov,Julian Slive,-0.0041,0.0515
Rachael James,Sophie Abrams,-0.0026,0.0506
Christopher Crouch,James Delgado,-0.0052,0.0511
Clayton Powell,Randy Blanco,-0.0125,0.0501
Jason Parker,Scott McRee,-0.0032,0.0523
Andi Godwin,Mara Vasvatekis,-0.0016,0.0525
Dylan Lewis,Boris Paque,-0.0013,0.052
Amanda Hendry,Allie Reichert,0.0019,0.0515
Isabella Dunlap,Mehvish Safdar,0.0105,0.0496
TJ Rudden,Lucas Cancelier,0.0013,0.0523
Jack Maline,Brian Johnson,-0.0006,0.0511
David Angel Rosales Jr.,Carlos Zambrano,-0.0021,0.0509
Tristan Dussault,Nicholas Romano,0.0001,0.051
Lauren Hidalgo-Smith,Stevie Petropouleas,-0.0001,0.0504
Samuel Wells,Michael Vallejo,0.0027,0.052
Jonas Daehler,Jamie Carmichael,0.0006,0.0513
Ben Cawston,Maksims Kazijevs,0.0063,0.0511
Django Chassang,Kalen Harbaugh,-0.0002,0.0495
Kelsey Roundtree,Frankee Hendricks,-0.0036,0.0522
George Rangelov,Mouaad Alhouni,-0.009,0.0517
Audrey Adele Brown,Mia Turcsany,-0.0026,0.0529
Patricio Pereyra,Nejc Sitar,0.0079,0.051
Arielle Butler,Andrea Koop,-0.0015,0.053
Juan Varon,Eli Steiner,-0.0059,0.0511
Andrew Loftin,Jae Centonze,-0.0017,0.0476
Eileen Wang,Brittany Yang,-0.0087,0.0524
Jade Rau,Victoria Shinkaretzky,-0.0016,0.0512
Regina Goldberg,Kamyla Held,0.0034,0.0504
Claudia Flores,Natalia Sanchez,-0.0044,0.0541
Federico Nani,Michael Shaw,-0.0005,0.0493
Javon Turcsany,Elisha Turner,0.0077,0.0522
Abigail Okelley,Ariana Rodriguez,-0.0003,0.0536
Jimmy Terzian,Ryan Gilbert,-0.0021,0.0505
Tyler Glowaki,Luis Rojas,-0.0013,0.0533
Sofia Manzanares,Stephanie Mazurek,0.0021,0.0511
Nolan Smyth,Xavier Richard,-0.0015,0.051
Connor Mogle,Jhonnatan Medina Alvarez,-0.0105,0.0516
Bruno Faletto,Ariana Rodriguez,-0.0054,0.0506
Andrew Loftin,Ava Ignatowich,0.0006,0.051
Ben Cawston,Jaeda Minniefield,-0.0067,0.0507
Maksims Kazijevs,Giovanna Morelli,0.012,0.0522
Cassidy Hoag,Federico Nani,0.0001,0.0526
Evan Pratt,Mia Turcsany,0.0037,0.0542
Tamaryn Emmrich,James Delgado,0.0092,0.0531
Isabella Dunlap,Freddie Powell,-0.0028,0.0485
Adam Harvey,Mehvish Safdar,-0.0223,0.05
Patrick Smith,Mara Vasvatekis,-0.0061,0.0521
Claudia Flores,Emanuel Dickson,0.0019,0.0531
Julian Slive,Allie Reichert,-0.0004,0.0518
Tyler Glowaki,Christee Chargot,0.0046,0.0521
Kamden Bradstreet,Victoria Shinkaretzky,0.0033,0.0519
Forest Dennis,Francesca Randazzo,-0.0,0.0492
Shannon Pretorius,Nicholas Romano,-0.0059,0.0485
Nadia Echeverria,Jaikin Gomez,-0.0031,0.0495
Paula Rives,Martin Emmrich,-0.0023,0.0518
Ava Cavataio,Clayton Powell,-0.0122,0.0491
Martina Frantova,Randy Blanco,0.0326,0.0542
Arielle Butler,Tristan Dussault,0.009,0.0475
Iryna Kostirko,Maiz Sinclair,0.0005,0.0519
Ahmad El-Zarif,Haley Ferguson,0.0065,0.0501
Amanda Hendry,Mark Dancuart,-0.0113,0.0512
Monika Wynne,Juan Varon,-0.0254,0.0506
Jemi Aguilar,Carlos Zambrano,-0.0034,0.0513
Jade Rau,Ben Slive,-0.0005,0.0505
Jay Evans,Eileen Wang,-0.0032,0.0506
Kamyla Held,Elisha Turner,0.0006,0.0511
Andi Godwin,Matthew Finnerty,-0.0017,0.0539
Dylan Lewis,Valerie R Simon,0.0067,0.0541
Madalina Grigoriu,Jorge Nunez,-0.0104,0.0542
Jarryd Woog,Brittni Tonnessen,0.0025,0.0508
Hudson De Risi,Patara Tezduyar,0.0054,0.0502
Scott McRee,Masa Grgan,0.0072,0.0522
Sharienne Ricardo,Daniel Couzens,0.0029,0.0498
Adalynn Lund,Lucas Erlikh,-0.0043,0.0527
Manfred Jeske,Chris Cooprider,0.0039,0.0539
Lyn Yuen Choo,Brandon Fritze,-0.0007,0.0497
Hudson Hall,Blake Suard,0.0069,0.0535
Wade Heerboth,Shannon Pretorius,0.0113,0.0499
Ethan Bakalinsky,Bret Berryman,-0.0001,0.0528
Mackonner Dy,Armaan Jiwa Mawji,0.0095,0.0519
Justin Dages,Gabriel Zimeri,0.004,0.0508
Natalie Hur,Miles Hoover,-0.0036,0.0528
Patricia Martins,Eshaan Mylavarapu,-0.0056,0.0538
David Miller,Patrik Kevin Tsati-Onla,-0.0007,0.0523
Grace Crosby,Neha Khurana,0.0012,0.0532
Ellie Douglas,Blake Goodman,0.0069,0.0506
Natalia Simson,Vritti Sethi,0.0063,0.0506
Patricia Martins,Abla Mannarino,-0.0022,0.0529
Natalia Simson,Edgaras Zilys,-0.0063,0.0523
JP Gorby,Abla Mannarino,-0.0014,0.053
Cristobal Del Castillo,Kyle Rowe,-0.0019,0.0531
Jordan Chrysostom,Brandon Fritze,-0.0049,0.0499
Sam Libo,Braylon Ohrel,-0.0005,0.0515
Victoria Nguyen,Etienne Blaszkewycz,-0.0101,0.0521
Eli Steiner,Shea Donahue,-0.0069,0.0522
Ryder Brown,Caroline Maguire,-0.0078,0.0523
Daniel Miron,Austin White,0.0052,0.0499
London Leon,Grant Johnson,-0.0032,0.0518
Mike Radermacher,Sebastian Gutierrez,-0.0112,0.0543
Blake Goodman,Eshaan Mylavarapu,-0.0019,0.0518
Kylie Imperial,Domenico Geminiani,0.0144,0.0516
Alexander Valencia,Savannah K,-0.0028,0.0529
Dylan Wilhelm,William Hsieh,0.0033,0.0508
Joseph Evans,Grace Crosby,-0.0023,0.0516
Rachel Janssen,Marie Lutz,0.0123,0.051
Jazz Hearn IV,Shea Donahue,-0.0031,0.0497
Janet Liu,Jessica Ho,0.0205,0.0498
Hilary Toole,Julianna Hess,-0.0051,0.0505
Ryder Brown,Jasper Schaadt,-0.0118,0.0502
Hunter Merritt,James Ngo,0.0003,0.0512
