p1_name,p2_name,chem_logit_mean,chem_logit_sd
Gorka Sanchez,Alex Lantz,0.0043,0.0533
Jordan Betts,Chase Blocker,-0.004,0.0516
Emir Hamzic,Matthew Krakowski,0.0043,0.0535
John Macauley,Matt Haugdahl,0.0068,0.0488
Kevin Daniel,Varun Iyer,-0.0029,0.0504
Thomas Bruchu,Bennett Sell,-0.0042,0.0515
Jeremy Thompson,Alex Grausnick,-0.0046,0.053
Dave Bacalla,Jeffrey Moulton,0.0077,0.0516
Jennifer Tavernier,Mouaad Alhouni,-0.0005,0.0503
Amrik Donkena,Niltooli Wilkins,-0.0014,0.053
Sydney Donkena,Jose Gomez,-0.0026,0.0508
Tyler Loong,Lina Padegimaite,0.0094,0.0487
Gorka Sanchez,Katie Fagan,0.0044,0.0504
Ivan Jakovljevic,Ava Ignatowich,0.002,0.0519
Collin Johns,Anna Bright,0.0008,0.0533
Daniel Jensen,Helen To,0.0042,0.0501
Kyle Goodburn,V. Mary Rivas,0.0,0.0501
Emily Stumpf,Neil Mediratta,-0.0003,0.0502
Ivy Tschetter,Luke Wasson,0.0066,0.0492
Jamie Haas,Pesa Teoni,-0.0075,0.0493
Jamie Voelker,Zak Parks,-0.0059,0.0526
Rafa Hewett,Parris Todd,0.0064,0.0512
Cason Campbell,Madalina Grigoriu,0.0032,0.0514
Alex Lantz,Emma Nelson,0.0029,0.0538
Blaine Hovenier,Audrey Adele Brown,0.0003,0.051
Allison Phillips,Darrian Young,-0.0056,0.0475
Christian Alshon,Tyra Hurricane Black,-0.0073,0.0449
Brooke Buckner,Collin Shick,0.014,0.047
Lea Jansen,Hayden Patriquin,-0.0087,0.0475
Quang Duong,Liz Truluck,0.005,0.0516
Jessica Mason,Preston Bies,-0.0019,0.0529
Edward Perez,Pei Ju Hsieh,0.0035,0.0529
David Dutrieuille,Sammy Melin,0.0054,0.053
Maddy Rasmusen,Bryce Larson,0.0066,0.0493
Adalynn Lund,Christian Lund,-0.0011,0.0499
Chuck Taylor,Paige Miles,-0.009,0.0493
Martina Frantova,Marshall Brown,-0.0007,0.0534
Sarah Hua,Mota Alhouni,-0.0041,0.0532
Sam Querrey,Angie Walker,0.0257,0.0526
Lingwei Kong,Jonny Pickleball Andrews,-0.0121,0.0513
Kaitlyn Christian,Brandon French,0.0009,0.0505
Camila Zilveti,Brian Kerr,-0.0118,0.0508
Carolina Mayorga-Perry,Pablo Tellez,0.0118,0.0507
Alex Neumann,Rachel Summers,0.0037,0.0505
Rajasree Hawk,Logan Peterson,-0.0012,0.0512
Chao Yi Wang,Patrick Smith,-0.0128,0.0481
Craig Johnson,Samantha Parker,0.0056,0.0524
Zach Gonnering,Karyn Weiss,0.0072,0.0494
Mohaned Alhouni,Salome Devidze,0.0078,0.0503
Eric Roddy,Pierina Imparato,-0.0127,0.0517
Marykate Washelesky,Matthew Krakowski,-0.0081,0.0514
Sara Berndt,Tyler Hong,-0.0067,0.0507
Cassidy Hoag,Phillip Locklear,-0.0017,0.0494
Cason Campbell,Mouaad Alhouni,0.0096,0.049
Cassidy Hoag,Martina Frantova,-0.0111,0.0533
Anri Ferris,Helen To,-0.0023,0.0497
Sydney Donkena,Rajasree Hawk,0.0017,0.051
Madalina Grigoriu,Brittni Tonnessen,-0.0115,0.0514
Jennifer Tavernier,Audrey Adele Brown,-0.0009,0.0497
Samantha Parker,Sarah Williams,-0.0078,0.0525
Ella Boydston,Maddy Rasmusen,0.0132,0.0483
Ross Whittaker,Bryan Hammond,0.0037,0.0518
Collin Johns,Matt Wright,-0.0074,0.0521
Thomas Wilson,Christian Alshon,-0.007,0.0526
Lea Jansen,Lina Padegimaite,-0.0121,0.0519
Ivy Tschetter,Jamie Voelker,0.0007,0.0523
Tyler Loong,Connor Garnett,0.044,0.0463
Julian Arnold,Jack Sock,0.0009,0.051
Lingwei Kong,Jamie Haas,0.0009,0.0504
Dave Weinbach,Neil Mediratta,-0.0045,0.0509
Dustin Boyer,Miguel Alda,-0.0136,0.0507
Kaitlyn Christian,Rachel Summers,-0.003,0.0489
Adrian Garza,Abdul Khan,-0.0023,0.0515
Nick Zelasko,Peter Itskovich,-0.0037,0.0519
Quang Duong,Bao Duong,0.0016,0.0527
Zane Navratil,Travis Rettenmaier,0.0074,0.0469
Chuck Taylor,Spencer Smith,0.0029,0.0475
Dekel Bar,Darrian Young,0.0028,0.0535
Sammy Lee,Tyler Hong,-0.0065,0.0528
Talia Riser,Kara Andrews,0.0045,0.0521
Bryce Larson,Clayton Boydston,0.0025,0.0494
Ian Yi,Mariano Yeh,0.003,0.0522
Emily Stumpf,Sara Berndt,0.0092,0.0503
Pei Ju Hsieh,Karyn Weiss,-0.0082,0.0521
Brooke Buckner,Chao Yi Wang,0.0463,0.0477
Edward Perez,James Delgado,0.0037,0.0487
Adam Gustad,Adam Harvey,-0.0018,0.0524
Camila Zilveti,Ava Ignatowich,0.0029,0.05
David Hall,Walter Lau,-0.0029,0.0521
Amrik Donkena,Logan Peterson,0.0056,0.0555
Eric Roddy,Collin Shick,-0.0147,0.0491
Jonny Pickleball Andrews,Luke Wasson,0.0145,0.0505
Spartak Rahachou,Ernesto Russo,-0.0008,0.05
Craig Johnson,Pesa Teoni,0.036,0.0494
Kyle Goodburn,Claudio Quinones Garcia,-0.0036,0.0508
Todd Fought,Wyatt Stone,0.0075,0.05
Rafa Hewett,Marshall Brown,-0.0122,0.0485
Gabriel Joseph,Blaine Hovenier,0.0035,0.0508
Yaamunan Venkatesan,Derek Shearer,0.0031,0.0514
Grant Aronson,Ryan Eveloff,-0.001,0.0536
Preston Bies,Daniel Jensen,0.0074,0.0515
Eliel Herminas,Chase Womack,0.0006,0.0516
Pieter De Vries,Freddie Stone,0.0005,0.0503
Austin Bricker,Hao Nguyen,0.0035,0.0501
Benjamin Grant,Dionne Lim,-0.0025,0.052
Chase Ora,Michelle Murphy,0.0088,0.0497
Jayce Landheer,Chandler Carnett,0.0022,0.0517
Dana Raugust,Luke Ness,0.0041,0.0504
Parker Dyer,Mehvish Safdar,0.0014,0.0512
Brian Harshman,Sarvinoz Saidhujaeva,0.0002,0.0523
Robert Ferrante,Brian Peck,0.0003,0.0527
Alexei Chernikov,Justin Hunter,0.003,0.0538
Bronson Adams,Jake Anderson,0.0004,0.0524
Emilia Schmidt,Jack Munro,-0.0019,0.0499
Kristin Vogel,Blaine Hovenier,-0.0007,0.0516
Josh Nix,Courtney Glenn,0.0034,0.0526
Lorna Morris,Ryan Eveloff,-0.001,0.0503
Connor Maris,Komal Safdar,-0.0029,0.0511
Casey Garretson,Aaron Fuhrman,-0.007,0.0522
Matthew Boyett,Chance Ponsford,-0.0026,0.0501
Ernesto Russo,Chase Ora,0.0007,0.0526
Yana Newell,Ben Newell,0.0075,0.0513
Tam Trinh,Jill Belyea,0.0007,0.0493
Brandon Nsekpong,Kasia Carr,-0.0022,0.0501
Rajul Chikkalingaiah,Daniel Colon,0.0018,0.0529
Kailas Shekar,Santhosh Narayanan,0.0057,0.0506
Brennan Adamson,Jon Nilson,0.0048,0.0524
Malia K Lum,Prycen Haas,-0.0105,0.054
Tanner Tomassi,Ava Ignatowich,0.0106,0.0536
Carter Maris,Connor Maris,0.0019,0.0505
James Seagraves,John Neri,-0.002,0.0513
James Seagraves,Alex Bowers,-0.0015,0.0504
David Hall,Benjamin Grant,-0.0058,0.0529
Michael Moody,Cayden Fry,-0.0017,0.0524
Erik Pailet,Rianna Valdes,0.0066,0.0495
Victoria Yu,Chandler Carnett,-0.0005,0.0514
Ivan Jakovljevic,Barbora Vykydalova,0.0046,0.0498
Austin Oreilly,Parker Dyer,-0.0035,0.0514
Jessica Mason,Ryan Fu,0.0004,0.0528
Richard Balistreri,Ryan Lucci,0.0025,0.0491
Bassem Kheireddin,Pierre-David Turmel,0.0038,0.0529
Daniel Moser,Josiah Watje,0.0023,0.0494
Luis Gonzalez,Eddie Sada,-0.0036,0.0512
Lingwei Kong,Evgeniy Kim,0.0019,0.0515
Adrian Garza,Brandon Farine,-0.0034,0.0517
ED Chao,AJ Khawaja,0.0003,0.0524
Brad Sweeney,Gabriel Sweeney,-0.0076,0.0523
Tam Trinh,Robert Slutsky,0.0059,0.0499
Maximo Agoglia,Jake Stamps,0.0001,0.0495
Jon Nilson,Maddy Rasmusen,-0.0056,0.0532
Alexandre Gauthier,Zandrix Acob,-0.0035,0.0509
Kate Fahey,John Cincola,0.0017,0.0494
Bryce Larson,Danna Funaro,0.0022,0.0512
Alejandro Trevino,Sebastian Gutierrez,-0.0027,0.0501
CJ Klinger,Judit Castillo,-0.002,0.0509
Christian Thames,Jacob Stegall,-0.0077,0.0513
Benjamin Bramblett,Juan Pinilla,-0.0018,0.0516
Quang Duong,Jamie Haas,0.0011,0.0511
Kaitlin Miller,Carl Hilliard,-0.0006,0.0541
Carolina Mayorga-Perry,Etienne Blaszkewycz,-0.0049,0.0497
Cori Elliott,Claudio Quinones Garcia,0.0001,0.0519
Jessica Chernikova,Robert Slutsky,-0.0054,0.0519
David Heckler,Bret Berryman,-0.0064,0.0525
Austin Oreilly,Shelby Bates,-0.0019,0.049
Tavon Morrow,Tatiana Ruhl,-0.0076,0.0517
Nick Erves,Marko Lovrinovic,-0.0022,0.0562
Gloria Son,Juan Pinilla,0.0031,0.0502
Ryan Nolan,Jesse Boskoff,-0.003,0.0509
Brennan Adamson,Elizabeth Boydston,-0.0035,0.0531
Chao Yi Wang,Collin Johns,-0.0096,0.0486
Andrei Daescu,Anna Bright,-0.0152,0.0473
Meghan Dizon,Gabriel Tardio,-0.009,0.0533
Liz Truluck,Brandon French,0.0184,0.0517
Etta Tuionetoa,Tyler Loong,-0.0267,0.0493
Jade Kawamoto,Connor Garnett,-0.007,0.0502
Patrick Kawka,Rachel Rettger,-0.0208,0.0508
Steve Deakin,Camila Garcia Wright,0.0072,0.0519
Rafa Hewett,Lindsey Newman,0.0095,0.0476
Stefan Auvergne,Lina Padegimaite,0.0109,0.0538
Madeline Schulte,Luke Wasson,-0.0081,0.0519
Wesley Burrows,Alex Walker,-0.0047,0.0511
Yates Johnson,Lacy Schneemann,0.005,0.0515
Genie Bouchard,Jonny Pickleball Andrews,-0.0004,0.0484
Jackie Kawamoto,Patrick Smith,0.0029,0.0537
Kaitlyn Christian,Travis Rettenmaier,-0.0099,0.0487
Samantha Parker,Pesa Teoni,-0.0114,0.0531
Mary Brascia,Jaume Martinez Vich,0.0339,0.0502
Pablo Tellez,Milan Rane,-0.0063,0.0534
Taylor Garcia,Chao Yi Wang,-0.0032,0.0513
Victoria Yu,Marie Lutz,0.0075,0.0522
Stephen Bass,Marshall Brown,0.0092,0.0507
Brandon Nsekpong,Jose Farias,0.0091,0.0514
Roscoe Bellamy,Jack Munro,0.0054,0.0534
Dekel Bar,Gabriel Tardio,-0.0021,0.0516
Thomas Wilson,Hunter Johnson,-0.0151,0.0497
Josh Nix,Bryan Hammond,0.0037,0.0506
Yates Johnson,Wesley Burrows,-0.0024,0.0493
Madeline Schulte,Pierina Imparato,-0.0028,0.0506
Jill Belyea,Jessica Chernikova,0.0044,0.0518
Brooke Revuelta,Emilia Schmidt,-0.0007,0.051
Andrei Daescu,Matt Wright,0.0076,0.051
Mehvish Safdar,Komal Safdar,0.0107,0.0497
Christa Gecheva,Rachel Rettger,-0.0011,0.0516
Genie Erokhina,Kaitlyn Christian,-0.0063,0.0491
Yana Newell,Lauren Stratman,0.0102,0.0495
Jamie Haas,Malia K Lum,0.009,0.0499
Lingwei Kong,Camila Zilveti,0.0012,0.051
Gloria Son,Sarvinoz Saidhujaeva,-0.0009,0.0526
Liz Truluck,Ava Ignatowich,0.0057,0.0509
Nicole Eugenio,Camila Garcia Wright,-0.0053,0.051
Kate Fahey,Carolina Mayorga-Perry,0.006,0.0529
Sarah Pham,Dana Raugust,0.002,0.0507
Elizabeth Boydston,Layne Sleeth,-0.0033,0.0523
Lucy Kovalova,Jackie Kawamoto,-0.0054,0.0506
Jason Loyd,Michael Loyd,-0.0024,0.0532
Zoeya Khan,Divina Stennfeld,-0.0001,0.051
Tavon Morrow,Ben Newell,-0.0065,0.0518
Samantha Parker,Tatiana Ruhl,-0.0033,0.0497
Genie Bouchard,Dominique Schaefer,-0.0122,0.0498
Rafa Hewett,Patrick Kawka,-0.0018,0.0519
Ryan Smosna,Izaak Gonzalez,0.0024,0.0517
Erik Pailet,Todd Fought,0.0051,0.0513
Darrian Young,Hayden Patriquin,-0.0013,0.0535
Patrick Smith,Connor Garnett,0.0104,0.0495
Nicole Pitts,Danna Funaro,-0.0002,0.0494
Alex Bowers,Courtney Glenn,-0.0016,0.0516
Kaitlin Miller,Jessica Mason,0.0044,0.0502
Michelle Murphy,Dionne Lim,-0.0032,0.0536
Andrea Koop,Jade Kawamoto,0.027,0.0523
Rianna Valdes,Jessie Irvine,0.0071,0.049
Julian Arnold,Tyler Loong,-0.0068,0.0497
Altaf Merchant,Eric Roddy,0.0048,0.0533
Claudio Quinones Garcia,Matthew Mead,0.005,0.0508
Travis Rettenmaier,Augustus Ge,0.002,0.05
Katherine Allan,Shannon Pretorius,-0.0021,0.0495
Evgeniy Kim,Prycen Haas,-0.0045,0.0529
Taylor Lindsay,Chris Patrick,-0.0029,0.051
Timothy Cass,Sarah Boruta,-0.0,0.0488
William Owens,Brett Clayton,0.0,0.0488
Shannon Moore,Henry Boyle,0.003,0.0504
Kara Andrews,Antonio Cummings,-0.0014,0.0511
Helena Jansen,Augustus Ge,-0.0159,0.0526
Anudeep Kodali,Komal Safdar,0.0081,0.0513
Alex Guy,Audrey Banada,-0.0018,0.0516
Jessica Haywood,William Hart,-0.0134,0.0509
Pesa Teoni,Salome Devidze,0.0049,0.0498
Caitlin Klaassen,Brett Clayton,-0.0032,0.0506
Daniel Szafir,James Young,-0.0034,0.0502
Evan Gan,Selim Ben Ali,0.005,0.052
Benjamin Bramblett,Avery Rogers,-0.0008,0.0521
Jeff Stone,Perry Wang,-0.0047,0.0509
Jim Dobran,Rachael James,0.0144,0.0512
Ryan Gilbert,Hailee Haymore,0.0199,0.053
Jhonnatan Medina Alvarez,Paula Avellan Rizzo,-0.0112,0.0505
Kailas Shekar,Anna Lenhart,0.0091,0.0514
Frances Altick,Garrett May,-0.0042,0.0514
Ryan Lucci,Jordan Chrysostom,-0.0029,0.0506
Abigail Okelley,Rob Cassidy,-0.0018,0.0524
Brie Aldridge,James Delgado,0.0065,0.0483
Jimmy Terzian,Adrian Garza,0.0052,0.0495
Nathan Geldmeier,Sean Smith,-0.0,0.0519
Drew Sandri,Arnab Baruah,-0.0038,0.0529
Alex Wetherell,Henry Boyle,0.0017,0.0505
John Haskell,Brent Darden,0.0024,0.0489
Tellis Bolden,Lester Holmes,-0.0084,0.0552
James Broker,Max Green,-0.0012,0.0503
Maximilian Wild,Brett Finan,0.0019,0.0513
Joshua Giannelli,Jaeda Minniefield,-0.007,0.0502
Ryan Meyers,William Hart,-0.0019,0.0524
Caden Nemoff,Taylor Garcia,-0.0039,0.0514
Jimmy Terzian,Kat Williams,0.0031,0.0502
Audrey Adele Brown,Patrick Kawka,-0.0006,0.051
Layne Sleeth,Max Green,-0.005,0.0518
Skylor Riley,Evie Kenna,-0.0038,0.0507
Skylor Riley,Morgan Kaplan,0.0034,0.0529
Aaron Miller,Hunter Horton,-0.0003,0.0496
Daniel Miron,Iker Tomas,-0.0022,0.0515
Nicholas Osborne,Kevin Caulfield,0.0021,0.0523
Jacob Markley,Dustin Dority,-0.0072,0.049
Eric Gilbert,Courtney Kendall,0.0082,0.0508
Collin Johns,Alix Truong,-0.0052,0.0509
Kaitlyn Christian,Martin Emmrich,0.0132,0.0487
Craig Johnson,Alex Walker,-0.0029,0.0507
Todd Fought,Maggie Brascia,0.0137,0.0464
Michelle Esquivel,Steve Deakin,-0.0124,0.0516
Eric Roddy,Genie Bouchard,0.0048,0.0511
Hartland Jones,Tyler Hansbrough,-0.0004,0.0495
Luke Wasson,Robert Slutsky,0.0042,0.052
Nick Zelasko,Andrew Clary,-0.0052,0.0538
Liz Truluck,Marshall Brown,-0.0211,0.0526
Madeline Schulte,Ryan Sherry,0.0077,0.0515
Naveen Beasley,Ryan Eveloff,0.013,0.0491
Quang Duong,Chris Patrick,-0.0014,0.0511
Sarah Ansboury,Wyatt Stone,-0.001,0.052
Ivan Jakovljevic,Pierina Imparato,0.0009,0.047
Martina Frantova,Anderson Scarpa,-0.0106,0.0519
Tyler Loong,Allyce Jones,-0.017,0.0524
Layne Sleeth,Paula Avellan Rizzo,0.0018,0.0502
Polina Libo,Anna Lenhart,-0.0028,0.0516
Kailas Shekar,Miguel Alda,0.0074,0.0511
Alex Guy,Ryan Torresin,-0.0089,0.0515
Jim Dobran,Marshall Brown,-0.0149,0.0515
Pablo Tellez,Lacy Schneemann,-0.0012,0.0508
Sam Querrey,Grant Bond,0.0015,0.0505
Edward Perez,Jonny Pickleball Andrews,-0.0073,0.05
James Delgado,Nick Mangiapane,-0.0034,0.0483
Quang Duong,Allison Phillips,-0.0041,0.0508
Rachel Summers,Brandon French,0.0022,0.0509
Robyn Cobb,Jennifer Spratley,-0.0043,0.0523
Sarah Carpenter,Caitlin Lewis,-0.0022,0.0503
Gregory Dow,Ava Ignatowich,-0.0077,0.0514
Ross Whittaker,Mota Alhouni,0.0054,0.0501
Robert Laidlaw,Len Yang,-0.0013,0.0516
Jhonnatan Medina Alvarez,Ryan Sherry,0.004,0.0497
Joshua Giannelli,Keegan Bigoness,0.0056,0.0566
Noe Sariban,Matthew Nesbitt,-0.0005,0.0545
Kaitlyn Christian,Helena Jansen,-0.0039,0.0506
Taylor Garcia,Ava Ignatowich,-0.0002,0.0524
Audrey Adele Brown,Komal Safdar,0.0097,0.0538
Jessie Irvine,Connor Garnett,-0.0095,0.0505
Martina Frantova,Rachel Summers,0.0084,0.0499
Allison Phillips,Sarah Hua,-0.0009,0.0516
Rachael James,Hailee Haymore,-0.0086,0.0553
Madeline Schulte,Emilia Schmidt,-0.0052,0.0533
Brie Aldridge,Andi Godwin,-0.004,0.0528
Abigail Okelley,Jaeda Minniefield,-0.015,0.0504
Tamaryn Emmrich,Alix Truong,-0.0023,0.0524
Jessica Mason,Courtney Kendall,-0.0017,0.0504
Travis Rettenmaier,Connor Garnett,0.0173,0.0505
Callie Smith,Lea Jansen,0.022,0.0467
Dana Mayette,Elizabeth Puni,0.0003,0.0559
Parris Todd,Julian Arnold,-0.008,0.0526
Caitlin Klaassen,Shannon Moore,-0.0033,0.0524
Christian Alshon,Jackie Kawamoto,0.0052,0.0506
Rafa Hewett,Lauren Stratman,-0.0009,0.0511
Eric Roddy,Steve Deakin,-0.0209,0.05
Augustus Ge,Jaume Martinez Vich,0.0306,0.0507
Jessica Haywood,Evie Kenna,-0.0014,0.0504
Etta Tuionetoa,Travis Rettenmaier,0.0129,0.0492
Kara Andrews,Marija Venta,0.0012,0.0528
Sarah Ansboury,Audrey Banada,0.0106,0.0508
James Seagraves,Victoria Yu,-0.0006,0.0525
Blake Fox,Layne Sleeth,-0.0073,0.0495
Naveen Beasley,Tatiana Ruhl,-0.0069,0.0514
Alex Bowers,Matthew Mead,-0.0042,0.05
David Heckler,Kaysie Smashey,0.0003,0.0504
Brenna Murray,Jonny Pickleball Andrews,0.0043,0.0511
Michael Keeper,Amy Blumrosen,0.0013,0.0523
Sara Perles,Chase Womack,-0.0046,0.0509
Cason Campbell,Ilvana Trujillo,-0.0037,0.0499
Carlos Di Laura III,Ryan Dawidjan,0.0119,0.0497
Casey Garretson,Jake Anderson,0.0167,0.0486
Adrian Garza,Riley Inn,-0.0066,0.0499
Gabriel Chen,Jacob Stegall,-0.0025,0.0519
Josiah Watje,Matthew Ginn,0.0001,0.0527
John Ward,Noah Ward,-0.0023,0.0532
Sepand (sep) Attar,Jay Wang,0.0033,0.0496
Vinay Gupta,David Hall,-0.0016,0.0547
Guillermo Paiz,Carson Calhoun,-0.0003,0.0511
Chase Womack,Zach Gonnering,-0.0004,0.0514
Ryan Fu,Ava Ignatowich,0.0106,0.0486
Desiree Perez Gonzalez,Bassem Kheireddin,-0.0002,0.0521
Dexter Rangel,Duncan Hawvermale,0.0048,0.0513
Tim Kuo,Jose Martinez,-0.0075,0.0508
Guillermo Paiz,Kasia Carr,0.0005,0.0514
Sarvinoz Saidhujaeva,Evgeniy Kim,0.0059,0.0499
Akinori Wada,Josh Rivera,-0.003,0.0539
Hilary Toole,Zach Gonnering,-0.0,0.0525
V. Mary Rivas,Brett Finan,-0.0028,0.0496
Alex Chan,Bryce Larson,-0.008,0.051
Noe Khlif,Jen Rogers,-0.0015,0.0509
Izaak Gonzalez,Dillin Parsons,0.0043,0.0527
Louis Theriault,Graham Taylor,0.0019,0.0512
Jason Mok,Mark Growcott,-0.0029,0.0525
Manfred Jeske,Dylan Payne,0.0007,0.0531
Hunter Johnson,Emilia Schmidt,0.0088,0.0504
Sebastian Gutierrez,Marie Lutz,-0.0078,0.0535
Eric Fritzges,Bailee Jackson,0.0005,0.05
Daniel Smith,Eric Fritzges,-0.0019,0.0522
Christine Maddox,Michael Loyd,-0.0052,0.0508
Andrey Belyanin,Matt Ngo,-0.0068,0.052
Chase Faggard,Easton Horricks,-0.0019,0.0527
Shea Donahue,Daniel Howard,-0.005,0.052
Aleck Blair,Brian Kerr,-0.0006,0.0549
Andrew Clemen,Taylor Clemen,-0.0022,0.0543
Natalie Hur,Tim Kuo,-0.0022,0.0544
Etta Tuionetoa,Ben Johns,-0.0095,0.0493
Meghan Dizon,Roscoe Bellamy,-0.0111,0.0511
Jamie Haas,Patrick Smith,0.0132,0.0514
Parris Todd,Zane Navratil,-0.0006,0.0523
Lauren Stratman,Etienne Blaszkewycz,-0.0053,0.0513
Regina Goldberg,Collin Johns,0.005,0.0502
Pablo Tellez,Jessie Irvine,-0.0046,0.0513
Callan Dawson,Kaitlyn Christian,-0.0004,0.0504
CJ Klinger,Alex Walker,-0.0045,0.05
Ewa Radzikowska,Donald Young,0.0054,0.0519
Julian Arnold,Maggie Brascia,0.0218,0.0477
Pierina Imparato,Wesley Burrows,-0.0006,0.0509
Martina Frantova,Todd Fought,0.0174,0.0486
Andrea Koop,Jack Munro,0.0085,0.0513
Yates Johnson,Alix Truong,-0.0066,0.0483
Lingwei Kong,Chuck Taylor,-0.0059,0.0502
Eugenia Carolina Lopez Ascarate,Spencer Smith,-0.001,0.0513
Cassidy Hoag,John Cincola,-0.0009,0.0509
Christian Alshon,Tyler Loong,0.0008,0.0511
Alex Bowers,Danna Funaro,-0.0069,0.0511
Beth Kaufman,Bailee Jackson,0.0068,0.0514
Rafa Hewett,Will Howells,-0.0031,0.0478
Thomas Wilson,Dekel Bar,-0.0087,0.0492
Cason Campbell,Bryan Hammond,-0.0055,0.0536
Eric Roddy,Casey Diamond,0.0203,0.0521
Todd Fought,Spencer Smith,-0.0126,0.0487
Dylan Frazier,Yates Johnson,0.0018,0.0502
Patrick Kawka,Pesa Teoni,-0.0093,0.0523
Samantha Parker,Emilia Schmidt,0.006,0.0527
Sarah Lister,Rachel Janssen,-0.0043,0.052
Madeline Schulte,Camila Zilveti,0.003,0.0486
Vivienne David,Jackie Kawamoto,0.0117,0.0495
Roscoe Bellamy,John Cincola,0.0022,0.0525
Sarvinoz Saidhujaeva,Taylor Clemen,-0.0035,0.0519
Caitlin Meendsen,Tiffany Landgraf,-0.0056,0.054
Layne Sleeth,Jessica Mason,-0.0065,0.0524
Asia Rose,Kaysie Smashey,-0.0038,0.0492
Rianna Valdes,Tamaryn Emmrich,-0.0043,0.051
Allison Phillips,Ilvana Trujillo,0.0009,0.049
Ernesto Russo,Evgeniy Kim,-0.0022,0.0509
Lea Jansen,Tina Pisnik,0.0197,0.0447
Lauren Wong,Alex Chan,0.0022,0.0482
Regina Goldberg,Christine Trifunovic,-0.0056,0.0503
Jessie Irvine,Lacy Schneemann,0.0051,0.0512
Erik Pailet,Wyatt Stone,0.0035,0.052
Tavon Morrow,Jason Lui,0.0044,0.0496
Ethan Violette,Luke Wasson,-0.0071,0.0519
Noe Khlif,Justin Hunter,-0.0037,0.0506
Nick Black,Derek Shearer,0.0045,0.0547
Alex Gee,Hao Nguyen,-0.0039,0.0513
Tam Trinh,Brandon French,0.0067,0.0519
Ella Yeh,Abbigal Hatton,-0.0036,0.0503
Matthew Mead,Farzin Amiri,-0.0037,0.0528
Ewa Radzikowska,Eugenia Carolina Lopez Ascarate,0.0084,0.0523
Tatiana Ruhl,Rachel Rettger,-0.0049,0.0533
Hilary Toole,Elizabeth Skufca,-0.0042,0.0506
Ryan Fu,Donald Young,-0.0062,0.0515
Desiree Perez Gonzalez,Kasia Carr,-0.0004,0.05
Jonny Pickleball Andrews,Elliot Markowitz,0.0028,0.0514
Astrid Torres,Daniela Raygadas,-0.0023,0.051
Layne Sleeth,Casey Diamond,0.0016,0.0504
Zach Gonnering,Preston Bies,-0.0018,0.053
Dana Raugust,Yuta Funemizu,0.0041,0.0503
Michael Fahey,Stella Li,0.0014,0.0538
Michael Fahey,Taylor Wassell Jr.,-0.0001,0.052
Averry Chew,Andre Feliz,0.0172,0.0538
Tavon Morrow,Natalie Blue,0.0049,0.0514
Bryanna Ojeda,Preston Bies,0.0006,0.0522
Michael Connors,Jonathan Borashan,0.003,0.051
Byron Lee,Steven Ma,-0.0065,0.0514
Nicole Eugenio,Daniel McAuley,0.0004,0.0538
Scott Berke,Luke Ness,-0.016,0.0522
Jake Presser,Chiron Burl,-0.0006,0.0507
Thatcher Schwendiman,Elizabeth Boydston,-0.0023,0.0533
Ivy Tschetter,Mitchell Hargreaves,0.0064,0.0522
Cobe Williams,Hannah Doolin,0.0024,0.0518
Beau Kojima,Kevin Dayan,0.006,0.0524
Roman Estareja,Tia Elpusan,0.0077,0.0501
Jessica Mason,Luke Ness,0.0226,0.0539
Desmond Papariello,Mark Weidmann,-0.0062,0.0512
Brad Weston,Nolan Smyth,0.0048,0.0529
Maddox Castellanos,Blake Potter,-0.0034,0.0522
Yuta Funemizu,Max Tavepholjalern,0.0036,0.052
Walter Lau,Chase Ora,0.0003,0.0503
Claudio Quinones Garcia,Dionne Lim,-0.0092,0.0556
Manoj K,Nalitha Danwatte L,-0.0041,0.0498
Tama Shimabukuro,David Creswell,0.0037,0.0493
Christopher Dalton,Joseph Rotheram,-0.0034,0.0514
Shelley Wong,Matthew Mead,0.0003,0.0533
Cade Pierson,Drake Palm,-0.0014,0.0511
Joy Leising,Clayton Powell,0.0059,0.0508
Domenika Turkovic,Chiron Burl,-0.0082,0.0501
Kailas Shekar,Cori Elliott,-0.0046,0.0518
Riley Hanks,Joshua Reason,-0.0016,0.0511
Malia K Lum,Kevin Dayan,0.0031,0.0519
Roscoe Bellamy,Emily Cederquist,0.0103,0.0504
Cobe Williams,Kelly Kraushaar,0.0041,0.0527
Danica Wolf,Rob Hutchins,-0.0003,0.0503
Nick Black,Dayna La Belle,-0.0032,0.0511
Kevin Stanley,Alex Iannotti,-0.0028,0.051
Kevin Pham,Farzin Amiri,-0.008,0.0533
Daniel Byun,Sabrina Guillebeaux,-0.0114,0.0538
John Paul Fruttero,Ruben A Gonzales Jr,-0.0031,0.0519
Artem Strokan,Pramod Dabir,0.0001,0.0523
Kristin Vogel,Caden Nemoff,-0.007,0.0513
Christie Newcomb,Derek Shearer,-0.0008,0.0523
Paul Ghazi,Nick Mashour,-0.0011,0.0488
Jae-Jae Segal,Zak Parks,-0.0059,0.0538
Christine Maddox,Steven Long,-0.007,0.0496
Spencer Zibas,Jack Sahid,-0.0017,0.0517
Matthew Marceau,Benjamin Grant,0.0006,0.0521
Chase Womack,Brian Kerr,0.0129,0.0506
Jamie Haas,Kento Tamaki,-0.0053,0.0515
Sammy Melin,Rio Newcombe,-0.0024,0.0521
